accuracy,balanced_accuracy,best_cv_accuracy,best_parameters,cv_folds,dataset,feature_count,fit_seconds,macro_f1,method,min_child_samples
0.6363636363636364,0.4878103024654749,0.775,"{'max_features': 'sqrt', 'min_samples_leaf': 2}",5,MiddlePhalanxOutlineAgeGroup,595,17.771286400035024,0.5086073770284296,hcrd_structure_extratrees_cv,
0.564935064935065,0.45111412352791663,,,,MiddlePhalanxOutlineAgeGroup,595,0.7482586000114679,0.46006734006734007,hcrd_structure_lightgbm,20
