dataset,assignment,train_size,test_size,length,class_count,method,accuracy,balanced_accuracy,macro_f1,transform_seconds,head_fit_seconds,head_predict_seconds,feature_count,representation_seconds
BirdChicken,discovery,20,20,512,2,raw_minirocket,0.9,0.9,0.898989898989899,0.4057208999292925,0.005319699994288385,0.00044599990360438824,924,0.0013927000109106302
BirdChicken,discovery,20,20,512,2,wavelet_minirocket,0.9,0.9,0.898989898989899,0.10518840001896024,0.003171800053678453,0.0003046999918296933,924,0.0300661000655964
BirdChicken,discovery,20,20,512,2,hcrd_minirocket,0.85,0.8500000000000001,0.849624060150376,0.05471850000321865,0.003136000013910234,0.0002856999635696411,924,11.552708099945448
BirdChicken,discovery,20,20,512,2,hcrd_energy,0.75,0.75,0.7493734335839599,0.0,0.002304099965840578,0.00024640001356601715,85,11.552708099945448
BirdChicken,discovery,20,20,512,2,hcrd_structure,0.9,0.9,0.898989898989899,0.0,0.0027817999944090843,0.00041370000690221786,595,11.552708099945448
BirdChicken,discovery,20,20,512,2,hcrd_hybrid,0.9,0.9,0.9,0.05471850000321865,0.0027365999994799495,0.000313800061121583,1519,11.552708099945448
