latent_index,max_quadratic_guide_l2_ratio,max_quadratic_hard_l2_ratio,median_pairwise_knot_jaccard,method,noise_sigma
9,,,0.25806451612903225,hcrd_gaussian_guided,0.1
9,,,1.0,hcrd_adaptive_guided,0.1
9,0.2717448691410847,0.36022004588530177,1.0,hcrd_quadratic_guided,0.1
10,,,0.96,hcrd_raw,0.1
10,,,1.0,hcrd_robust,0.1
10,,,0.24324324324324326,hcrd_gaussian_guided,0.1
10,,,1.0,hcrd_adaptive_guided,0.1
10,0.26706261252007624,0.36502767626217214,1.0,hcrd_quadratic_guided,0.1
11,,,0.944,hcrd_raw,0.1
11,,,1.0,hcrd_robust,0.1
11,,,0.2972972972972973,hcrd_gaussian_guided,0.1
11,,,1.0,hcrd_adaptive_guided,0.1
11,0.2449332757521938,0.45720164635337845,1.0,hcrd_quadratic_guided,0.1
12,,,0.9596774193548387,hcrd_raw,0.1
12,,,1.0,hcrd_robust,0.1
12,,,0.28205128205128205,hcrd_gaussian_guided,0.1
12,,,1.0,hcrd_adaptive_guided,0.1
12,0.2742330570765831,0.5143210699403383,1.0,hcrd_quadratic_guided,0.1
13,,,0.9603174603174603,hcrd_raw,0.1
13,,,1.0,hcrd_robust,0.1
13,,,0.28125,hcrd_gaussian_guided,0.1
13,,,1.0,hcrd_adaptive_guided,0.1
13,0.25787556300429554,0.42398037744875805,1.0,hcrd_quadratic_guided,0.1
14,,,0.9448818897637795,hcrd_raw,0.1
14,,,1.0,hcrd_robust,0.1
14,,,0.2682926829268293,hcrd_gaussian_guided,0.1
14,,,1.0,hcrd_adaptive_guided,0.1
14,0.28555264080246573,0.3200467058120603,1.0,hcrd_quadratic_guided,0.1
15,,,0.9448818897637795,hcrd_raw,0.1
15,,,1.0,hcrd_robust,0.1
15,,,0.29411764705882354,hcrd_gaussian_guided,0.1
15,,,1.0,hcrd_adaptive_guided,0.1
15,0.3043193420434792,0.4719955236093243,1.0,hcrd_quadratic_guided,0.1
16,,,0.96,hcrd_raw,0.1
16,,,1.0,hcrd_robust,0.1
16,,,0.2571428571428571,hcrd_gaussian_guided,0.1
16,,,1.0,hcrd_adaptive_guided,0.1
16,0.28513655563781065,0.3810468120092522,1.0,hcrd_quadratic_guided,0.1
17,,,0.96,hcrd_raw,0.1
17,,,1.0,hcrd_robust,0.1
17,,,0.2972972972972973,hcrd_gaussian_guided,0.1
17,,,1.0,hcrd_adaptive_guided,0.1
17,0.28372009343285126,0.42522630993068133,1.0,hcrd_quadratic_guided,0.1
18,,,0.96,hcrd_raw,0.1
18,,,1.0,hcrd_robust,0.1
18,,,0.2857142857142857,hcrd_gaussian_guided,0.1
18,,,1.0,hcrd_adaptive_guided,0.1
18,0.28056855506461315,0.46464388009597357,1.0,hcrd_quadratic_guided,0.1
19,,,0.96,hcrd_raw,0.1
19,,,1.0,hcrd_robust,0.1
19,,,0.24324324324324326,hcrd_gaussian_guided,0.1
19,,,1.0,hcrd_adaptive_guided,0.1
19,0.2730695060258449,0.26574945977269554,1.0,hcrd_quadratic_guided,0.1
20,,,0.9516129032258065,hcrd_raw,0.1
20,,,1.0,hcrd_robust,0.1
20,,,0.3225806451612903,hcrd_gaussian_guided,0.1
20,,,1.0,hcrd_adaptive_guided,0.1
20,0.2680632070121048,0.45513803128009706,1.0,hcrd_quadratic_guided,0.1
21,,,0.952,hcrd_raw,0.1
21,,,1.0,hcrd_robust,0.1
21,,,0.2727272727272727,hcrd_gaussian_guided,0.1
21,,,1.0,hcrd_adaptive_guided,0.1
21,0.2630285904397489,0.4327123813416387,1.0,hcrd_quadratic_guided,0.1
22,,,0.9523809523809523,hcrd_raw,0.1
22,,,1.0,hcrd_robust,0.1
22,,,0.2903225806451613,hcrd_gaussian_guided,0.1
22,,,1.0,hcrd_adaptive_guided,0.1
22,0.3167842915705203,0.3491231944060377,1.0,hcrd_quadratic_guided,0.1
23,,,0.952,hcrd_raw,0.1
23,,,1.0,hcrd_robust,0.1
23,,,0.2777777777777778,hcrd_gaussian_guided,0.1
23,,,1.0,hcrd_adaptive_guided,0.1
23,0.3028170056031187,0.3412565418996161,1.0,hcrd_quadratic_guided,0.1
24,,,0.9603174603174603,hcrd_raw,0.1
24,,,1.0,hcrd_robust,0.1
24,,,0.26666666666666666,hcrd_gaussian_guided,0.1
24,,,1.0,hcrd_adaptive_guided,0.1
24,0.2537384009076159,0.3799206811836923,1.0,hcrd_quadratic_guided,0.1
25,,,0.96,hcrd_raw,0.1
25,,,1.0,hcrd_robust,0.1
25,,,0.2777777777777778,hcrd_gaussian_guided,0.1
25,,,1.0,hcrd_adaptive_guided,0.1
25,0.3044845291158701,0.514174742209803,1.0,hcrd_quadratic_guided,0.1
26,,,0.9523809523809523,hcrd_raw,0.1
26,,,1.0,hcrd_robust,0.1
26,,,0.2553191489361702,hcrd_gaussian_guided,0.1
26,,,1.0,hcrd_adaptive_guided,0.1
26,0.2753823751853152,0.28502573120430236,1.0,hcrd_quadratic_guided,0.1
27,,,0.952755905511811,hcrd_raw,0.1
27,,,1.0,hcrd_robust,0.1
27,,,0.2631578947368421,hcrd_gaussian_guided,0.1
27,,,1.0,hcrd_adaptive_guided,0.1
27,0.29444396480274293,0.41588487098923455,1.0,hcrd_quadratic_guided,0.1
28,,,0.9444444444444444,hcrd_raw,0.1
28,,,1.0,hcrd_robust,0.1
28,,,0.3333333333333333,hcrd_gaussian_guided,0.1
28,,,1.0,hcrd_adaptive_guided,0.1
28,0.2743567471781334,0.3784810397286045,1.0,hcrd_quadratic_guided,0.1
29,,,0.952755905511811,hcrd_raw,0.1
29,,,1.0,hcrd_robust,0.1
29,,,0.275,hcrd_gaussian_guided,0.1
29,,,1.0,hcrd_adaptive_guided,0.1
29,0.2622771215559143,0.3546478618007938,1.0,hcrd_quadratic_guided,0.1
