configuration,join_ratio,curvature_ratio,certified_region,trials,aware_exact_probability,aware_wilson_low,aware_wilson_high,naive_exact_probability,naive_wilson_low,naive_wilson_high,aware_minus_naive_exact,aware_mean_knot_f1,naive_mean_knot_f1,aware_mean_localisation_error_widths,naive_mean_localisation_error_widths,theorem_implication_violations,noise_only_theorem_implication_violations
"K=8,m=8,n=65",1.5,2.0,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,-1.0,0.006631818181818182,1.0,6.535125,0.0,0,0
"K=8,m=8,n=65",1.5,2.25,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,-1.0,0.10669997224997224,1.0,1.793125,0.0,0,0
"K=8,m=8,n=65",1.5,2.5,0,1000,0.005,0.0021375355273244596,0.011650955373375113,1.0,0.996173241514445,1.0,-0.995,0.48341758241758237,1.0,0.328625,0.0,0,0
"K=8,m=8,n=65",1.5,2.75,0,1000,0.335,0.30642688114062866,0.3648359491596046,1.0,0.996173241514445,1.0,-0.665,0.8542857142857142,1.0,0.153625,0.0,0,0
"K=8,m=8,n=65",1.5,3.0,0,1000,0.865,0.8424178447972049,0.8847886215083399,1.0,0.996173241514445,1.0,-0.135,0.9787142857142858,1.0,0.029,0.0,0,0
"K=8,m=8,n=65",1.5,3.5,0,1000,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,0.0,1.0,1.0,0.0,0.0,0,0
"K=8,m=8,n=65",1.5,4.0,1,1000,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,0.0,1.0,1.0,0.0,0.0,0,0
"K=8,m=8,n=65",1.5,4.5,1,1000,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,0.0,1.0,1.0,0.0,0.0,0,0
"K=8,m=8,n=65",2.0,1.5,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.041,0.030364971082098312,0.055147993207641306,-0.041,0.0,0.6401428571428571,8.125,0.119875,0,0
"K=8,m=8,n=65",2.0,2.0,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.983,0.9729440411597701,0.9893593101431837,-0.983,0.0,0.9974285714285716,8.123,0.002125,0,0
"K=8,m=8,n=65",2.0,2.25,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,-1.0,0.0,1.0,8.00375,0.0,0,0
"K=8,m=8,n=65",2.0,2.5,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,-1.0,0.010654040404040405,1.0,6.505875,0.0,0,0
"K=8,m=8,n=65",2.0,2.75,0,1000,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,-1.0,0.13437137862137863,1.0,1.85875,0.0,0,0
"K=8,m=8,n=65",2.0,3.0,0,1000,0.009,0.0047420606674770625,0.01701581616533807,1.0,0.996173241514445,1.0,-0.991,0.4934175824175824,1.0,0.33575,0.0,0,0
"K=8,m=8,n=65",2.0,3.5,0,1000,0.863,0.8402949039724817,0.8829268693670053,1.0,0.996173241514445,1.0,-0.137,0.9797142857142858,1.0,0.031375,0.0,0,0
"K=8,m=8,n=65",2.0,4.0,0,1000,0.999,0.9943574414020421,0.9998234536293739,1.0,0.996173241514445,1.0,-0.001,0.9998571428571429,1.0,0.00025,0.0,0,0
"K=8,m=8,n=65",2.0,4.5,1,1000,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,0.0,1.0,1.0,0.0,0.0,0,0
