file,length,anomaly_points,feature_seconds
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,15852,1523,0.15387399995233864
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,4031,402,0.03407519997563213
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,2499,248,0.02115889999549836
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,4031,513,0.051551799988374114
021_NAB_id_21_WebService_tr_500_1st_565.csv,1623,160,0.01735420001205057
033_WSD_id_5_WebService_tr_4559_1st_12588.csv,18236,14,0.13175130006857216
038_WSD_id_10_WebService_tr_4042_1st_4142.csv,18084,66,0.1410357999848202
045_WSD_id_17_WebService_tr_2566_1st_2666.csv,18236,6,0.13541580003220588
053_WSD_id_25_WebService_tr_4559_1st_9198.csv,18236,13,0.14670799998566508
070_WSD_id_42_WebService_tr_2102_1st_2202.csv,11686,79,0.10100150003563613
142_MSL_id_3_Sensor_tr_1525_1st_4575.csv,6100,181,0.04459329997189343
146_MSL_id_7_Sensor_tr_554_1st_1172.csv,2217,69,0.01989340002182871
152_Stock_id_4_Finance_tr_500_1st_2.csv,20000,2809,0.16762159997597337
161_Stock_id_13_Finance_tr_500_1st_3.csv,10000,492,0.07848430005833507
174_MITDB_id_5_Medical_tr_50000_1st_539948.csv,650000,574,11.574818599969149
182_SMD_id_5_Facility_tr_7174_1st_21230.csv,28696,198,0.3232433000812307
186_SMD_id_9_Facility_tr_5925_1st_17580.csv,23703,161,0.2239366000285372
193_SMD_id_16_Facility_tr_5925_1st_17580.csv,23703,161,0.22668020008131862
200_SMD_id_23_Facility_tr_7174_1st_21230.csv,28696,198,0.2666753000812605
210_SMD_id_33_Facility_tr_5925_1st_17580.csv,23703,161,0.2092113000107929
217_LTDB_id_2_Medical_tr_500_1st_266.csv,100000,14857,0.9033606000011787
230_MGAB_id_6_Synthetic_tr_25000_1st_42441.csv,100000,200,0.8142072999617085
235_SED_id_2_Medical_tr_2499_1st_3840.csv,9999,384,0.06572369998320937
242_SVDB_id_6_Medical_tr_10726_1st_10826.csv,180400,2856,2.0520008000312373
252_SVDB_id_16_Medical_tr_12167_1st_12267.csv,230400,6151,2.4979501999914646
259_TAO_id_3_Environment_tr_500_1st_7.csv,10000,488,0.04989750008098781
265_IOPS_id_6_WebService_tr_6453_1st_6553.csv,128787,105,1.0570501999463886
270_IOPS_id_11_WebService_tr_5638_1st_5738.csv,60000,151,0.31599499995354563
280_NEK_id_4_WebService_tr_500_1st_231.csv,1073,57,0.009381899959407747
291_TODS_id_5_Synthetic_tr_500_1st_11.csv,5000,261,0.022518199984915555
300_TODS_id_14_Synthetic_tr_1250_1st_2555.csv,5000,400,0.027201699907891452
305_UCR_id_3_Medical_tr_3000_1st_5948.csv,12000,45,0.05187369999475777
312_UCR_id_10_Facility_tr_19948_1st_52000.csv,79795,620,0.7926457000430673
323_UCR_id_21_HumanActivity_tr_48812_1st_128430.csv,195250,1,2.0806445000926033
347_UCR_id_45_Sensor_tr_2851_1st_5365.csv,11406,15,0.09585430007427931
386_UCR_id_84_Environment_tr_2046_1st_5703.csv,8184,24,0.04448639997281134
429_UCR_id_127_Medical_tr_14825_1st_29000.csv,59302,100,0.5592908998951316
535_SMAP_id_5_Sensor_tr_1113_1st_1890.csv,4453,41,0.020072099985554814
543_SMAP_id_13_Sensor_tr_2020_1st_4550.csv,8080,111,0.040537399938330054
560_YAHOO_id_10_Synthetic_tr_500_1st_893.csv,1421,1,0.013262899941764772
568_YAHOO_id_18_WebService_tr_500_1st_333.csv,1680,3,0.01098030002322048
573_YAHOO_id_23_Synthetic_tr_500_1st_623.csv,1421,9,0.010940199950709939
583_YAHOO_id_33_WebService_tr_500_1st_1616.csv,1680,1,0.009091900079511106
643_YAHOO_id_93_WebService_tr_500_1st_1038.csv,1680,1,0.016438100021332502
813_Exathlon_id_4_Facility_tr_10766_1st_12590.csv,43066,5437,0.40515709994360805
825_Exathlon_id_16_Facility_tr_10766_1st_12590.csv,43066,5437,0.36456370004452765
852_OPPORTUNITY_id_11_HumanActivity_tr_500_1st_566.csv,15653,967,0.1259131000842899
864_OPPORTUNITY_id_23_HumanActivity_tr_895_1st_995.csv,14751,438,0.08539070002734661
