cell,signal,design,n,trial,target_left,target_right,hct_left,hct_right,hct_width,hct_empty,hct_covers_target,hct_nontrivial,joint_contrast_coverage,unexplained_empty,positive_contrast_count,negative_contrast_count,hct_runtime_seconds
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,0,0.3,0.3,0.281437125748503,0.33532934131736525,0.053892215568862256,False,True,True,True,False,20,29,0.0012747999862767756
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,1,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,False,False,18,23,0.0007062000222504139
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,2,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,17,25,0.0006904999609105289
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,3,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,17,25,0.0005746000097133219
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,4,0.3,0.3,0.25748502994011974,0.3992015968063872,0.1417165668662675,False,True,True,True,False,19,27,0.0006099999882280827
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,5,0.3,0.3,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,True,True,False,16,27,0.0005248000379651785
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,6,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,16,23,0.0005319999763742089
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,7,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,16,23,0.000568999967072159
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,8,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,24,0.0005762000218965113
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,9,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,19,27,0.0006059000152163208
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,10,0.3,0.3,0.22554890219560877,0.36726546906187624,0.14171656686626746,False,True,True,True,False,17,26,0.0005296000163070858
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,11,0.3,0.3,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,True,True,False,18,25,0.0005883999983780086
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,12,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,17,25,0.0006222999654710293
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,13,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,17,22,0.0005359000060707331
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,14,0.3,0.3,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,True,True,False,19,25,0.0005065000150352716
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,15,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,18,26,0.0005992000224068761
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,16,0.3,0.3,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,True,True,False,19,25,0.0005599000141955912
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,17,0.3,0.3,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,True,True,False,15,28,0.0007107999990694225
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,18,0.3,0.3,0.20958083832335328,0.3592814371257485,0.14970059880239522,False,True,True,True,False,16,26,0.0007190000033006072
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,19,0.3,0.3,0.22554890219560877,0.38323353293413176,0.15768463073852299,False,True,True,True,False,17,25,0.0005456999642774463
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,20,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,18,24,0.000500100024510175
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,21,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,18,24,0.0005419999943114817
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,22,0.3,0.3,0.22554890219560877,0.38323353293413176,0.15768463073852299,False,True,True,True,False,17,25,0.0005966999451629817
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,23,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,18,25,0.0005490999901667237
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,24,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,15,23,0.00045779999345541
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,25,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,24,0.0004886999959126115
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,26,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,28,0.0005021999822929502
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,27,0.3,0.3,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,True,True,False,16,24,0.0004915999597869813
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,28,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,25,0.00061629997799173
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,29,0.3,0.3,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,True,False,False,20,25,0.0005654999986290932
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,30,0.3,0.3,0.249500998003992,0.38323353293413176,0.13373253493013976,False,True,True,True,False,19,25,0.0005572999943979084
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,31,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,18,26,0.0004881999921053648
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,32,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,15,25,0.000546499970369041
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,33,0.3,0.3,0.22554890219560877,0.38323353293413176,0.15768463073852299,False,True,True,True,False,15,23,0.0005031999899074435
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,34,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,18,22,0.0005117999971844256
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,35,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,18,23,0.0006659000064246356
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,36,0.3,0.3,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,True,True,False,16,23,0.0010273000225424767
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,37,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,18,25,0.0005582000012509525
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,38,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,19,28,0.0005139999557286501
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,39,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,19,27,0.00046989996917545795
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,40,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,16,25,0.0004768000217154622
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,41,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,16,23,0.0004194999928586185
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,42,0.3,0.3,0.23353293413173654,0.3992015968063872,0.1656686626746507,False,True,True,True,False,17,25,0.0004689999623224139
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,43,0.3,0.3,0.25748502994011974,0.38323353293413176,0.12574850299401202,False,True,True,True,False,19,30,0.0005040999967604876
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,44,0.3,0.3,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,True,True,False,15,25,0.0005545999738387764
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,45,0.3,0.3,0.22554890219560877,0.029940119760479042,nan,True,False,False,False,False,14,25,0.0004459000192582607
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,46,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,24,0.00047090003499761224
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,47,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,15,27,0.0004632999771274626
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,48,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,17,25,0.00048069999320432544
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,49,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,17,24,0.0005292000132612884
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,50,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,16,24,0.0006703000399284065
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,51,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,26,0.0005739000043831766
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,52,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,False,False,17,27,0.0004831000114791095
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,53,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,15,24,0.000508100027218461
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,54,0.3,0.3,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,True,True,False,18,27,0.0006708999862894416
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,55,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,28,0.0006958000012673438
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,56,0.3,0.3,0.25748502994011974,0.35129740518962077,0.09381237524950103,False,True,True,True,False,19,25,0.0005213000113144517
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,57,0.3,0.3,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,True,True,False,19,24,0.0004802999901585281
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,58,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,25,0.0004724999889731407
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,59,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,17,26,0.00046419998398050666
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,60,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,24,0.00044239999260753393
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,61,0.3,0.3,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,True,True,False,16,26,0.0004362999461591244
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,62,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,23,0.0004340999876148999
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,63,0.3,0.3,0.8363273453093812,0.36726546906187624,nan,True,False,False,False,False,18,28,0.0004922999651171267
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,64,0.3,0.3,0.1936127744510978,0.36726546906187624,0.17365269461077842,False,True,True,True,False,15,23,0.0006173999863676727
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,65,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,18,29,0.00047209998592734337
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,66,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,19,26,0.0004566999850794673
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,67,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,24,0.0005025999853387475
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,68,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,23,0.0005412999889813364
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,69,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,18,26,0.000505700008943677
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,70,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,24,0.0004428999964147806
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,71,0.3,0.3,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,True,True,False,15,27,0.00046439998550340533
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,72,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,24,0.0006226000259630382
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,73,0.3,0.3,0.20958083832335328,0.37524950099800397,0.1656686626746507,False,True,True,True,False,15,27,0.00046060001477599144
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,74,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,17,25,0.0006275000050663948
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,75,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,19,24,0.0006889000069350004
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,76,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,16,24,0.0004932000301778316
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,77,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,21,27,0.0004455999587662518
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,78,0.3,0.3,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,True,True,False,16,25,0.00046469998778775334
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,79,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,18,26,0.0004903000080958009
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,80,0.3,0.3,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,True,True,False,15,25,0.0005155999679118395
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,81,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,25,0.0004181999829597771
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,82,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,14,24,0.000471399980597198
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,83,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,17,24,0.0005395999760366976
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,84,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,27,0.0005234999698586762
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,85,0.3,0.3,0.25748502994011974,0.38323353293413176,0.12574850299401202,False,True,True,True,False,19,28,0.0005224000196903944
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,86,0.3,0.3,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,True,True,False,16,26,0.0004620999679900706
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,87,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,24,0.00041849998524412513
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,88,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,17,28,0.00047369999811053276
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,89,0.3,0.3,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,True,True,False,14,26,0.0006078000296838582
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,90,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,17,23,0.0005575999966822565
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,91,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,15,28,0.0005432000034488738
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,92,0.3,0.3,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,True,True,False,17,27,0.0005122000002302229
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,93,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,16,24,0.0005799999926239252
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,94,0.3,0.3,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,True,True,False,20,24,0.0006278000073507428
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,95,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,24,0.0005687999655492604
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,96,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,18,27,0.00047909998102113605
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,97,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,25,0.0004820000031031668
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,98,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,26,0.0004480000352486968
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,99,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,26,0.0005160000291652977
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,100,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,26,0.0005239000311121345
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,101,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,15,25,0.00044350000098347664
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,102,0.3,0.3,0.22554890219560877,0.36726546906187624,0.14171656686626746,False,True,True,True,False,16,25,0.0004484999808482826
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,103,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,25,0.0004580000531859696
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,104,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,25,0.00045900000259280205
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,105,0.3,0.3,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,True,True,False,16,26,0.0005370000144466758
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,106,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,16,25,0.0005142999580129981
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,107,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,22,0.0005012000328861177
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,108,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,14,24,0.0005714999861083925
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,109,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,18,27,0.00046140002086758614
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,110,0.3,0.3,0.249500998003992,0.4151696606786427,0.1656686626746507,False,True,True,True,False,19,24,0.0004591000033542514
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,111,0.3,0.3,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,True,True,False,15,26,0.0005186999915167689
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,112,0.3,0.3,0.24151696606786427,0.38323353293413176,0.1417165668662675,False,True,True,True,False,16,26,0.0004670000053010881
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,113,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,17,24,0.000596500001847744
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,114,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,18,27,0.0008136999676935375
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,115,0.3,0.3,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,True,True,False,18,23,0.0005586000042967498
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,116,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,24,0.0005112000508233905
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,117,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,18,26,0.0004949000431224704
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,118,0.3,0.3,0.22554890219560877,0.38323353293413176,0.15768463073852299,False,True,True,True,False,16,25,0.0005030999891459942
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,119,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,False,False,18,26,0.0005288000102154911
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,120,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,15,29,0.0005164999747648835
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,121,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,14,25,0.0004944000393152237
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,122,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,15,28,0.0005262999911792576
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,123,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,18,23,0.0005376999615691602
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,124,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,18,26,0.0006427000043913722
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,125,0.3,0.3,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,True,True,False,15,24,0.0005940999835729599
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,126,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,26,0.0005721000488847494
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,127,0.3,0.3,0.20958083832335328,0.3592814371257485,0.14970059880239522,False,True,True,True,False,16,26,0.0005551999784074724
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,128,0.3,0.3,0.20958083832335328,0.33532934131736525,0.12574850299401197,False,True,True,True,False,16,25,0.0006051999516785145
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,129,0.3,0.3,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,True,True,False,15,25,0.0007443000213243067
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,130,0.3,0.3,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,True,True,False,18,26,0.0006003000307828188
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,131,0.3,0.3,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,True,True,False,17,27,0.0009454999817535281
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,132,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,17,25,0.0006749000167474151
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,133,0.3,0.3,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,True,True,False,17,27,0.0005484000430442393
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,134,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,17,24,0.000548599986359477
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,135,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,16,23,0.0005683000199496746
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,136,0.3,0.3,0.20958083832335328,0.35129740518962077,0.1417165668662675,False,True,True,True,False,16,29,0.00046929996460676193
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,137,0.3,0.3,0.27345309381237526,0.35129740518962077,0.07784431137724551,False,True,True,True,False,21,27,0.000499200017657131
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,138,0.3,0.3,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,True,True,False,16,27,0.0005851000314578414
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,139,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,15,24,0.000555099977646023
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,140,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,15,22,0.0006349000032059848
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,141,0.3,0.3,0.20958083832335328,0.3592814371257485,0.14970059880239522,False,True,True,True,False,16,28,0.0005148999625816941
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,142,0.3,0.3,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,True,True,False,18,28,0.0004907000111415982
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,143,0.3,0.3,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,True,True,False,16,26,0.0005167999770492315
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,144,0.3,0.3,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,True,True,False,15,26,0.0005404999828897417
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,145,0.3,0.3,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,True,True,False,16,25,0.0005204000044614077
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,146,0.3,0.3,0.24151696606786427,0.38323353293413176,0.1417165668662675,False,True,True,True,False,16,25,0.00046989996917545795
paper_f1_cusp__uniform__n500,paper_f1_cusp,uniform,500,147,0.3,0.3,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,True,True,False,20,27,0.0004526000120677054
