"cell","trial","bootstrap_seed","bootstrap_loops","sshaped_status","sshaped_inflection","sshaped_rss","sshaped_runtime_seconds","shapechange_status","shapechange_inflection","shapechange_left","shapechange_right","shapechange_runtime_seconds"
"paper_f1_cusp__uniform__n500",1,1339130938,1000,"ok",0.301397205588822,4.624883743564,0.16,"ok",0.312745278058029,0.308632864197744,0.315779701798799,2.25
"paper_f1_cusp__uniform__n500",5,2094929209,1000,"ok",0.301397205588822,5.11936306378874,0.22,"ok",0.311173743871128,0.307446052161361,0.314897687056117,2.64
"paper_f1_cusp__uniform__n500",9,1086470301,1000,"ok",0.29940119760479,4.69851618442418,0.16,"ok",0.314025249792847,0.310152919006944,0.317827778575979,2.59
"paper_f1_cusp__uniform__n500",13,1312570821,1000,"ok",0.30938123752495,4.53920478457117,0.19,"ok",0.311692610396319,0.30825432172921,0.315149900488826,2.49
"paper_f1_cusp__uniform__n500",17,1629444604,1000,"ok",0.29940119760479,4.87753295921629,0.17,"ok",0.311222519983722,0.308151331249706,0.315104555359125,2.81
"paper_f1_cusp__uniform__n500",21,1732739347,1000,"ok",0.29940119760479,4.83013629026793,0.139999999999999,"ok",0.31251476979679,0.308463353758217,0.315094172485191,2.48
"paper_f1_cusp__uniform__n500",25,557446218,1000,"ok",0.29940119760479,5.3008931130654,0.239999999999998,"ok",0.309282640192999,0.306727111096303,0.31310590488733,2.6
"paper_f1_cusp__uniform__n500",29,1544565867,1000,"ok",0.305389221556886,4.54979531804228,0.189999999999998,"ok",0.310061685147649,0.307184769569625,0.313987657743936,2.67
"paper_f1_cusp__uniform__n500",33,1641916932,1000,"ok",0.301397205588822,5.19400214093619,0.239999999999998,"ok",0.307968449284369,0.305470301535686,0.311152506609531,2.65
"paper_f1_cusp__uniform__n500",37,1702109307,1000,"ok",0.311377245508982,5.09683671059166,0.209999999999997,"ok",0.310739251695169,0.307390459146971,0.314106007360673,2.75
"paper_f1_cusp__uniform__n500",41,121832094,1000,"ok",0.301397205588822,4.43523789564775,0.219999999999999,"ok",0.311775935659079,0.308256444405914,0.314524996303361,2.75
"paper_f1_cusp__uniform__n500",45,1043479437,1000,"ok",0.301397205588822,4.66251963414331,0.190000000000001,"ok",0.311447783866862,0.308588196643406,0.314858208829955,2.96
"paper_f1_cusp__uniform__n500",49,801105965,1000,"ok",0.303393213572854,4.52201687341447,0.140000000000001,"ok",0.310360146752001,0.30730048114815,0.313709993676404,2.47
"paper_f1_cusp__uniform__n500",53,1835782558,1000,"ok",0.301397205588822,5.17077334552457,0.140000000000001,"ok",0.30890816565125,0.30619265714124,0.312346666144876,2.82
"paper_f1_cusp__uniform__n500",57,680629917,1000,"ok",0.305389221556886,4.52461820188062,0.170000000000002,"ok",0.312908167454831,0.308906884776699,0.316539953987482,3.16999999999999
"paper_f1_cusp__uniform__n500",61,878320525,1000,"ok",0.311377245508982,4.74219950955987,0.230000000000004,"ok",0.311533341196321,0.308374642856633,0.315154903736746,2.77
"paper_f1_cusp__uniform__n500",65,301643512,1000,"ok",0.307385229540918,4.82143220198301,0.190000000000005,"ok",0.312028400806076,0.307978202645759,0.314911506730929,2.86
"paper_f1_cusp__uniform__n500",69,1197466181,1000,"ok",0.303393213572854,4.59802757609208,0.189999999999998,"ok",0.309825770328089,0.30679131740995,0.313306843272254,3.06
"paper_f1_cusp__uniform__n500",73,1985327619,1000,"ok",0.307385229540918,4.90269676336166,0.270000000000003,"ok",0.30961407402848,0.30692837027677,0.313263817943774,3.15
"paper_f1_cusp__uniform__n500",77,482301257,1000,"ok",0.295409181636727,4.59222829019861,0.219999999999999,"ok",0.310168872143768,0.307211200808456,0.314035589492839,3.16
"paper_f1_cusp__uniform__n500",81,636821672,1000,"ok",0.301397205588822,4.53283503469369,0.170000000000002,"ok",0.313365733136811,0.309808755498649,0.31745414724726,3.15
"paper_f1_cusp__uniform__n500",85,190536208,1000,"ok",0.30938123752495,4.38963183772249,0.240000000000002,"ok",0.311708690482413,0.308377519338376,0.314882507544963,3.62
"paper_f1_cusp__uniform__n500",89,78504878,1000,"ok",0.301397205588822,4.6115618731779,0.219999999999999,"ok",0.309854796193542,0.307105328281318,0.313366996426932,3.05
"paper_f1_cusp__uniform__n500",93,288991039,1000,"ok",0.307385229540918,4.68406326614845,0.200000000000003,"ok",0.310777657117712,0.307910790397849,0.314332434023917,3.66999999999999
"paper_f1_cusp__uniform__n500",97,2001146509,1000,"ok",0.301397205588822,4.87945235935878,0.330000000000013,"ok",0.314428598747657,0.310310125417801,0.317720803331893,3.41
"paper_f1_cusp__uniform__n500",101,1935521548,1000,"ok",0.29940119760479,4.25830106435683,0.310000000000002,"ok",0.313620259803373,0.310247317256818,0.317849035271749,3.91
"paper_f1_cusp__uniform__n500",105,1002297955,1000,"ok",0.29940119760479,4.7519846145015,0.309999999999988,"ok",0.315559852297684,0.311705085163205,0.319887951752734,3.86
"paper_f1_cusp__uniform__n500",109,576099353,1000,"ok",0.305389221556886,4.69872436670386,0.25,"ok",0.312767382015446,0.309112654875721,0.316607608544524,3.63000000000001
