cell,signal,design,n,trial,target_left,target_right,hct_left,hct_right,hct_width,hct_empty,hct_covers_target,hct_nontrivial,joint_contrast_coverage,unexplained_empty,positive_contrast_count,negative_contrast_count,hct_runtime_seconds,sshaped_status,sshaped_inflection,sshaped_root_error,sshaped_runtime_seconds,shapechange_status,shapechange_inflection,shapechange_left,shapechange_right,shapechange_width,shapechange_covers_target,shapechange_root_error,shapechange_runtime_seconds,hct_projected_sshaped,hct_projected_root_error,projection_error_change,covered_projection_increase
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,22,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,33,40,0.0004496999899856746,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305311094110622,0.300310426145879,0.308563261737157,0.008252835591277985,False,0.005311094110622028,3.19999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,23,0.3,0.3,0.29740518962075846,0.3073852295409182,0.009980039920159722,False,True,True,True,False,33,42,0.0006055999547243118,ok,0.301397205588822,0.0013972055888220036,0.150000000000034,ok,0.305458402947341,0.300865049092494,0.308518286337789,0.007653237245294986,False,0.005458402947341012,3.31,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,24,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,38,47,0.00048649997916072607,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305401261385855,0.300607849947738,0.308385403776551,0.007777553828813011,False,0.005401261385855005,3.87,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,25,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,35,42,0.0005139000131748617,ok,0.301397205588822,0.0013972055888220036,0.160000000000025,ok,0.305460466582139,0.300526580789164,0.308559281867265,0.008032701078101001,False,0.005460466582139001,4.12,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,26,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,39,48,0.0005049000028520823,ok,0.301397205588822,0.0013972055888220036,0.220000000000027,ok,0.305241160948494,0.300019163553175,0.308208297987001,0.008189134433826017,False,0.005241160948494028,3.96999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,27,0.3,0.3,0.29740518962075846,0.30538922155688625,0.007984031936127789,False,True,True,True,False,38,45,0.0005009000306017697,ok,0.301397205588822,0.0013972055888220036,0.129999999999995,ok,0.30555920970033,0.300744223910272,0.308455614583946,0.00771139067367399,False,0.005559209700330026,4.19999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,28,0.3,0.3,0.29740518962075846,0.3073852295409182,0.009980039920159722,False,True,True,True,False,35,42,0.0005303000216372311,ok,0.301397205588822,0.0013972055888220036,0.139999999999986,ok,0.305705994941745,0.300812480805616,0.309107661071429,0.008295180265812996,False,0.005705994941745007,3.36000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,29,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,39,47,0.0005408000433817506,ok,0.301397205588822,0.0013972055888220036,0.20999999999998,ok,0.305658018976053,0.30098352843428,0.308965040098343,0.007981511664063023,False,0.005658018976053003,3.42000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,30,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,38,45,0.0005077999667264521,ok,0.301397205588822,0.0013972055888220036,0.210000000000036,ok,0.30580031391963,0.300673315145724,0.308775474275371,0.008102159129647013,False,0.005800313919629985,3.39999999999998,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,31,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,33,46,0.0005170999793335795,ok,0.301397205588822,0.0013972055888220036,0.170000000000016,ok,0.305926407778723,0.300897843659189,0.308849820895327,0.007951977236137997,False,0.005926407778722997,3.23000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,32,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,37,45,0.0005053000058978796,ok,0.301397205588822,0.0013972055888220036,0.180000000000007,ok,0.30550463920573,0.300648632636921,0.308720296761253,0.008071664124332023,False,0.005504639205730022,4.48999999999995,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,33,0.3,0.3,0.5988023952095808,0.3033932135728543,nan,True,False,False,False,False,36,46,0.0004752000095322728,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305713365550624,0.300732101175939,0.308883398180968,0.008151297005028979,False,0.005713365550624017,3.90999999999997,nan,nan,nan,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,34,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,33,40,0.0005481999833136797,ok,0.301397205588822,0.0013972055888220036,0.160000000000025,ok,0.305613059385601,0.300886380744262,0.30839159327518,0.007505212530918015,False,0.005613059385601027,4.35999999999996,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,35,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,38,46,0.00048610003432258964,ok,0.301397205588822,0.0013972055888220036,0.300000000000011,ok,0.304928075686547,0.299955148234734,0.307924550612771,0.007969402378037005,True,0.004928075686547018,3.71999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,36,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,34,45,0.0006590000120922923,ok,0.301397205588822,0.0013972055888220036,0.21999999999997,ok,0.305463732031587,0.300806378118396,0.308743549940603,0.00793717182220699,False,0.00546373203158701,3.75,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,37,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,37,47,0.0005846999702043831,ok,0.301397205588822,0.0013972055888220036,0.259999999999991,ok,0.305487734524033,0.300829917552173,0.308634078028139,0.007804160475966049,False,0.0054877345240330055,3.81,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,38,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,False,False,38,48,0.0005775000317953527,ok,0.301397205588822,0.0013972055888220036,0.28000000000003,ok,0.305555927257936,0.301017304775637,0.308877476443543,0.007860171667906035,False,0.005555927257936022,3.61000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,39,0.3,0.3,0.29740518962075846,0.3073852295409182,0.009980039920159722,False,True,True,True,False,35,41,0.0005523000145331025,ok,0.301397205588822,0.0013972055888220036,0.29000000000002,ok,0.305928786608347,0.3012447206391,0.308923974582838,0.007679253943737974,False,0.005928786608347003,3.86000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,40,0.3,0.3,0.2934131736526946,0.313373253493014,0.01996007984031939,False,True,True,True,False,35,40,0.0005291000124998391,ok,0.301397205588822,0.0013972055888220036,0.220000000000027,ok,0.305446344750684,0.301222038070206,0.308447353304026,0.007225315233820029,False,0.005446344750684007,3.81,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,41,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,35,44,0.0005303000216372311,ok,0.301397205588822,0.0013972055888220036,0.120000000000005,ok,0.305607333333601,0.301163337912883,0.308750478619589,0.007587140706705964,False,0.005607333333601028,3.88,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,42,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,37,49,0.0005380999646149576,ok,0.301397205588822,0.0013972055888220036,0.269999999999982,ok,0.305291492365211,0.300374423833949,0.308351923479513,0.00797749964556399,False,0.005291492365211037,3.73000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,43,0.3,0.3,0.46506986027944114,0.3033932135728543,nan,True,False,False,False,False,37,45,0.000521100009791553,ok,0.301397205588822,0.0013972055888220036,0.169999999999959,ok,0.305747763425828,0.30096688854529,0.308958882977256,0.007991994431965965,False,0.005747763425828001,3.81999999999999,nan,nan,nan,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,44,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,36,48,0.0005326000391505659,ok,0.301397205588822,0.0013972055888220036,0.359999999999957,ok,0.305765949761905,0.301020769000165,0.308756091605109,0.007735322604943973,False,0.0057659497619050315,4.43000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,45,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,38,46,0.0005669000092893839,ok,0.301397205588822,0.0013972055888220036,0.199999999999989,ok,0.305698911477955,0.301070604440607,0.309216224905679,0.008145620465072001,False,0.005698911477955038,4.88999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,46,0.3,0.3,0.2894211576846307,0.3073852295409182,0.017964071856287456,False,True,True,True,False,32,43,0.0005174999823793769,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305843695332473,0.301453537045374,0.309123225201524,0.007669688156150045,False,0.005843695332473031,4.81,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,47,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,37,46,0.0004981000092811882,ok,0.301397205588822,0.0013972055888220036,0.120000000000005,ok,0.305963019147084,0.300406914406381,0.309512908443265,0.009105994036884002,False,0.0059630191470840255,4.60000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,48,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,35,44,0.000526399991940707,ok,0.301397205588822,0.0013972055888220036,0.199999999999989,ok,0.305185479603639,0.30051640984714,0.308366071967747,0.007849662120607004,False,0.0051854796036390205,4.08000000000004,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,49,0.3,0.3,0.2894211576846307,0.3153692614770459,0.02594810379241519,False,True,True,True,False,32,41,0.0005757000180892646,ok,0.301397205588822,0.0013972055888220036,0.21999999999997,ok,0.305200489364267,0.30085624394268,0.308066006146889,0.0072097622042089915,False,0.005200489364267036,3.91000000000003,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,50,0.3,0.3,0.2894211576846307,0.3033932135728543,0.013972055888223589,False,True,True,True,False,36,42,0.000539999979082495,ok,0.301397205588822,0.0013972055888220036,0.129999999999995,ok,0.305729189576996,0.300693378707892,0.308687162592754,0.007993783884862049,False,0.00572918957699603,3.97999999999996,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,51,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,36,42,0.000500100024510175,ok,0.301397205588822,0.0013972055888220036,0.199999999999989,ok,0.30541958874014,0.300884298204622,0.308350454462703,0.007466156258081003,False,0.0054195887401400356,4.10000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,52,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,36,42,0.0005325000383891165,ok,0.301397205588822,0.0013972055888220036,0.289999999999964,ok,0.305391771916357,0.30061855459372,0.308348046925806,0.007729492332085974,False,0.0053917719163570355,5.54000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,53,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,31,39,0.0010346000199206173,ok,0.301397205588822,0.0013972055888220036,0.279999999999973,ok,0.30561356295963,0.301268457974452,0.308836999854647,0.007568541880195012,False,0.005613562959630003,5.16000000000003,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,54,0.3,0.3,0.29740518962075846,0.3073852295409182,0.009980039920159722,False,True,True,True,False,38,47,0.0006532999686896801,ok,0.301397205588822,0.0013972055888220036,0.139999999999986,ok,0.305138052264164,0.299882576724672,0.308157733714913,0.008275156990241006,True,0.005138052264164028,5.5,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,55,0.3,0.3,0.2894211576846307,0.3153692614770459,0.02594810379241519,False,True,True,True,False,33,41,0.0006184999947436154,ok,0.301397205588822,0.0013972055888220036,0.170000000000016,ok,0.305442277424927,0.300305413947681,0.30859867551307,0.00829326156538901,False,0.005442277424927033,5.15999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,56,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,36,46,0.0005504000000655651,ok,0.301397205588822,0.0013972055888220036,0.319999999999993,ok,0.305515103113959,0.301090382546094,0.308437179065004,0.007346796518910015,False,0.00551510311395903,4.45999999999998,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,57,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,38,46,0.0004594000056385994,ok,0.301397205588822,0.0013972055888220036,0.229999999999961,ok,0.305511282469426,0.300044523415559,0.308741134291894,0.008696610876334998,False,0.005511282469426004,4.69,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,58,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,33,41,0.00046120001934468746,ok,0.301397205588822,0.0013972055888220036,0.259999999999991,ok,0.305678678188143,0.300583111615615,0.308832933551315,0.008249821935700008,False,0.005678678188142994,4.63999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,59,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,36,44,0.0004699999699369073,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305513993126018,0.300818993437571,0.308434021308895,0.007615027871324009,False,0.005513993126018024,4.81999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,60,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,35,44,0.0004854999715462327,ok,0.301397205588822,0.0013972055888220036,0.230000000000018,ok,0.305760915563039,0.301013290267314,0.30861720610114,0.007603915833826025,False,0.005760915563039037,5.01999999999998,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,61,0.3,0.3,0.2954091816367265,0.30538922155688625,0.009980039920159722,False,True,True,True,False,38,48,0.0004605000140145421,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.30599059340141,0.300824736279385,0.309192736397642,0.008368000118257002,False,0.005990593401410005,5.21999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,62,0.3,0.3,0.29740518962075846,0.30538922155688625,0.007984031936127789,False,True,True,True,False,32,42,0.00045599997974932194,ok,0.301397205588822,0.0013972055888220036,0.300000000000011,ok,0.305556671225511,0.300722779317905,0.308775958377282,0.008053179059377025,False,0.005556671225511012,5,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,63,0.3,0.3,0.2954091816367265,0.30538922155688625,0.009980039920159722,False,True,True,True,False,38,48,0.0005124000017531216,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305767978858049,0.300231210849627,0.309253775925726,0.009022565076098998,False,0.005767978858049028,5.06,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,64,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,33,43,0.0005292000132612884,ok,0.301397205588822,0.0013972055888220036,0.29000000000002,ok,0.305532010818374,0.300588542909994,0.308238921285202,0.0076503783752080445,False,0.005532010818374011,4,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,65,0.3,0.3,0.2934131736526946,0.30538922155688625,0.011976047904191656,False,True,True,True,False,34,40,0.0005687999655492604,ok,0.301397205588822,0.0013972055888220036,0.269999999999982,ok,0.305732540090631,0.301422445186613,0.308715883060137,0.007293437873523989,False,0.005732540090631011,4.23000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,66,0.3,0.3,0.2934131736526946,0.30538922155688625,0.011976047904191656,False,True,True,True,False,37,44,0.0005954999942332506,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305764633806779,0.301396624084457,0.308988011035825,0.007591386951368018,False,0.005764633806778996,4.13999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,67,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,37,44,0.0005206000059843063,ok,0.301397205588822,0.0013972055888220036,0.21999999999997,ok,0.305781595471778,0.300885748518775,0.308919068346662,0.00803331982788702,False,0.005781595471778034,4.19,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,68,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,35,45,0.0004936999757774174,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305307168197657,0.300593802666973,0.30823744542483,0.007643642757857005,False,0.005307168197657031,4.47000000000003,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,69,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,37,46,0.00049919995944947,ok,0.301397205588822,0.0013972055888220036,0.260000000000048,ok,0.305110174580039,0.300582933733428,0.307922431559887,0.0073394978264590405,False,0.005110174580038984,4.41999999999996,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,70,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,34,42,0.0004943999811075628,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305685926311608,0.301596380993328,0.308451574401093,0.006855193407765026,False,0.005685926311608025,4.61000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,71,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,35,45,0.000609499984420836,ok,0.301397205588822,0.0013972055888220036,0.170000000000016,ok,0.305519786717559,0.300890980163909,0.308776389889111,0.007885409725201964,False,0.005519786717559039,4.46999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,72,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,33,40,0.0006909999647177756,ok,0.301397205588822,0.0013972055888220036,0.269999999999982,ok,0.305077189646861,0.300264455174811,0.307927334327846,0.00766287915303504,False,0.005077189646860991,3.67000000000002,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,73,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,35,39,0.0005716999876312912,ok,0.301397205588822,0.0013972055888220036,0.210000000000036,ok,0.305684879800444,0.300732377727626,0.308551830150564,0.007819452422937967,False,0.00568487980044402,3.78999999999996,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,74,0.3,0.3,0.2894211576846307,0.3073852295409182,0.017964071856287456,False,True,True,True,False,35,44,0.0005491999909281731,ok,0.301397205588822,0.0013972055888220036,0.220000000000027,ok,0.305778712592745,0.300926426769017,0.309373089757718,0.008446662988701004,False,0.005778712592744983,3.77999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,75,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,40,46,0.0005392999737523496,ok,0.301397205588822,0.0013972055888220036,0.230000000000018,ok,0.305809315941178,0.301198444861778,0.308819124693143,0.007620679831364996,False,0.005809315941178006,4.06999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,76,0.3,0.3,0.29740518962075846,0.3073852295409182,0.009980039920159722,False,True,True,True,False,34,43,0.0005191999953240156,ok,0.301397205588822,0.0013972055888220036,0.169999999999959,ok,0.306315007909093,0.301444509527516,0.309194048212723,0.0077495386852070025,False,0.006315007909093007,3.72000000000003,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,77,0.3,0.3,0.2954091816367265,0.30538922155688625,0.009980039920159722,False,True,True,True,False,37,46,0.0004835999570786953,ok,0.301397205588822,0.0013972055888220036,0.180000000000007,ok,0.305229814592744,0.300754812428951,0.30876475693744,0.008009944508488964,False,0.00522981459274402,3.62,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,78,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,37,46,0.0004813999985344708,ok,0.301397205588822,0.0013972055888220036,0.200000000000045,ok,0.305364434772736,0.300998821441152,0.308183069855811,0.0071842484146590335,False,0.005364434772736015,3.89999999999998,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,79,0.3,0.3,0.2934131736526946,0.30538922155688625,0.011976047904191656,False,True,True,True,False,33,46,0.0005591000081039965,ok,0.301397205588822,0.0013972055888220036,0.170000000000016,ok,0.305379840932536,0.300080935907225,0.308415193510449,0.008334257603223982,False,0.0053798409325360175,3.56,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,80,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,35,47,0.0004655999946407974,ok,0.301397205588822,0.0013972055888220036,0.210000000000036,ok,0.305362659276896,0.300860647611543,0.30822606796901,0.007365420357466956,False,0.005362659276895998,3.71999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,81,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,34,41,0.0005066999583505094,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305577684042491,0.301149975792903,0.30849398572122,0.007344009928317019,False,0.005577684042491038,3.53000000000003,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,82,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,34,41,0.0004504999960772693,ok,0.301397205588822,0.0013972055888220036,0.240000000000009,ok,0.305717871383038,0.30091629503834,0.308772898594259,0.007856603555918995,False,0.005717871383038031,3.56,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,83,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,36,46,0.0004403999773785472,ok,0.301397205588822,0.0013972055888220036,0.300000000000011,ok,0.305538175636008,0.301051975707127,0.309086667810131,0.008034692103004004,False,0.0055381756360080026,3.71999999999997,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,84,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,36,44,0.00047880003694444895,ok,0.301397205588822,0.0013972055888220036,0.220000000000027,ok,0.305099564398454,0.300221745076425,0.307899873429179,0.007678128352753999,False,0.005099564398453993,3.35999999999996,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,85,0.3,0.3,0.29740518962075846,0.30538922155688625,0.007984031936127789,False,True,True,True,False,38,44,0.0004797999863512814,ok,0.301397205588822,0.0013972055888220036,0.159999999999968,ok,0.305882106653008,0.30092651527174,0.309201317559341,0.008274802287600969,False,0.005882106653008035,3.61000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,86,0.3,0.3,0.2934131736526946,0.3033932135728543,0.009980039920159722,False,True,True,True,False,33,44,0.00045819999650120735,ok,0.301397205588822,0.0013972055888220036,0.25,ok,0.305031465353085,0.300380121246018,0.307829991093971,0.007449869847953039,False,0.005031465353085018,3.13999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,87,0.3,0.3,0.2934131736526946,0.3073852295409182,0.013972055888223589,False,True,True,True,False,36,44,0.00045330001739785075,ok,0.301397205588822,0.0013972055888220036,0.210000000000036,ok,0.305445597340486,0.300473195125232,0.308254356270176,0.007781161144943982,False,0.005445597340485997,3.56999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,88,0.3,0.3,0.2954091816367265,0.3073852295409182,0.011976047904191656,False,True,True,True,False,35,45,0.00046259997179731727,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305258019455536,0.300431983197162,0.308437711330646,0.008005728133483991,False,0.0052580194555360005,3.61000000000001,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,89,0.3,0.3,0.2934131736526946,0.30538922155688625,0.011976047904191656,False,True,True,True,False,36,47,0.0005016999784857035,ok,0.301397205588822,0.0013972055888220036,0.180000000000007,ok,0.30548747267944,0.300031611602597,0.308566763715646,0.008535152113049005,False,0.0054874726794399975,3.69999999999999,0.301397205588822,0.0013972055888220036,0.0,False
paper_f3_jump__uniform__n500,paper_f3_jump,uniform,500,90,0.3,0.3,0.29740518962075846,0.3033932135728543,0.005988023952095856,False,True,True,True,False,35,42,0.0005073999636806548,ok,0.301397205588822,0.0013972055888220036,0.189999999999998,ok,0.305071836564905,0.300500943655888,0.307968186613414,0.0074672429575260435,False,0.005071836564905008,3.84000000000003,0.301397205588822,0.0013972055888220036,0.0,False
