"cell","trial","bootstrap_seed","bootstrap_loops","sshaped_status","sshaped_inflection","sshaped_rss","sshaped_runtime_seconds","shapechange_status","shapechange_inflection","shapechange_left","shapechange_right","shapechange_runtime_seconds"
"paper_f1_cusp__uniform__n500",2,1117810690,1000,"ok",0.29940119760479,4.7556790163275,0.15,"ok",0.311996678376848,0.308261744338636,0.315196092306589,2.18
"paper_f1_cusp__uniform__n500",6,99892191,1000,"ok",0.301397205588822,5.15550110075655,0.21,"ok",0.309935494865105,0.306933013246458,0.313674737659105,2.63
"paper_f1_cusp__uniform__n500",10,1058753112,1000,"ok",0.29940119760479,4.68760089013355,0.17,"ok",0.310535993959188,0.307271004376582,0.314188632273065,2.61
"paper_f1_cusp__uniform__n500",14,1812093900,1000,"ok",0.305389221556886,5.37370947414932,0.190000000000001,"ok",0.310793084622176,0.307598625919671,0.314561008238461,2.34
"paper_f1_cusp__uniform__n500",18,2003563075,1000,"ok",0.293413173652695,5.03005439592521,0.18,"ok",0.312621207386436,0.309081534740277,0.31671458166203,2.82
"paper_f1_cusp__uniform__n500",22,1453009830,1000,"ok",0.301397205588822,4.56508074669728,0.17,"ok",0.311500881462207,0.308125979924427,0.315250520294865,2.5
"paper_f1_cusp__uniform__n500",26,338192051,1000,"ok",0.303393213572854,4.47244186737444,0.16,"ok",0.309310261674508,0.306876887344655,0.312733023631844,2.57
"paper_f1_cusp__uniform__n500",30,463257825,1000,"ok",0.30938123752495,4.56869842372215,0.190000000000001,"ok",0.310290745090578,0.307031530041009,0.313971029496378,2.72
"paper_f1_cusp__uniform__n500",34,992331933,1000,"ok",0.303393213572854,5.37050262760255,0.199999999999999,"ok",0.312943925103547,0.309334381549268,0.316984849671985,2.69
"paper_f1_cusp__uniform__n500",38,1273552264,1000,"ok",0.295409181636727,5.21194196137964,0.169999999999998,"ok",0.310458550207054,0.307141665110003,0.314240314404106,2.71
"paper_f1_cusp__uniform__n500",42,1469362805,1000,"ok",0.295409181636727,4.56034046626237,0.32,"ok",0.312294209097666,0.30880595593788,0.316367839947988,2.61
"paper_f1_cusp__uniform__n500",46,1760084420,1000,"ok",0.301397205588822,5.00267404023253,0.16,"ok",0.312227113628395,0.308641580325789,0.315907995777653,3
"paper_f1_cusp__uniform__n500",50,2046843871,1000,"ok",0.297405189620758,4.83609507790663,0.199999999999996,"ok",0.310323387534676,0.307272423420923,0.313702624339938,2.41
"paper_f1_cusp__uniform__n500",54,908490504,1000,"ok",0.301397205588822,5.07973656221804,0.189999999999998,"ok",0.31053911755049,0.307201056250591,0.313863732127808,2.82
"paper_f1_cusp__uniform__n500",58,465902541,1000,"ok",0.301397205588822,4.80590526119543,0.170000000000002,"ok",0.310733117234929,0.307731467617213,0.314481534858124,3.06
"paper_f1_cusp__uniform__n500",62,426083341,1000,"ok",0.297405189620758,4.50509298592064,0.240000000000002,"ok",0.311198643257469,0.308184360000767,0.314900620425158,2.85
"paper_f1_cusp__uniform__n500",66,1758393416,1000,"ok",0.305389221556886,4.31871361995455,0.189999999999998,"ok",0.31031103771189,0.307316423276189,0.313661766475752,2.82
"paper_f1_cusp__uniform__n500",70,851364728,1000,"ok",0.297405189620758,4.28339342056668,0.219999999999999,"ok",0.311713759568735,0.308425725141789,0.315031424164136,3.06
"paper_f1_cusp__uniform__n500",74,1263043415,1000,"ok",0.301397205588822,4.92801901550083,0.230000000000004,"ok",0.31312939419955,0.309612038578781,0.317098733925105,3.24
"paper_f1_cusp__uniform__n500",78,1235251266,1000,"ok",0.301397205588822,4.94864679642135,0.219999999999999,"ok",0.311631198047797,0.30769338462819,0.314896007782196,3.26
"paper_f1_cusp__uniform__n500",82,1526344521,1000,"ok",0.303393213572854,4.69381951383829,0.219999999999999,"ok",0.315154033720107,0.310971006482565,0.318276680281997,3.17
"paper_f1_cusp__uniform__n500",86,758250756,1000,"ok",0.303393213572854,4.83991705136796,0.240000000000002,"ok",0.308856251039855,0.30594816459216,0.311723660392362,3.58
"paper_f1_cusp__uniform__n500",90,1293870389,1000,"ok",0.301397205588822,5.30950232573776,0.189999999999998,"ok",0.310132530575754,0.306835461335018,0.313061260273306,3.17
"paper_f1_cusp__uniform__n500",94,1515625708,1000,"ok",0.305389221556886,4.5052985160082,0.239999999999995,"ok",0.314247383186882,0.31037760723871,0.31785582006241,3.73
"paper_f1_cusp__uniform__n500",98,1985222246,1000,"ok",0.301397205588822,4.7410948991638,0.339999999999989,"ok",0.311856629732289,0.30856669604927,0.315545091531987,3.44000000000001
"paper_f1_cusp__uniform__n500",102,236653281,1000,"ok",0.307385229540918,4.65458938868628,0.25,"ok",0.310187536350848,0.307432300342104,0.313815999116044,4.06999999999999
"paper_f1_cusp__uniform__n500",106,460336598,1000,"ok",0.303393213572854,4.82896317010518,0.25,"ok",0.311524834660451,0.308486495955574,0.315549114162872,3.84
"paper_f1_cusp__uniform__n500",110,467713052,1000,"ok",0.29940119760479,5.13519142619499,0.189999999999998,"ok",0.310265813020732,0.307223682040879,0.313642638304703,3.64
