"cell","trial","bootstrap_seed","bootstrap_loops","sshaped_status","sshaped_inflection","sshaped_rss","sshaped_runtime_seconds","shapechange_status","shapechange_inflection","shapechange_left","shapechange_right","shapechange_runtime_seconds"
"paper_f1_cusp__uniform__n500",0,931582493,1000,"ok",0.301397205588822,4.5017345109305,0.14,"ok",0.312392180853628,0.30862637056857,0.315827858607314,2.22
"paper_f1_cusp__uniform__n500",4,1669908862,1000,"ok",0.29940119760479,4.55820046901346,0.22,"ok",0.309491223570059,0.306225524148438,0.312883717005327,2.61
"paper_f1_cusp__uniform__n500",8,1053517511,1000,"ok",0.301397205588822,4.93297636479243,0.17,"ok",0.312119703601869,0.308462301058151,0.31569707980703,2.53
"paper_f1_cusp__uniform__n500",12,698188502,1000,"ok",0.301397205588822,4.80420548332472,0.19,"ok",0.310155314684754,0.30720653289221,0.313987212793216,2.52
"paper_f1_cusp__uniform__n500",16,1072860291,1000,"ok",0.297405189620758,4.81093708834676,0.200000000000001,"ok",0.312484750023969,0.308888693126294,0.316063644620909,2.78
"paper_f1_cusp__uniform__n500",20,1264022561,1000,"ok",0.29940119760479,4.69480972177538,0.17,"ok",0.310494134214044,0.307465127298574,0.314325409712593,2.5
"paper_f1_cusp__uniform__n500",24,1989083182,1000,"ok",0.303393213572854,4.84950492498318,0.190000000000001,"ok",0.312547771314471,0.309078877923221,0.316264534197185,2.66
"paper_f1_cusp__uniform__n500",28,341698981,1000,"ok",0.301397205588822,4.84382927530372,0.169999999999998,"ok",0.310214234307307,0.307233038424893,0.31381557738881,2.59
"paper_f1_cusp__uniform__n500",32,380090171,1000,"ok",0.29940119760479,4.89742377325238,0.210000000000001,"ok",0.313450953641158,0.309648988424217,0.316648581567396,2.68
"paper_f1_cusp__uniform__n500",36,190723821,1000,"ok",0.305389221556886,5.17721343125752,0.210000000000001,"ok",0.31038264777923,0.307167516843755,0.313934988705212,2.68
"paper_f1_cusp__uniform__n500",40,299045699,1000,"ok",0.293413173652695,4.57662385175074,0.190000000000001,"ok",0.31025643023817,0.307486539581741,0.314249573274011,2.64
"paper_f1_cusp__uniform__n500",44,1164816747,1000,"ok",0.297405189620758,4.79559420813564,0.200000000000003,"ok",0.311683194685165,0.308773388683269,0.316003022489561,2.99
"paper_f1_cusp__uniform__n500",48,734594282,1000,"ok",0.29940119760479,5.21040032349442,0.219999999999999,"ok",0.312469746298093,0.308503369331826,0.316184650287183,2.48
"paper_f1_cusp__uniform__n500",52,240492971,1000,"ok",0.283433133732535,5.13887896286878,0.189999999999998,"ok",0.309345273787876,0.306424958305297,0.312882837605394,2.87
"paper_f1_cusp__uniform__n500",56,667902142,1000,"ok",0.29940119760479,4.88325559711274,0.159999999999997,"ok",0.309094830796485,0.306388250670105,0.312729760885617,3.14
"paper_f1_cusp__uniform__n500",60,130886182,1000,"ok",0.303393213572854,4.89884420617533,0.25,"ok",0.312698844281333,0.309021121790328,0.316335417883279,2.91
"paper_f1_cusp__uniform__n500",64,63984986,1000,"ok",0.301397205588822,4.55865384572625,0.229999999999997,"ok",0.309633681940532,0.306499754747938,0.312898355292908,2.83
"paper_f1_cusp__uniform__n500",68,1269896885,1000,"ok",0.301397205588822,5.21500900644027,0.170000000000002,"ok",0.309963932488199,0.306935216509365,0.313840287451193,2.97
"paper_f1_cusp__uniform__n500",72,39761143,1000,"ok",0.307385229540918,4.86408906364129,0.25,"ok",0.310831137903298,0.307543847887892,0.314507660468098,3.13
"paper_f1_cusp__uniform__n500",76,954321427,1000,"ok",0.295409181636727,5.03958948486848,0.200000000000003,"ok",0.312182845055738,0.308372316444559,0.315521837007047,3.11
"paper_f1_cusp__uniform__n500",80,912343673,1000,"ok",0.303393213572854,5.03276228218971,0.240000000000002,"ok",0.312577315724966,0.30891167701434,0.315839503193771,2.97
"paper_f1_cusp__uniform__n500",84,226333377,1000,"ok",0.303393213572854,4.89990969932538,0.25,"ok",0.312763640494087,0.308828311679509,0.315474291118187,3.5
"paper_f1_cusp__uniform__n500",88,605373489,1000,"ok",0.295409181636727,5.08127921818672,0.200000000000003,"ok",0.315112854722714,0.311197553576209,0.318172842500944,3.19
"paper_f1_cusp__uniform__n500",92,164655074,1000,"ok",0.303393213572854,5.20661069441515,0.189999999999998,"ok",0.310918380768002,0.307477209702507,0.314603572870027,3.5
"paper_f1_cusp__uniform__n500",96,859378261,1000,"ok",0.301397205588822,4.61531695929697,0.209999999999994,"ok",0.312395311803332,0.308760026860114,0.315476183304387,3.64
"paper_f1_cusp__uniform__n500",100,1916650343,1000,"ok",0.301397205588822,4.51871367279703,0.25,"ok",0.310078036567961,0.307351423054068,0.314090618971811,3.89
"paper_f1_cusp__uniform__n500",104,1319550142,1000,"ok",0.293413173652695,4.56009505835868,0.319999999999993,"ok",0.310612762991983,0.307461951885566,0.314413457008244,4.10000000000001
"paper_f1_cusp__uniform__n500",108,1222909988,1000,"ok",0.301397205588822,5.09565474425207,0.25,"ok",0.309880109308229,0.306622824464979,0.313213240626388,3.86999999999999
"paper_f1_cusp__uniform__n500",112,1338674535,1000,"ok",0.307385229540918,4.83974751190911,0.240000000000009,"ok",0.313765898340498,0.310167440392656,0.318036638895437,4.23
"paper_f1_cusp__uniform__n500",116,2097137133,1000,"ok",0.285429141716567,4.73779570109396,0.279999999999987,"ok",0.310184240838571,0.307411314313996,0.313706169540563,3.78
"paper_f1_cusp__uniform__n500",120,1328965133,1000,"ok",0.301397205588822,4.6809484733233,0.300000000000011,"ok",0.312975543363615,0.309369499885657,0.316902989709484,4.64
"paper_f1_cusp__uniform__n500",124,1741624931,1000,"ok",0.303393213572854,4.78725197548478,0.299999999999997,"ok",0.314666904894394,0.310702541417952,0.318287218449383,4.28
"paper_f1_cusp__uniform__n500",128,1260553187,1000,"ok",0.303393213572854,4.94123408615436,0.310000000000002,"ok",0.310853845582976,0.307359543974718,0.314148006943058,4.66999999999999
"paper_f1_cusp__uniform__n500",132,86122956,1000,"ok",0.30938123752495,5.40930843686237,0.420000000000002,"ok",0.31153576305154,0.308351825036862,0.315743263284693,4.41
"paper_f1_cusp__uniform__n500",136,2073467584,1000,"ok",0.311377245508982,4.74851980869891,0.329999999999998,"ok",0.310433712815213,0.307325689104485,0.314185059629264,5.09
"paper_f1_cusp__uniform__n500",140,2008874993,1000,"ok",0.301397205588822,4.80262024517309,0.359999999999999,"ok",0.310544195800418,0.30762345844593,0.313986678484942,5.3
"paper_f1_cusp__uniform__n500",144,225334733,1000,"ok",0.301397205588822,4.69198562810515,0.310000000000002,"ok",0.310404215467045,0.307251826729164,0.313418443898145,5.66
"paper_f1_cusp__uniform__n500",148,1699242344,1000,"ok",0.305389221556886,4.4005044261175,0.409999999999997,"ok",0.31360174257083,0.309740990467956,0.316597356997256,5.40000000000001
"paper_f1_cusp__uniform__n500",152,208852544,1000,"ok",0.301397205588822,4.4073388424252,0.349999999999994,"ok",0.313150420890847,0.30955831381196,0.317027915120368,5.78
"paper_f1_cusp__uniform__n500",156,705038212,1000,"ok",0.295409181636727,4.59022110143004,0.390000000000015,"ok",0.311060531640906,0.307630390266946,0.313909357049685,5.35999999999999
"paper_f1_cusp__uniform__n500",160,547709812,1000,"ok",0.301397205588822,4.78665745884262,0.310000000000002,"ok",0.310514893307708,0.307711821760089,0.314085608010934,4.92000000000002
"paper_f1_cusp__uniform__n500",164,176242763,1000,"ok",0.293413173652695,5.27195848803979,0.300000000000011,"ok",0.312216262869255,0.308247174720549,0.315259931323855,5.13999999999999
"paper_f1_cusp__uniform__n500",168,1128873025,1000,"ok",0.301397205588822,4.19684805242981,0.320000000000022,"ok",0.313732958870867,0.30998114755134,0.317876864863677,4.31999999999999
"paper_f1_cusp__uniform__n500",172,531646867,1000,"ok",0.293413173652695,4.65411818734428,0.319999999999993,"ok",0.309766832832528,0.306826918328897,0.313546036063523,4.34999999999999
"paper_f1_cusp__uniform__n500",176,1158316029,1000,"ok",0.303393213572854,4.89988834300614,0.379999999999995,"ok",0.310619403898303,0.307534966034696,0.314357045722402,4.19999999999999
"paper_f1_cusp__uniform__n500",180,1052976207,1000,"ok",0.301397205588822,4.95447547171288,0.25,"ok",0.309279344797174,0.306403919740647,0.312679441195064,3.86000000000001
"paper_f1_cusp__uniform__n500",184,1916990984,1000,"ok",0.29940119760479,4.38143234556738,0.199999999999989,"ok",0.310026566829457,0.307375694614584,0.313331058121086,4.58000000000001
"paper_f1_cusp__uniform__n500",188,339826432,1000,"ok",0.301397205588822,4.50717242284778,0.280000000000001,"ok",0.312518649435825,0.309236166856226,0.31652665121003,3.59999999999999
"paper_f1_cusp__uniform__n500",192,560367642,1000,"ok",0.303393213572854,4.62176171192897,0.219999999999999,"ok",0.31327319451865,0.309653359723398,0.31654311791267,4.13999999999999
"paper_f1_cusp__uniform__n500",196,746550404,1000,"ok",0.317365269461078,4.72207393000098,0.280000000000001,"ok",0.311337747245626,0.308223935874425,0.315180133656414,3.53
"paper_f2_onset__uniform__n500",0,131281079,1000,"ok",0.391217564870259,4.70692699071611,0.300000000000011,"ok",0.504596355370545,0.499765304302216,0.521428496833996,3.44
"paper_f2_onset__uniform__n500",4,203983828,1000,"ok",0.445109780439122,5.04927742987128,0.22999999999999,"ok",0.508700014263418,0.502760642797183,0.521374787067448,3.97
"paper_f2_onset__uniform__n500",8,859601444,1000,"ok",0.395209580838323,4.87775713503619,0.189999999999998,"ok",0.502516066661897,0.498758693613967,0.514342194014393,3.56
"paper_f2_onset__uniform__n500",12,1907021497,1000,"ok",0.447105788423154,5.05268653749212,0.20999999999998,"ok",0.503611507423799,0.499939377000325,0.514730773276597,3.76000000000002
"paper_f2_onset__uniform__n500",16,138212475,1000,"ok",0.387225548902196,4.94635420349269,0.269999999999982,"ok",0.502803695350957,0.497770936383581,0.513437612612731,3.64000000000001
"paper_f2_onset__uniform__n500",20,1250540316,1000,"ok",0.337325349301397,4.87208302521077,0.219999999999999,"ok",0.509353639003764,0.503731670745965,0.523248819281187,3.25999999999999
"paper_f2_onset__uniform__n500",24,922250482,1000,"ok",0.431137724550898,4.77634870561205,0.180000000000007,"ok",0.501180075009949,0.497781574553294,0.510740670532844,3.28
"paper_f2_onset__uniform__n500",28,1813398449,1000,"ok",0.363273453093812,4.43099212428259,0.180000000000007,"ok",0.511752329341976,0.502993200488037,0.531420652827802,2.84999999999999
"paper_f2_onset__uniform__n500",32,1377670761,1000,"ok",0.564870259481038,4.80855082673077,0.169999999999987,"ok",0.511397544567496,0.500016590875157,0.529381516031827,2.80000000000001
"paper_f2_onset__uniform__n500",36,1688915058,1000,"ok",0.315369261477046,4.84263617791513,0.169999999999987,"ok",0.503754797263941,0.499415966420796,0.518893496343747,2.89000000000001
"paper_f2_onset__uniform__n500",40,440668391,1000,"ok",0.373253493013972,4.38492936937415,0.189999999999998,"ok",0.507676941191917,0.503540390475573,0.521748403051867,2.89000000000001
"paper_f2_onset__uniform__n500",44,349509613,1000,"ok",0.377245508982036,4.76937066126236,0.150000000000006,"ok",0.504063742226151,0.50017482019852,0.513985749514071,2.80000000000001
"paper_f2_onset__uniform__n500",48,772421489,1000,"ok",0.367265469061876,4.89812849340079,0.239999999999981,"ok",0.519303615695982,0.503152064271721,0.552720333093158,2.51000000000002
"paper_f2_onset__uniform__n500",52,1923862010,1000,"ok",0.44311377245509,4.2080670809926,0.159999999999997,"ok",0.507201677271617,0.501595449631663,0.516965110220266,2.94999999999999
"paper_f2_onset__uniform__n500",56,1753704008,1000,"ok",0.345309381237525,4.56231094725801,0.140000000000015,"ok",0.50694224744435,0.501205892738751,0.522138077023208,2.72
"paper_f2_onset__uniform__n500",60,1553226850,1000,"ok",0.365269461077844,4.76222973239472,0.170000000000016,"ok",0.512037686218603,0.504196263175717,0.530961146190811,2.63999999999999
"paper_f2_onset__uniform__n500",64,1626082768,1000,"ok",0.544910179640719,4.94026865228259,0.170000000000016,"ok",0.503454400215922,0.49816557518798,0.519127052564419,2.84
"paper_f2_onset__uniform__n500",68,1371993579,1000,"ok",0.389221556886228,4.95192790315713,0.179999999999978,"ok",0.506301331831623,0.502094994129424,0.519132688061261,2.54999999999998
"paper_f2_onset__uniform__n500",72,1188415460,1000,"ok",0.36127744510978,5.05999689956013,0.150000000000034,"ok",0.507157679032282,0.502650677458958,0.520761866146507,2.44
"paper_f2_onset__uniform__n500",76,1154413404,1000,"ok",0.347305389221557,5.03624057370948,0.159999999999968,"ok",0.510591732903638,0.500757486428814,0.525780808827052,2.44999999999999
"paper_f2_onset__uniform__n500",80,847596501,1000,"ok",0.355289421157685,4.59657349275841,0.160000000000025,"ok",0.509657640170246,0.498606349123735,0.524024303421761,2.81
"paper_f2_onset__uniform__n500",84,2059731250,1000,"ok",0.337325349301397,5.28610023844681,0.129999999999995,"ok",0.51007251457818,0.503849927897762,0.523528653268719,2.20999999999998
"paper_f2_onset__uniform__n500",88,1857709020,1000,"ok",0.341317365269461,5.38765918064862,0.110000000000014,"ok",0.50114196504933,0.495957402454615,0.51860283481101,2.28000000000003
"paper_f2_onset__uniform__n500",92,1482406063,1000,"ok",0.57684630738523,5.11137151530833,0.129999999999995,"ok",0.516702602482556,0.506090984639119,0.532985335640362,2.29000000000002
"paper_f2_onset__uniform__n500",96,814363068,1000,"ok",0.497005988023952,5.04516798151943,0.129999999999995,"ok",0.506282034193343,0.500624847056689,0.520392564058648,2.38999999999999
"paper_f2_onset__uniform__n500",100,428488294,1000,"ok",0.333333333333333,4.62197281226556,0.160000000000025,"ok",0.506005052548077,0.50003322063869,0.519744706629546,1.94
"paper_f2_onset__uniform__n500",104,818983052,1000,"ok",0.343313373253493,4.82381558907688,0.149999999999977,"ok",0.507217767029148,0.502999844808405,0.524179907692633,2.31999999999999
"paper_f2_onset__uniform__n500",108,1480123345,1000,"ok",0.437125748502994,4.42646187523895,0.140000000000043,"ok",0.513440143806019,0.504148246072272,0.530639533359129,2.35999999999996
"paper_f2_onset__uniform__n500",112,1614536443,1000,"ok",0.359281437125749,5.26403128972194,0.170000000000016,"ok",0.524126489936107,0.509486038901301,0.545880722335557,2.35000000000002
"paper_f2_onset__uniform__n500",116,860744315,1000,"ok",0.341317365269461,4.76744940467279,0.120000000000005,"ok",0.507674237147917,0.502252415831419,0.520508072559045,2.01999999999998
"paper_f2_onset__uniform__n500",120,1981481572,1000,"ok",0.407185628742515,4.26241880569238,0.120000000000005,"ok",0.509998652234284,0.503095186214253,0.520728345745316,2.38999999999999
"paper_f2_onset__uniform__n500",124,1046980008,1000,"ok",0.425149700598802,5.08815372867461,0.160000000000025,"ok",0.511903701945334,0.503763092944518,0.535110033981653,2.40999999999997
"paper_f2_onset__uniform__n500",128,671526812,1000,"ok",0.522954091816367,4.77185768411622,0.150000000000034,"ok",0.506865436056498,0.503395213196791,0.517429141538711,2.79999999999995
"paper_f2_onset__uniform__n500",132,754520353,1000,"ok",0.327345309381238,4.85384810616598,0.140000000000043,"ok",0.510085504186204,0.498764309059008,0.525535810804133,2.07999999999998
"paper_f2_onset__uniform__n500",136,1439014258,1000,"ok",0.447105788423154,4.96469351153261,0.129999999999995,"ok",0.504988915372237,0.49930467375887,0.523122671196607,2.32999999999998
"paper_f2_onset__uniform__n500",140,688964609,1000,"ok",0.469061876247505,4.8971924295116,0.140000000000043,"ok",0.504935001229361,0.500766026652548,0.517481085918899,2.06
"paper_f2_onset__uniform__n500",144,619917810,1000,"ok",0.514970059880239,5.12184037705299,0.120000000000005,"ok",0.519005978742611,0.507911866114244,0.544724289668242,2.73000000000002
"paper_f2_onset__uniform__n500",148,521825050,1000,"ok",0.30938123752495,4.53243476248015,0.159999999999968,"ok",0.50302853167683,0.498449278917306,0.518300737854944,2.31
"paper_f2_onset__uniform__n500",152,1893135756,1000,"ok",0.457085828343313,4.30665723282544,0.120000000000005,"ok",0.504158823390608,0.499567384958985,0.517087670131791,2.5
"paper_f2_onset__uniform__n500",156,226331245,1000,"ok",0.403193612774451,4.83246857934276,0.129999999999995,"ok",0.496738064248831,0.490982620543443,0.508504279129879,2.5
"paper_f2_onset__uniform__n500",160,596729389,1000,"ok",0.387225548902196,4.77582528734429,0.170000000000016,"ok",0.506596452257009,0.498244619982327,0.522525718761785,2.94999999999999
"paper_f2_onset__uniform__n500",164,368925071,1000,"ok",0.459081836327345,4.62262805784456,0.169999999999959,"ok",0.506865266838367,0.501481456966207,0.520665311141078,2.38
"paper_f2_onset__uniform__n500",168,733803662,1000,"ok",0.445109780439122,4.98774278313095,0.150000000000034,"ok",0.505517841388998,0.497366886623966,0.517880169162006,2.63999999999999
"paper_f2_onset__uniform__n500",172,1301606918,1000,"ok",0.331337325349301,4.82936992704621,0.139999999999986,"ok",0.5027738881566,0.496476332849338,0.518482015161307,2.91000000000003
"paper_f2_onset__uniform__n500",176,1140204371,1000,"ok",0.457085828343313,5.04182940591297,0.170000000000016,"ok",0.505934343861339,0.498764959686083,0.522411828134775,2.89999999999998
"paper_f2_onset__uniform__n500",180,602673090,1000,"ok",0.598802395209581,4.10052016892894,0.220000000000027,"ok",0.503193858222251,0.49917146037304,0.515470102196342,2.61000000000001
"paper_f2_onset__uniform__n500",184,207190958,1000,"ok",0.315369261477046,4.75970066563523,0.159999999999968,"ok",0.504883325776103,0.500093000539296,0.522241362061812,2.48000000000002
