tsb_ad_file,tsb_uad_file,point_anom,type_an,length,maximum_signal_match_error,IFOREST,LOF,MP,NORMA,IFOREST1,HBOS,OCSVM,PCA,AE,CNN,LSTM,POLY
505_UCR_id_203_HumanActivity_tr_16000_1st_33070.csv,062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.out,0,sequence,64000,0.0,0.005310688,0.316270381,0.043341358,0.017408083,0.002398843,0.004950333,0.000999368,0.00128278,0.001596437,0.001696939,0.001881319,0.002093595
507_UCR_id_205_HumanActivity_tr_16000_1st_31200.csv,171_UCR_Anomaly_gaitHunt2_18500_31200_31850.out,0,sequence,64000,0.0,0.18322567,0.102318402,0.051676639,0.074551882,0.013080694,0.021179443,0.122218864,0.008358097,0.010183673,0.023996225,0.024694808,0.007894937
508_UCR_id_206_Medical_tr_9567_1st_16000.csv,057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.out,0,sequence,38269,0.0,0.001447154,0.08005763,0.008818873,0.016313375,0.001691475,0.001482259,0.002630279,0.001442186,0.006594042,0.004614897,0.003338353,0.001437666
509_UCR_id_207_Medical_tr_1875_1st_6599.csv,144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0,sequence,7501,0.0,0.006860234,0.008958287,0.139752828,0.005853824,0.007255622,0.012879663,0.026656483,0.008657384,0.011410203,0.011291932,0.007390472,0.007336989
510_UCR_id_208_Facility_tr_50000_1st_126920.csv,213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0,sequence,300000,0.0,0.006451093,0.395063091,0.00117739,0.000921208,0.021238713,0.002449958,0.013285187,0.245376885,0.001549245,0.001752633,0.009344657,0.046880999
511_UCR_id_209_Medical_tr_7500_1st_11800.csv,119_UCR_Anomaly_ECG1_10000_11800_12100.out,0,sequence,30000,0.0,0.322540372,0.816751495,0.701196309,0.108871094,0.062337772,0.280585381,0.02663778,0.507594967,0.100033239,0.040501282,0.017104908,0.2741149
512_UCR_id_210_HumanActivity_tr_1671_1st_2764.csv,053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0,sequence,6684,0.0,0.017814282,0.02464247,0.064032815,0.037456407,0.024644933,0.018169916,0.354625173,0.017922945,0.309618832,0.041551981,0.031539514,0.023046578
513_UCR_id_211_Medical_tr_9967_1st_26929.csv,207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0,sequence,39870,0.0,0.002609651,0.385936123,0.386748486,0.642118239,0.001484827,0.002006594,0.000832077,0.001819189,0.301465538,0.151156037,0.142974461,0.094723153
514_UCR_id_212_Medical_tr_2499_1st_6508.csv,176_UCR_Anomaly_insectEPG4_1300_6508_6558.out,0,sequence,9998,0.0,0.035043743,0.910524306,0.729369173,0.777392046,0.009345266,0.113557424,0.002537291,0.002505564,0.353655575,0.039124268,0.047323404,0.002660424
515_UCR_id_213_Medical_tr_10499_1st_15000.csv,204_UCR_Anomaly_CHARISfive_12412_15000_15070.out,0,sequence,41999,0.0,0.003069484,0.197909616,0.082397345,0.178155652,0.002800071,0.004302066,0.001216736,0.003121101,0.052700966,0.0092314,0.010155397,0.004282982
518_UCR_id_216_Medical_tr_9625_1st_20950.csv,163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0,sequence,38501,0.0,0.031902647,0.632121277,0.020219763,0.023837044,0.020156935,0.039060657,0.099693053,0.020910241,0.15220192,0.006852078,0.005288883,0.016320771
519_UCR_id_217_Medical_tr_7516_1st_17390.csv,101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.out,0,sequence,30066,0.0,0.027048426,0.011509463,0.112498385,0.596325643,0.004099194,0.013462769,0.230889639,0.010029316,0.268046613,0.038517761,0.005887409,0.005100167
520_UCR_id_218_Medical_tr_9567_1st_16000.csv,165_UCR_Anomaly_apneaecg4_6000_16000_16100.out,0,sequence,38269,0.0,0.001510572,0.263364195,0.020149004,0.002399707,0.001929669,0.001401579,0.002590601,0.001559937,0.007160356,0.003114181,0.003021313,0.001470256
521_UCR_id_219_Facility_tr_3000_1st_6527.csv,022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0,sequence,12000,0.0,0.184015515,0.006140688,0.51785028,0.998747831,0.018773579,0.021342659,0.010692053,0.033346144,0.185687198,0.377493558,0.012495559,0.184762369
522_UCR_id_220_Medical_tr_10217_1st_27929.csv,208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0,sequence,40870,0.0,0.07608997,0.439300929,0.387788109,0.614428107,0.001684611,0.021835908,0.001062435,0.135493423,0.022773161,0.002543853,0.018475646,0.002311547
523_UCR_id_221_Facility_tr_3000_1st_6527.csv,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0,sequence,12000,0.0,0.244647303,0.006383209,0.568155336,0.999608806,0.018071828,0.020604446,0.011544428,0.021261001,0.034457357,0.369702197,0.018159937,0.126938153
524_UCR_id_222_Medical_tr_1875_1st_5865.csv,035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0,sequence,7501,0.0,0.014768137,0.03787324,0.085965723,0.056633162,0.015579227,0.010720494,0.013776764,0.009862352,0.012731475,0.011926586,0.011979534,0.011358348
527_UCR_id_225_Medical_tr_3000_1st_5948.csv,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.out,0,sequence,12000,0.0,0.387274754,0.158076917,0.157750161,0.999054374,0.010011003,0.133718785,0.377661569,0.2200958,0.015149649,0.516471751,0.109065103,0.012166571
528_UCR_id_226_Medical_tr_7500_1st_17000.csv,018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.out,0,sequence,30000,0.0,0.00166922,0.002275499,0.981257793,0.973187794,0.002766657,0.001669227,0.798856603,0.001668592,0.749052322,0.03120436,0.010189804,0.002242796
529_UCR_id_227_Facility_tr_19948_1st_52000.csv,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.out,0,sequence,79795,0.0,0.400455498,0.009810571,0.30187827,0.066466036,0.020892514,0.081753632,0.456128339,0.603851101,0.261302498,0.019480361,0.01987946,0.005569974
