cell,trial,method,covered,left,right,width,empty
paper_f1_cusp__beta_4_8__n1000,148,SCI,True,0.2843574157902149,0.3389546048991777,0.05459718910896283,False
paper_f1_cusp__beta_4_8__n1000,148,PBP,True,0.1752952793103895,0.5178274640837466,0.3425321847733571,False
paper_f1_cusp__beta_4_8__n1000,149,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,149,PBP,True,0.21786086815611178,0.4480012055596556,0.23014033740354384,False
paper_f1_cusp__beta_4_8__n1000,150,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,150,PBP,True,0.224699802207542,0.39274966733635425,0.16804986512881226,False
paper_f1_cusp__beta_4_8__n1000,151,SCI,True,0.2843574157902149,0.3389546048991777,0.05459718910896283,False
paper_f1_cusp__beta_4_8__n1000,151,PBP,True,0.13587657652383187,0.5083308018450445,0.37245422532121264,False
paper_f1_cusp__beta_4_8__n1000,152,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,152,PBP,True,0.115380330688092,0.5160423219958312,0.4006619913077392,False
paper_f1_cusp__beta_4_8__n1000,153,SCI,True,0.2621626622008632,0.3503514615022955,0.08818879930143231,False
paper_f1_cusp__beta_4_8__n1000,153,PBP,True,0.2128953062525564,0.41599897506599065,0.20310366881343425,False
paper_f1_cusp__beta_4_8__n1000,154,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,154,PBP,True,0.15896176805960216,0.48221695211569493,0.32325518405609277,False
paper_f1_cusp__beta_4_8__n1000,155,SCI,True,0.2621626622008632,0.3503514615022955,0.08818879930143231,False
paper_f1_cusp__beta_4_8__n1000,155,PBP,True,0.12298646970741012,0.5353218946300524,0.4123354249226423,False
paper_f1_cusp__beta_4_8__n1000,156,SCI,True,0.2621626622008632,0.3503514615022955,0.08818879930143231,False
paper_f1_cusp__beta_4_8__n1000,156,PBP,True,0.17954959620575275,0.45915355360974885,0.27960395740399613,False
paper_f1_cusp__beta_4_8__n1000,157,SCI,True,0.2677785170483475,0.3503514615022955,0.08257294445394803,False
paper_f1_cusp__beta_4_8__n1000,157,PBP,True,0.19667192512274953,0.4808706897548844,0.2841987646321349,False
paper_f1_cusp__beta_4_8__n1000,158,SCI,True,0.2843574157902149,0.3195032524103262,0.03514583662011128,False
paper_f1_cusp__beta_4_8__n1000,158,PBP,True,0.17475251593041494,0.4769085899940573,0.3021560740636423,False
paper_f1_cusp__beta_4_8__n1000,159,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,159,PBP,True,0.17144043477756546,0.43353368399086384,0.26209324921329835,False
paper_f1_cusp__beta_4_8__n1000,160,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,160,PBP,True,0.2069344982401632,0.4485410762535434,0.2416065780133802,False
paper_f1_cusp__beta_4_8__n1000,161,SCI,True,0.2816152076271067,0.3389546048991777,0.057339397272071047,False
paper_f1_cusp__beta_4_8__n1000,161,PBP,True,0.1752952793103895,0.4775611931715595,0.30226591386116997,False
paper_f1_cusp__beta_4_8__n1000,162,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,162,PBP,True,0.17365923498733857,0.4979968887804767,0.32433765379313817,False
paper_f1_cusp__beta_4_8__n1000,163,SCI,True,0.2677785170483475,0.3503514615022955,0.08257294445394803,False
paper_f1_cusp__beta_4_8__n1000,163,PBP,True,0.20210622387727356,0.47953743266363547,0.2774312087863619,False
paper_f1_cusp__beta_4_8__n1000,164,SCI,True,0.2677785170483475,0.3277793360901149,0.060000819041767406,False
paper_f1_cusp__beta_4_8__n1000,164,PBP,True,0.17365923498733857,0.5026589057649005,0.32899967077756187,False
paper_f1_cusp__beta_4_8__n1000,165,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,165,PBP,True,0.17031417677191965,0.46868513868003225,0.29837096190811263,False
paper_f1_cusp__beta_4_8__n1000,166,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,166,PBP,True,0.14963948292159274,0.4891562371339472,0.33951675421235444,False
paper_f1_cusp__beta_4_8__n1000,167,SCI,True,0.2677785170483475,0.3503514615022955,0.08257294445394803,False
paper_f1_cusp__beta_4_8__n1000,167,PBP,True,0.16917615511388367,0.4949820895077387,0.325805934393855,False
paper_f1_cusp__beta_4_8__n1000,168,SCI,True,0.2621626622008632,0.3333435445545661,0.0711808823537029,False
paper_f1_cusp__beta_4_8__n1000,168,PBP,True,0.1752952793103895,0.47625899311401787,0.3009637138036284,False
paper_f1_cusp__beta_4_8__n1000,169,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,169,PBP,True,0.15172131349833715,0.5018696764600677,0.3501483629617306,False
paper_f1_cusp__beta_4_8__n1000,170,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,170,PBP,True,0.22271026953916542,0.44165367041346665,0.21894340087430122,False
paper_f1_cusp__beta_4_8__n1000,171,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,171,PBP,True,0.1475051339825697,0.5301753078135432,0.38267017383097346,False
paper_f1_cusp__beta_4_8__n1000,172,SCI,True,0.2788661470779192,0.32225389228697016,0.043387745209050976,False
paper_f1_cusp__beta_4_8__n1000,172,PBP,True,0.15768719308393872,0.5083308018450445,0.3506436087611058,False
paper_f1_cusp__beta_4_8__n1000,173,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,173,PBP,True,0.20865749267081038,0.425281628249104,0.2166241355782936,False
paper_f1_cusp__beta_4_8__n1000,174,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,174,PBP,True,0.12882195947113181,0.5083308018450445,0.3795088423739127,False
paper_f1_cusp__beta_4_8__n1000,175,SCI,True,0.27334297394219775,0.3389546048991777,0.06561163095697997,False
paper_f1_cusp__beta_4_8__n1000,175,PBP,True,0.1856678133473929,0.5034532170893249,0.317785403741932,False
paper_f1_cusp__beta_4_8__n1000,176,SCI,True,0.2816152076271067,0.3389546048991777,0.057339397272071047,False
paper_f1_cusp__beta_4_8__n1000,176,PBP,True,0.16568718636578017,0.4518177987064545,0.28613061234067433,False
paper_f1_cusp__beta_4_8__n1000,177,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,177,PBP,True,0.20993902336062492,0.4345288878491722,0.2245898644885473,False
paper_f1_cusp__beta_4_8__n1000,178,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,178,PBP,True,0.18162202515869713,0.3994011288143344,0.2177791036556373,False
paper_f1_cusp__beta_4_8__n1000,179,SCI,True,0.27334297394219775,0.3389546048991777,0.06561163095697997,False
paper_f1_cusp__beta_4_8__n1000,179,PBP,True,0.20779807394685695,0.42767174832243193,0.21987367437557498,False
paper_f1_cusp__beta_4_8__n1000,180,SCI,True,0.2621626622008632,0.3333435445545661,0.0711808823537029,False
paper_f1_cusp__beta_4_8__n1000,180,PBP,True,0.18264549577668746,0.4891562371339472,0.30651074135725975,False
paper_f1_cusp__beta_4_8__n1000,181,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,181,PBP,True,0.16021943103316266,0.4972364566481603,0.33701702561499763,False
paper_f1_cusp__beta_4_8__n1000,182,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,182,PBP,True,0.1306553855917681,0.5441192981733609,0.4134639125815928,False
paper_f1_cusp__beta_4_8__n1000,183,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,183,PBP,True,0.17690855339838144,0.46746019590423593,0.2905516425058545,False
paper_f1_cusp__beta_4_8__n1000,184,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,184,PBP,True,0.18665996415568717,0.4411351395933527,0.2544751754376655,False
paper_f1_cusp__beta_4_8__n1000,185,SCI,True,0.27334297394219775,0.3389546048991777,0.06561163095697997,False
paper_f1_cusp__beta_4_8__n1000,185,PBP,True,0.18665996415568717,0.4370409676215436,0.25038100346585646,False
paper_f1_cusp__beta_4_8__n1000,186,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,186,PBP,True,0.17902599124227211,0.41645322136243496,0.23742723012016284,False
paper_f1_cusp__beta_4_8__n1000,187,SCI,True,0.2677785170483475,0.32225389228697016,0.05447537523862267,False
paper_f1_cusp__beta_4_8__n1000,187,PBP,True,0.21539351951964308,0.37836970273094533,0.16297618321130225,False
paper_f1_cusp__beta_4_8__n1000,188,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,188,PBP,True,0.19341128507414443,0.4305798391428307,0.23716855406868628,False
paper_f1_cusp__beta_4_8__n1000,189,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,189,PBP,True,0.23592913118539924,0.40151733363744013,0.1655882024520409,False
paper_f1_cusp__beta_4_8__n1000,190,SCI,True,0.2843574157902149,0.3389546048991777,0.05459718910896283,False
paper_f1_cusp__beta_4_8__n1000,190,PBP,True,0.20519450096652686,0.45629198264049475,0.2510974816739679,False
paper_f1_cusp__beta_4_8__n1000,191,SCI,True,0.2816152076271067,0.3333435445545661,0.05172833692745943,False
paper_f1_cusp__beta_4_8__n1000,191,PBP,True,0.14678130079416976,0.463250244559608,0.3164689437654382,False
paper_f1_cusp__beta_4_8__n1000,192,SCI,True,0.2677785170483475,0.3503514615022955,0.08257294445394803,False
paper_f1_cusp__beta_4_8__n1000,192,PBP,True,0.15442180415733406,0.46504011425378944,0.31061831009645535,False
paper_f1_cusp__beta_4_8__n1000,193,SCI,True,0.2621626622008632,0.3503514615022955,0.08818879930143231,False
paper_f1_cusp__beta_4_8__n1000,193,PBP,True,0.18910885452690726,0.4949820895077387,0.3058732349808314,False
paper_f1_cusp__beta_4_8__n1000,194,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,194,PBP,True,0.1608421379933108,0.47179287936264575,0.310950741369335,False
paper_f1_cusp__beta_4_8__n1000,195,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,195,PBP,True,0.17199927783993155,0.4884458978642389,0.31644662002430735,False
paper_f1_cusp__beta_4_8__n1000,196,SCI,True,0.27334297394219775,0.3389546048991777,0.06561163095697997,False
paper_f1_cusp__beta_4_8__n1000,196,PBP,True,0.2103642180229756,0.4281533522496951,0.21778913422671947,False
paper_f1_cusp__beta_4_8__n1000,197,SCI,True,0.2788661470779192,0.3389546048991777,0.060088457821258545,False
paper_f1_cusp__beta_4_8__n1000,197,PBP,True,0.14893406623957095,0.5429776997214925,0.3940436334819215,False
paper_f1_cusp__beta_4_8__n1000,198,SCI,True,0.2677785170483475,0.3389546048991777,0.07117608785083024,False
paper_f1_cusp__beta_4_8__n1000,198,PBP,True,0.10223338683152712,0.5524954671338611,0.450262080302334,False
paper_f1_cusp__beta_4_8__n1000,199,SCI,True,0.2621626622008632,0.3389546048991777,0.07679194269831452,False
paper_f1_cusp__beta_4_8__n1000,199,PBP,True,0.16509415662396332,0.49648055962233273,0.3313864029983694,False
paper_f2_onset__uniform__n500,0,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,0,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,1,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,1,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,2,SCI,True,0.22554890219560877,0.8942115768463074,0.6686626746506986,False
paper_f2_onset__uniform__n500,2,PBP,True,0.03992015968063872,0.998003992015968,0.9580838323353293,False
paper_f2_onset__uniform__n500,3,SCI,True,0.22554890219560877,0.8942115768463074,0.6686626746506986,False
paper_f2_onset__uniform__n500,3,PBP,True,0.1596806387225549,0.998003992015968,0.8383233532934131,False
paper_f2_onset__uniform__n500,4,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,4,PBP,True,0.003992015968063872,0.998003992015968,0.9940119760479041,False
paper_f2_onset__uniform__n500,5,SCI,True,0.16167664670658682,0.998003992015968,0.8363273453093811,False
paper_f2_onset__uniform__n500,5,PBP,True,0.007984031936127744,0.998003992015968,0.9900199600798403,False
paper_f2_onset__uniform__n500,6,SCI,True,0.16167664670658682,0.8303393213572854,0.6686626746506985,False
paper_f2_onset__uniform__n500,6,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,7,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,7,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,8,SCI,True,0.16167664670658682,0.7664670658682635,0.6047904191616766,False
paper_f2_onset__uniform__n500,8,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,9,SCI,False,0.3033932135728543,0.4471057884231537,0.14371257485029937,False
paper_f2_onset__uniform__n500,9,PBP,True,0.18163672654690619,0.998003992015968,0.8163672654690618,False
paper_f2_onset__uniform__n500,10,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,10,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,11,SCI,True,0.16167664670658682,0.7345309381237525,0.5728542914171657,False
paper_f2_onset__uniform__n500,11,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,12,SCI,True,0.22554890219560877,0.9580838323353293,0.7325349301397206,False
paper_f2_onset__uniform__n500,12,PBP,True,0.06786427145708583,0.998003992015968,0.9301397205588822,False
paper_f2_onset__uniform__n500,13,SCI,True,0.12974051896207583,0.8303393213572854,0.7005988023952096,False
paper_f2_onset__uniform__n500,13,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,14,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,14,PBP,True,0.0718562874251497,0.998003992015968,0.9261477045908183,False
paper_f2_onset__uniform__n500,15,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,15,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,16,SCI,True,0.16167664670658682,0.8303393213572854,0.6686626746506985,False
paper_f2_onset__uniform__n500,16,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,17,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,17,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,18,SCI,True,0.22554890219560877,0.8942115768463074,0.6686626746506986,False
paper_f2_onset__uniform__n500,18,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,19,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,19,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,20,SCI,True,0.1936127744510978,0.9580838323353293,0.7644710578842315,False
paper_f2_onset__uniform__n500,20,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,21,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,21,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,22,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,22,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,23,SCI,True,0.12974051896207583,0.8303393213572854,0.7005988023952096,False
paper_f2_onset__uniform__n500,23,PBP,True,0.1277445109780439,0.998003992015968,0.870259481037924,False
paper_f2_onset__uniform__n500,24,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,24,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,25,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,25,PBP,True,0.01996007984031936,0.998003992015968,0.9780439121756487,False
paper_f2_onset__uniform__n500,26,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,26,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,27,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,27,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,28,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,28,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,29,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,29,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,30,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,30,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,31,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,31,PBP,True,0.029940119760479042,0.998003992015968,0.968063872255489,False
paper_f2_onset__uniform__n500,32,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,32,PBP,True,0.03592814371257485,0.998003992015968,0.9620758483033932,False
paper_f2_onset__uniform__n500,33,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,33,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,34,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,34,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,35,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,35,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,36,SCI,True,0.1936127744510978,0.8303393213572854,0.6367265469061876,False
paper_f2_onset__uniform__n500,36,PBP,True,0.07984031936127745,0.998003992015968,0.9181636726546906,False
paper_f2_onset__uniform__n500,37,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,37,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,38,SCI,True,0.1936127744510978,0.8303393213572854,0.6367265469061876,False
paper_f2_onset__uniform__n500,38,PBP,True,0.011976047904191617,0.998003992015968,0.9860279441117764,False
paper_f2_onset__uniform__n500,39,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,39,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,40,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,40,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,41,SCI,True,0.16167664670658682,0.9580838323353293,0.7964071856287425,False
paper_f2_onset__uniform__n500,41,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,42,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,42,PBP,True,0.015968063872255488,0.998003992015968,0.9820359281437125,False
paper_f2_onset__uniform__n500,43,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,43,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,44,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,44,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,45,SCI,True,0.16167664670658682,0.8303393213572854,0.6686626746506985,False
paper_f2_onset__uniform__n500,45,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,46,SCI,True,0.22554890219560877,0.32934131736526945,0.10379241516966067,False
paper_f2_onset__uniform__n500,46,PBP,True,0.15768463073852296,0.998003992015968,0.8403193612774451,False
paper_f2_onset__uniform__n500,47,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,47,PBP,True,0.005988023952095809,0.998003992015968,0.9920159680638722,False
paper_f2_onset__uniform__n500,48,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,48,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,49,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,49,PBP,True,0.011976047904191617,0.998003992015968,0.9860279441117764,False
paper_f2_onset__uniform__n500,50,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,50,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,51,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,51,PBP,True,0.08982035928143713,0.998003992015968,0.9081836327345308,False
paper_f2_onset__uniform__n500,52,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,52,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,53,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,53,PBP,True,0.06387225548902195,0.998003992015968,0.934131736526946,False
paper_f2_onset__uniform__n500,54,SCI,False,0.9121756487025948,0.8942115768463074,nan,True
paper_f2_onset__uniform__n500,54,PBP,True,0.24151696606786427,0.7584830339321357,0.5169660678642714,False
paper_f2_onset__uniform__n500,55,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,55,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,56,SCI,True,0.12974051896207583,0.998003992015968,0.8682634730538922,False
paper_f2_onset__uniform__n500,56,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,57,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,57,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,58,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,58,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,59,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,59,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,60,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,60,PBP,True,0.03592814371257485,0.998003992015968,0.9620758483033932,False
paper_f2_onset__uniform__n500,61,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,61,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,62,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,62,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,63,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,63,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,64,SCI,True,0.22554890219560877,0.8303393213572854,0.6047904191616766,False
paper_f2_onset__uniform__n500,64,PBP,True,0.03992015968063872,0.9880239520958084,0.9481037924151696,False
paper_f2_onset__uniform__n500,65,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,65,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,66,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,66,PBP,True,0.015968063872255488,0.998003992015968,0.9820359281437125,False
paper_f2_onset__uniform__n500,67,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,67,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,68,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,68,PBP,True,0.03792415169660679,0.998003992015968,0.9600798403193612,False
paper_f2_onset__uniform__n500,69,SCI,True,0.1936127744510978,0.8303393213572854,0.6367265469061876,False
paper_f2_onset__uniform__n500,69,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,70,SCI,True,0.12974051896207583,0.8942115768463074,0.7644710578842315,False
paper_f2_onset__uniform__n500,70,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,71,SCI,True,0.16167664670658682,0.8303393213572854,0.6686626746506985,False
paper_f2_onset__uniform__n500,71,PBP,True,0.07984031936127745,0.998003992015968,0.9181636726546906,False
paper_f2_onset__uniform__n500,72,SCI,True,0.1936127744510978,0.8303393213572854,0.6367265469061876,False
paper_f2_onset__uniform__n500,72,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,73,SCI,True,0.16167664670658682,0.8942115768463074,0.7325349301397206,False
paper_f2_onset__uniform__n500,73,PBP,True,0.001996007984031936,0.998003992015968,0.996007984031936,False
paper_f2_onset__uniform__n500,74,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,74,PBP,True,0.00998003992015968,0.998003992015968,0.9880239520958083,False
paper_f2_onset__uniform__n500,75,SCI,True,0.1936127744510978,0.8942115768463074,0.7005988023952096,False
paper_f2_onset__uniform__n500,75,PBP,True,0.09780439121756487,0.998003992015968,0.9001996007984031,False
