suite,noise_sigma,trial,seed,method,parameter,baseline_mse,baseline_nmse
exact,0.1,3,20262104,vmd_low_mode,K=5;alpha=2000,0.027566331849742554,0.015148605480972922
exact,0.1,3,20262104,l1_trend_oracle,lambda=300,0.052097244769467546,0.028629148483014958
exact,0.1,3,20262104,gaussian_oracle,sigma=32,0.009718208153873208,0.0053404748265908405
exact,0.1,4,20262105,hcrd_centered,none,0.6454709886224553,1.0649727790438157
exact,0.1,4,20262105,hcrd_thresholded,z=3.5,0.001281325111952108,0.002114078540147098
exact,0.1,4,20262105,hcrd_adaptive_guided,pilot-calibrated,0.04654487399274007,0.07679512275537174
exact,0.1,4,20262105,emd_residue,default,0.0011455594608800004,0.0018900766480875837
exact,0.1,4,20262105,vmd_low_mode,K=5;alpha=2000,0.02633224657948375,0.04344598953714188
exact,0.1,4,20262105,l1_trend_oracle,lambda=300,0.029549006750516842,0.04875337295056798
exact,0.1,4,20262105,gaussian_oracle,sigma=64,0.025093842974000524,0.04140272786844312
exact,0.1,5,20262106,hcrd_centered,none,1.1640819969236462,0.6781900730535303
exact,0.1,5,20262106,hcrd_thresholded,z=3.5,0.0008761656724532295,0.0005104510360768221
exact,0.1,5,20262106,hcrd_adaptive_guided,pilot-calibrated,0.06105666642873978,0.03557139890071513
exact,0.1,5,20262106,emd_residue,default,0.010425444415487683,0.006073827211863384
exact,0.1,5,20262106,vmd_low_mode,K=5;alpha=2000,0.07717715838007783,0.04496314075655442
exact,0.1,5,20262106,l1_trend_oracle,lambda=300,0.07509739476667521,0.04375147779755746
exact,0.1,5,20262106,gaussian_oracle,sigma=32,0.0867960214217276,0.05056705649973058
exact,0.1,6,20262107,hcrd_centered,none,0.4466555104954535,0.2022170129391737
exact,0.1,6,20262107,hcrd_thresholded,z=3.5,0.006790144325054563,0.0030741425339526674
exact,0.1,6,20262107,hcrd_adaptive_guided,pilot-calibrated,0.014181864530124369,0.006420640103619543
exact,0.1,6,20262107,emd_residue,default,0.04595533549142826,0.020805633096043066
exact,0.1,6,20262107,vmd_low_mode,K=5;alpha=2000,0.009967887616999089,0.0045128212052887055
exact,0.1,6,20262107,l1_trend_oracle,lambda=300,0.02049985418880898,0.009281021239727337
exact,0.1,6,20262107,gaussian_oracle,sigma=32,0.0014424639599237993,0.000653055310847154
exact,0.1,7,20262108,hcrd_centered,none,0.7510572118088551,0.33248331114705115
exact,0.1,7,20262108,hcrd_thresholded,z=3.5,0.027592155106614863,0.012214690102549872
exact,0.1,7,20262108,hcrd_adaptive_guided,pilot-calibrated,0.051590504117210015,0.022838448739909062
exact,0.1,7,20262108,emd_residue,default,0.03558669865904205,0.01575377110680335
exact,0.1,7,20262108,vmd_low_mode,K=5;alpha=2000,0.06516937009560914,0.0288496370370653
exact,0.1,7,20262108,l1_trend_oracle,lambda=300,0.03748735922857325,0.016595168951852205
exact,0.1,7,20262108,gaussian_oracle,sigma=32,0.08770683657605444,0.03882668187794646
exact,0.1,8,20262109,hcrd_centered,none,1.0035935476066686,0.41529930075483673
exact,0.1,8,20262109,hcrd_thresholded,z=3.5,0.0015100641453863438,0.0006248830367327997
exact,0.1,8,20262109,hcrd_adaptive_guided,pilot-calibrated,0.032471956236212914,0.013437293166342866
exact,0.1,8,20262109,emd_residue,default,0.04851605529182299,0.02007653784355917
exact,0.1,8,20262109,vmd_low_mode,K=5;alpha=2000,0.015780617719197147,0.006530212873419647
exact,0.1,8,20262109,l1_trend_oracle,lambda=300,0.06718393082440914,0.02780153335967207
exact,0.1,8,20262109,gaussian_oracle,sigma=32,0.009629985851963178,0.003985006081532428
exact,0.1,9,20262110,hcrd_centered,none,0.5274131122388995,0.10178448626945091
exact,0.1,9,20262110,hcrd_thresholded,z=3.5,0.01914050978108942,0.0036938917705957937
exact,0.1,9,20262110,hcrd_adaptive_guided,pilot-calibrated,0.009702618389886453,0.001872490473531842
exact,0.1,9,20262110,emd_residue,default,0.01719128889712786,0.0033177152181064354
exact,0.1,9,20262110,vmd_low_mode,K=5;alpha=2000,0.00916245372786625,0.001768245089128631
exact,0.1,9,20262110,l1_trend_oracle,lambda=300,0.02509786674688267,0.0048435911319046916
exact,0.1,9,20262110,gaussian_oracle,sigma=32,0.00676177771153171,0.0013049430411671834
exact,0.1,10,20262111,hcrd_centered,none,0.44735905155022926,0.9623999569530043
exact,0.1,10,20262111,hcrd_thresholded,z=3.5,0.006364808485240576,0.013692561692857307
exact,0.1,10,20262111,hcrd_adaptive_guided,pilot-calibrated,0.029029378926566145,0.062450671183441685
exact,0.1,10,20262111,emd_residue,default,0.0010580519044386932,0.0022761786170576942
exact,0.1,10,20262111,vmd_low_mode,K=5;alpha=2000,0.020507589949720115,0.04411781457517798
exact,0.1,10,20262111,l1_trend_oracle,lambda=300,0.01817535859090862,0.03910050386793589
exact,0.1,10,20262111,gaussian_oracle,sigma=64,0.007299727027960891,0.015703844491653147
exact,0.1,11,20262112,hcrd_centered,none,0.7029103247862315,0.1422659853718693
exact,0.1,11,20262112,hcrd_thresholded,z=3.5,0.010235006374654082,0.002071520670322139
exact,0.1,11,20262112,hcrd_adaptive_guided,pilot-calibrated,0.01185683382284757,0.0023997714754167444
exact,0.1,11,20262112,emd_residue,default,0.19912971048446368,0.040302985288347824
exact,0.1,11,20262112,vmd_low_mode,K=5;alpha=2000,0.011827693718576258,0.002393873645349647
exact,0.1,11,20262112,l1_trend_oracle,lambda=300,0.03624175940244553,0.007335174105697126
exact,0.1,11,20262112,gaussian_oracle,sigma=32,0.003738905583408812,0.0007567381901778229
exact,0.1,12,20262113,hcrd_centered,none,0.8749648910303731,0.15390795669270085
exact,0.1,12,20262113,hcrd_thresholded,z=3.5,0.001352685275514787,0.000237939863572831
exact,0.1,12,20262113,hcrd_adaptive_guided,pilot-calibrated,0.029399508385676787,0.005171428373635584
exact,0.1,12,20262113,emd_residue,default,0.06469705668857226,0.011380332972268179
exact,0.1,12,20262113,vmd_low_mode,K=5;alpha=2000,0.09918991572411825,0.017447691227521833
exact,0.1,12,20262113,l1_trend_oracle,lambda=300,0.044218211214489614,0.007778065847435382
exact,0.1,12,20262113,gaussian_oracle,sigma=32,0.1654228074650829,0.029098180450805273
exact,0.1,13,20262114,hcrd_centered,none,0.8689802252229958,0.602097475131791
exact,0.1,13,20262114,hcrd_thresholded,z=3.5,0.0037954265234339812,0.0026297683888277254
exact,0.1,13,20262114,hcrd_adaptive_guided,pilot-calibrated,0.04175291527468136,0.028929685781774888
exact,0.1,13,20262114,emd_residue,default,0.004301577755370604,0.002980469555480489
exact,0.1,13,20262114,vmd_low_mode,K=5;alpha=2000,0.03168828976403075,0.021956125932867308
exact,0.1,13,20262114,l1_trend_oracle,lambda=300,0.05292598675739584,0.036671263707190926
exact,0.1,13,20262114,gaussian_oracle,sigma=64,0.004629097604001024,0.003207400926519822
exact,0.1,14,20262115,hcrd_centered,none,0.7669366280221955,0.6884954448715676
exact,0.1,14,20262115,hcrd_thresholded,z=3.5,0.0006803682723613046,0.0006107811770105464
exact,0.1,14,20262115,hcrd_adaptive_guided,pilot-calibrated,0.056208078473817355,0.05045919647103735
exact,0.1,14,20262115,emd_residue,default,0.006651746166859735,0.005971415067415842
exact,0.1,14,20262115,vmd_low_mode,K=5;alpha=2000,0.051857613105560404,0.046553690488306106
exact,0.1,14,20262115,l1_trend_oracle,lambda=300,0.040794419374428334,0.03662202441407125
exact,0.1,14,20262115,gaussian_oracle,sigma=32,0.057244832227855244,0.05138991253156684
exact,0.1,15,20262116,hcrd_centered,none,0.5483889913406638,0.38189358027683723
exact,0.1,15,20262116,hcrd_thresholded,z=3.5,0.0005376190720187204,0.0003743934970984814
exact,0.1,15,20262116,hcrd_adaptive_guided,pilot-calibrated,0.020559280862017623,0.01431731398750049
exact,0.1,15,20262116,emd_residue,default,0.07736897678086517,0.05387911867626355
exact,0.1,15,20262116,vmd_low_mode,K=5;alpha=2000,0.015938038945742784,0.011099119150260827
exact,0.1,15,20262116,l1_trend_oracle,lambda=300,0.02541880179960704,0.017701444374124947
exact,0.1,15,20262116,gaussian_oracle,sigma=32,0.0042937311398474395,0.0029901190279800105
exact,0.1,16,20262117,hcrd_centered,none,0.9717847665384686,0.9778478209770681
exact,0.1,16,20262117,hcrd_thresholded,z=3.5,0.0014199923853724292,0.0014288518483228283
exact,0.1,16,20262117,hcrd_adaptive_guided,pilot-calibrated,0.06644081037931486,0.06685534069934587
exact,0.1,16,20262117,emd_residue,default,0.00016164373150238186,0.00016265224159381733
exact,0.1,16,20262117,vmd_low_mode,K=5;alpha=2000,0.0453585720703904,0.045641568368736916
exact,0.1,16,20262117,l1_trend_oracle,lambda=300,0.06211930798932566,0.06250687605891889
exact,0.1,16,20262117,gaussian_oracle,sigma=64,0.01298413898694621,0.01306514822296934
exact,0.1,17,20262118,hcrd_centered,none,0.594505867817322,0.15962335002819597
exact,0.1,17,20262118,hcrd_thresholded,z=3.5,0.0008192248240266609,0.00021995983204925538
exact,0.1,17,20262118,hcrd_adaptive_guided,pilot-calibrated,0.010405211405016148,0.0027937734379614746
exact,0.1,17,20262118,emd_residue,default,0.04489238549622954,0.012053494089089907
exact,0.1,17,20262118,vmd_low_mode,K=5;alpha=2000,0.00917144337545872,0.0024625097840657024
exact,0.1,17,20262118,l1_trend_oracle,lambda=300,0.025363088990900024,0.006809926446402615
exact,0.1,17,20262118,gaussian_oracle,sigma=32,0.0025544667670766743,0.0006858679871293838
exact,0.1,18,20262119,hcrd_centered,none,1.0821783302775747,0.365417932126732
exact,0.1,18,20262119,hcrd_thresholded,z=3.5,0.006987971990623804,0.002359620594064476
exact,0.1,18,20262119,hcrd_adaptive_guided,pilot-calibrated,0.04556539696580229,0.015386016028898282
exact,0.1,18,20262119,emd_residue,default,0.03158642525685951,0.010665752471384859
exact,0.1,18,20262119,vmd_low_mode,K=5;alpha=2000,0.09269724035997996,0.03130097225058107
exact,0.1,18,20262119,l1_trend_oracle,lambda=300,0.06951336267504339,0.023472498508979145
exact,0.1,18,20262119,gaussian_oracle,sigma=32,0.1240013270871551,0.04187138779015867
exact,0.1,19,20262120,hcrd_centered,none,0.5221054828321409,0.46693596412993404
exact,0.1,19,20262120,hcrd_thresholded,z=3.5,0.002669408758994283,0.0023873393280158736
exact,0.1,19,20262120,hcrd_adaptive_guided,pilot-calibrated,0.0318557038504652,0.02848959507141751
exact,0.1,19,20262120,emd_residue,default,0.06377008704898794,0.05703166899789538
exact,0.1,19,20262120,vmd_low_mode,K=5;alpha=2000,0.041433356457329706,0.037055202216220606
exact,0.1,19,20262120,l1_trend_oracle,lambda=300,0.02359128502575616,0.021098455735059
exact,0.1,19,20262120,gaussian_oracle,sigma=32,0.05314540865082928,0.047529672534453345
exact,0.1,20,20262121,hcrd_centered,none,0.5310517383312156,0.39395104767414807
exact,0.1,20,20262121,hcrd_thresholded,z=3.5,0.0001492447835594892,0.00011071452101431945
exact,0.1,20,20262121,hcrd_adaptive_guided,pilot-calibrated,0.02477492247613851,0.01837882443656217
exact,0.1,20,20262121,emd_residue,default,0.006536282443279231,0.004848821933086279
exact,0.1,20,20262121,vmd_low_mode,K=5;alpha=2000,0.015360511886870248,0.011394915624717466
exact,0.1,20,20262121,l1_trend_oracle,lambda=300,0.023823676746323054,0.01767316013907967
exact,0.1,20,20262121,gaussian_oracle,sigma=32,0.004039646902813486,0.002996738386730285
exact,0.1,21,20262122,hcrd_centered,none,0.597427911881976,0.17913913408285145
exact,0.1,21,20262122,hcrd_thresholded,z=3.5,0.007580136857885624,0.0022729087910766965
exact,0.1,21,20262122,hcrd_adaptive_guided,pilot-calibrated,0.014189707698846489,0.004254792753242333
exact,0.1,21,20262122,emd_residue,default,0.01870790724925328,0.005609577722233368
exact,0.1,21,20262122,vmd_low_mode,K=5;alpha=2000,0.011370318739779237,0.0034093972055534998
exact,0.1,21,20262122,l1_trend_oracle,lambda=300,0.028508103213676545,0.008548172628819961
exact,0.1,21,20262122,gaussian_oracle,sigma=32,0.0018502601504697058,0.0005548016665961022
exact,0.1,22,20262123,hcrd_centered,none,0.4789266704277748,0.7487726491823262
exact,0.1,22,20262123,hcrd_thresholded,z=3.5,0.44320116912727764,0.6929180060732951
exact,0.1,22,20262123,hcrd_adaptive_guided,pilot-calibrated,0.03760602045039846,0.05879472014515018
exact,0.1,22,20262123,emd_residue,default,0.026030632061123785,0.040697306146865384
exact,0.1,22,20262123,vmd_low_mode,K=5;alpha=2000,0.028774930577590677,0.044987849558211966
exact,0.1,22,20262123,l1_trend_oracle,lambda=300,0.01695626703577232,0.026510089691346363
exact,0.1,22,20262123,gaussian_oracle,sigma=32,0.030882183705648346,0.048282411345268325
exact,0.1,23,20262124,hcrd_centered,none,0.9463611340026861,0.3211392530753754
exact,0.1,23,20262124,hcrd_thresholded,z=3.5,0.007666646971500484,0.0026016086180619354
exact,0.1,23,20262124,hcrd_adaptive_guided,pilot-calibrated,0.04370431721213381,0.014830672225846171
exact,0.1,23,20262124,emd_residue,default,0.029375199236574785,0.009968213193492356
exact,0.1,23,20262124,vmd_low_mode,K=5;alpha=2000,0.08452594170661802,0.028683128258180333
exact,0.1,23,20262124,l1_trend_oracle,lambda=300,0.05525884800601625,0.018751599719021624
exact,0.1,23,20262124,gaussian_oracle,sigma=32,0.11933844064485122,0.04049644085632828
exact,0.1,24,20262125,hcrd_centered,none,1.1437874625461302,0.9534371228848856
exact,0.1,24,20262125,hcrd_thresholded,z=3.5,0.0013533624381304697,0.001128134405634428
exact,0.1,24,20262125,hcrd_adaptive_guided,pilot-calibrated,0.07645845709951742,0.06373415843788485
exact,0.1,24,20262125,emd_residue,default,0.0005569038976625178,0.00046422335206294064
exact,0.1,24,20262125,vmd_low_mode,K=5;alpha=2000,0.05288082896470503,0.04408034453502558
exact,0.1,24,20262125,l1_trend_oracle,lambda=300,0.0795568136215932,0.0663168831352719
exact,0.1,24,20262125,gaussian_oracle,sigma=64,0.01359429292090876,0.011331916072338372
exact,0.1,25,20262126,hcrd_centered,none,0.9359035332319794,0.9450261596421438
exact,0.1,25,20262126,hcrd_thresholded,z=3.5,0.0038271430658787307,0.0038644477614681308
exact,0.1,25,20262126,hcrd_adaptive_guided,pilot-calibrated,0.057832243071909775,0.05839595709720567
exact,0.1,25,20262126,emd_residue,default,0.00041349812021904684,0.000417528651933183
exact,0.1,25,20262126,vmd_low_mode,K=5;alpha=2000,0.041705142853016554,0.04211165957629118
exact,0.1,25,20262126,l1_trend_oracle,lambda=300,0.05309344406103464,0.05361096711528058
exact,0.1,25,20262126,gaussian_oracle,sigma=64,0.008602246783723297,0.008686096326875406
exact,0.1,26,20262127,hcrd_centered,none,0.9456294291651582,0.7652471358759708
exact,0.1,26,20262127,hcrd_thresholded,z=3.5,0.003986098439655875,0.0032257354944624696
exact,0.1,26,20262127,hcrd_adaptive_guided,pilot-calibrated,0.057455935015529716,0.04649600398808107
exact,0.1,26,20262127,emd_residue,default,0.1980617547506367,0.16028074621503982
exact,0.1,26,20262127,vmd_low_mode,K=5;alpha=2000,0.06155665137914845,0.04981449361574566
exact,0.1,26,20262127,l1_trend_oracle,lambda=300,0.05535805162024246,0.0447982995701225
exact,0.1,26,20262127,gaussian_oracle,sigma=32,0.06748220566262172,0.05460972661511283
exact,0.1,27,20262128,hcrd_centered,none,1.0445323482711961,0.23988025954352887
exact,0.1,27,20262128,hcrd_thresholded,z=3.5,0.0011991210721647885,0.0002753820640318949
exact,0.1,27,20262128,hcrd_adaptive_guided,pilot-calibrated,0.017515632136064017,0.004022522030861144
exact,0.1,27,20262128,emd_residue,default,0.05840002727334836,0.01341175668026583
exact,0.1,27,20262128,vmd_low_mode,K=5;alpha=2000,0.022829175629771638,0.00524279461933198
exact,0.1,27,20262128,l1_trend_oracle,lambda=300,0.06746361329518401,0.015493238762569465
exact,0.1,27,20262128,gaussian_oracle,sigma=32,0.0032084237386759817,0.0007368249728532004
exact,0.1,28,20262129,hcrd_centered,none,0.7120012983214217,1.0125116739202313
exact,0.1,28,20262129,hcrd_thresholded,z=3.5,0.005788463769548025,0.00823156805268335
exact,0.1,28,20262129,hcrd_adaptive_guided,pilot-calibrated,0.056059224038557454,0.07971982481459661
exact,0.1,28,20262129,emd_residue,default,0.008800838954782578,0.012515359456530904
exact,0.1,28,20262129,vmd_low_mode,K=5;alpha=2000,0.03948399890302091,0.05614878781346665
exact,0.1,28,20262129,l1_trend_oracle,lambda=300,0.03745907138516578,0.053269210549346156
exact,0.1,28,20262129,gaussian_oracle,sigma=64,0.03196638173285729,0.04545825232877198
exact,0.1,29,20262130,hcrd_centered,none,0.5206975717751884,0.26619663539251914
exact,0.1,29,20262130,hcrd_thresholded,z=3.5,0.00785616358901371,0.004016312784711009
exact,0.1,29,20262130,hcrd_adaptive_guided,pilot-calibrated,0.039916248854312976,0.020406415774675845
exact,0.1,29,20262130,emd_residue,default,0.020862016078046372,0.010665305137774422
exact,0.1,29,20262130,vmd_low_mode,K=5;alpha=2000,0.049895986179980395,0.025508364856437225
exact,0.1,29,20262130,l1_trend_oracle,lambda=300,0.02225772639129315,0.01137883523568189
exact,0.1,29,20262130,gaussian_oracle,sigma=32,0.07355676005608594,0.03760448117810476
exact,0.1,30,20262131,hcrd_centered,none,0.9868230045954342,0.9069350983020132
exact,0.1,30,20262131,hcrd_thresholded,z=3.5,0.005597833546920799,0.005144662917780558
exact,0.1,30,20262131,hcrd_adaptive_guided,pilot-calibrated,0.05383397748287189,0.049475866931611545
exact,0.1,30,20262131,emd_residue,default,0.0013644469882200124,0.0012539886662821808
exact,0.1,30,20262131,vmd_low_mode,K=5;alpha=2000,0.03657552458757037,0.03361456596857016
exact,0.1,30,20262131,l1_trend_oracle,lambda=300,0.0536366418467909,0.04929450653195104
exact,0.1,30,20262131,gaussian_oracle,sigma=64,0.0033994569434343336,0.0031242551124262105
exact,0.1,31,20262132,hcrd_centered,none,0.6399756881625146,0.10596870063816283
exact,0.1,31,20262132,hcrd_thresholded,z=3.5,0.00895297380096829,0.0014824547527111731
exact,0.1,31,20262132,hcrd_adaptive_guided,pilot-calibrated,0.02593300058068668,0.0042940480802862065
exact,0.1,31,20262132,emd_residue,default,0.0754057348200583,0.012485861396532166
exact,0.1,31,20262132,vmd_low_mode,K=5;alpha=2000,0.09016990932860576,0.014930548620757727
exact,0.1,31,20262132,l1_trend_oracle,lambda=300,0.0313782051141141,0.005195678032469342
exact,0.1,31,20262132,gaussian_oracle,sigma=16,0.1586058779459737,0.02626233950818748
exact,0.1,32,20262133,hcrd_centered,none,0.4955012166251546,0.46572340371611315
exact,0.1,32,20262133,hcrd_thresholded,z=3.5,0.00044683248558120673,0.0004199794856068699
exact,0.1,32,20262133,hcrd_adaptive_guided,pilot-calibrated,0.025351067325720875,0.023827560794270904
exact,0.1,32,20262133,emd_residue,default,0.04260650517408275,0.04004600986708185
exact,0.1,32,20262133,vmd_low_mode,K=5;alpha=2000,0.01588577906319098,0.014931101776866726
exact,0.1,32,20262133,l1_trend_oracle,lambda=300,0.0219129454359616,0.020596057469626436
exact,0.1,32,20262133,gaussian_oracle,sigma=32,0.0056577795092042195,0.005317767630215952
exact,0.1,33,20262134,hcrd_centered,none,0.5734491199202963,0.37209819932730803
exact,0.1,33,20262134,hcrd_thresholded,z=3.5,0.001436558970642193,0.0009321507133496813
exact,0.1,33,20262134,hcrd_adaptive_guided,pilot-calibrated,0.021487051872318225,0.013942463302852986
exact,0.1,33,20262134,emd_residue,default,0.010371902643969201,0.006730093679375597
exact,0.1,33,20262134,vmd_low_mode,K=5;alpha=2000,0.01457712514862942,0.009458767710599543
exact,0.1,33,20262134,l1_trend_oracle,lambda=300,0.025133069885424606,0.016308282152797997
exact,0.1,33,20262134,gaussian_oracle,sigma=32,0.0032741113628967124,0.0021244970132664517
exact,0.1,34,20262135,hcrd_centered,none,0.6267234616928368,0.24462017898148491
exact,0.1,34,20262135,hcrd_thresholded,z=3.5,0.002245440590588478,0.0008764313333322315
exact,0.1,34,20262135,hcrd_adaptive_guided,pilot-calibrated,0.01604565581006033,0.006262875791390089
exact,0.1,34,20262135,emd_residue,default,0.01578188990324923,0.006159923744311679
exact,0.1,34,20262135,vmd_low_mode,K=5;alpha=2000,0.010373946598883983,0.0040491170809353015
exact,0.1,34,20262135,l1_trend_oracle,lambda=300,0.02522179868626951,0.009844470944497828
exact,0.1,34,20262135,gaussian_oracle,sigma=32,0.0013331518311106491,0.0005203504567308091
exact,0.1,35,20262136,hcrd_centered,none,0.550032481033698,0.4194054148932629
exact,0.1,35,20262136,hcrd_thresholded,z=3.5,0.0005964553096812249,0.00045480329843796584
exact,0.1,35,20262136,hcrd_adaptive_guided,pilot-calibrated,0.02569075601913873,0.019589465274630475
exact,0.1,35,20262136,emd_residue,default,0.004371567311951244,0.003333364965569024
exact,0.1,35,20262136,vmd_low_mode,K=5;alpha=2000,0.01777891479901909,0.013556605100159064
exact,0.1,35,20262136,l1_trend_oracle,lambda=300,0.026917254276789253,0.020524682790601618
exact,0.1,35,20262136,gaussian_oracle,sigma=32,0.005570628824485596,0.004247661681650057
exact,0.1,36,20262137,hcrd_centered,none,1.1860042145640335,0.925368556993293
exact,0.1,36,20262137,hcrd_thresholded,z=3.5,0.0016627199214024426,0.0012973214727721423
exact,0.1,36,20262137,hcrd_adaptive_guided,pilot-calibrated,0.06942273162706895,0.05416642892107107
exact,0.1,36,20262137,emd_residue,default,0.0010955446279900768,0.0008547883212182264
exact,0.1,36,20262137,vmd_low_mode,K=5;alpha=2000,0.03459665910161547,0.026993715634829458
exact,0.1,36,20262137,l1_trend_oracle,lambda=300,0.07786907856534264,0.06075661113303576
exact,0.1,36,20262137,gaussian_oracle,sigma=64,0.007077722575133585,0.00552232601345162
exact,0.1,37,20262138,hcrd_centered,none,0.7418571071412602,0.8549522404465884
exact,0.1,37,20262138,hcrd_thresholded,z=3.5,0.0016305580311557332,0.001879134443136534
exact,0.1,37,20262138,hcrd_adaptive_guided,pilot-calibrated,0.055522681774423224,0.06398704106450957
exact,0.1,37,20262138,emd_residue,default,0.00395044719605433,0.004552687638253601
exact,0.1,37,20262138,vmd_low_mode,K=5;alpha=2000,0.045864923447076975,0.052856970273013955
exact,0.1,37,20262138,l1_trend_oracle,lambda=300,0.03846104660367211,0.044324382212151334
exact,0.1,37,20262138,gaussian_oracle,sigma=32,0.04640090821483977,0.053474665208646334
exact,0.1,38,20262139,hcrd_centered,none,0.6824923047905375,0.49231611711915435
exact,0.1,38,20262139,hcrd_thresholded,z=3.5,0.000998954174352671,0.0007205960226148126
exact,0.1,38,20262139,hcrd_adaptive_guided,pilot-calibrated,0.05027969703596378,0.03626928104672213
exact,0.1,38,20262139,emd_residue,default,0.20372755101043252,0.14695895640088277
exact,0.1,38,20262139,vmd_low_mode,K=5;alpha=2000,0.05607496425860501,0.04044969954623075
exact,0.1,38,20262139,l1_trend_oracle,lambda=300,0.03669222763046898,0.026467954156682665
exact,0.1,38,20262139,gaussian_oracle,sigma=32,0.06870322122922078,0.04955909813448959
exact,0.1,39,20262140,hcrd_centered,none,0.46606510084542196,0.29823538962168167
exact,0.1,39,20262140,hcrd_thresholded,z=3.5,0.0008984654871021122,0.0005749287044266458
exact,0.1,39,20262140,hcrd_adaptive_guided,pilot-calibrated,0.014726632603097825,0.009423582680259336
exact,0.1,39,20262140,emd_residue,default,0.060590450350998526,0.03877187228780831
exact,0.1,39,20262140,vmd_low_mode,K=5;alpha=2000,0.009800325206080965,0.006271235071995102
exact,0.1,39,20262140,l1_trend_oracle,lambda=300,0.01703614458001841,0.010901441037436128
exact,0.1,39,20262140,gaussian_oracle,sigma=32,0.0015506698420197417,0.000992274735161372
exact,0.1,40,20262141,hcrd_centered,none,1.001828948708532,0.18023857271016064
exact,0.1,40,20262141,hcrd_thresholded,z=3.5,0.00621149545445618,0.0011175072117351546
exact,0.1,40,20262141,hcrd_adaptive_guided,pilot-calibrated,0.01893678286688457,0.0034069076562914372
exact,0.1,40,20262141,emd_residue,default,0.22108880561861713,0.03977598253500571
exact,0.1,40,20262141,vmd_low_mode,K=5;alpha=2000,0.0179483956573783,0.0032290873805287555
exact,0.1,40,20262141,l1_trend_oracle,lambda=300,0.061313212580809996,0.01103083109954631
exact,0.1,40,20262141,gaussian_oracle,sigma=32,0.0032278708394963608,0.0005807247172818868
exact,0.1,41,20262142,hcrd_centered,none,0.5766507628839517,0.3493721443751911
exact,0.1,41,20262142,hcrd_thresholded,z=3.5,0.003714772270126516,0.002250648117395765
exact,0.1,41,20262142,hcrd_adaptive_guided,pilot-calibrated,0.020209019766091362,0.012243924790958524
exact,0.1,41,20262142,emd_residue,default,0.008428785557939954,0.005106700752685464
exact,0.1,41,20262142,vmd_low_mode,K=5;alpha=2000,0.013080727074728304,0.0079251463142591
exact,0.1,41,20262142,l1_trend_oracle,lambda=300,0.022797221066210877,0.01381202371061501
exact,0.1,41,20262142,gaussian_oracle,sigma=32,0.002388959811373025,0.0014473856029451097
exact,0.1,42,20262143,hcrd_centered,none,0.7120491992975219,0.834561944829754
exact,0.1,42,20262143,hcrd_thresholded,z=3.5,0.0014830238724892223,0.0017381878786951765
exact,0.1,42,20262143,hcrd_adaptive_guided,pilot-calibrated,0.05168417834462817,0.06057678098476146
exact,0.1,42,20262143,emd_residue,default,0.003286041604985896,0.003851426664553599
exact,0.1,42,20262143,vmd_low_mode,K=5;alpha=2000,0.041547500581775074,0.04869602117739818
