noise_sigma,regularization,latent_index,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.01,0.01,3,1.0,0.43421755038304516,3.7799212730501104
0.01,0.01,3,1.0,0.3431850179521578,0.22697308054968954
0.01,0.01,3,1.0,0.37350888960643824,3.4186096127736962
0.01,0.01,3,1.0,0.3789770329803596,3.5741134210730037
0.01,0.01,4,1.0,0.3467964977844961,4.781331300186195
0.01,0.01,4,1.0,0.40343900066038757,3.515682926765799
0.01,0.01,4,1.0,0.3887635703433454,4.928555868218927
0.01,0.01,4,1.0,0.35241712865272967,3.2601122332410655
0.01,0.01,4,1.0,0.3090243682146395,4.450450487264832
0.01,0.01,4,1.0,0.37966269890280885,4.061415099604698
0.01,0.01,4,1.0,0.36693196653912513,3.8700026630240987
0.01,0.01,4,1.0,0.3379600940792716,3.863046133765927
0.01,0.01,4,1.0,0.3669154721831613,4.80566848972161
0.01,0.01,4,1.0,0.38736077327779567,5.798352609141719
0.01,0.01,5,1.0,0.4201777002845229,2.8160160974978874
0.01,0.01,5,1.0,0.4055816863339633,3.0416581230386455
0.01,0.01,5,1.0,0.3397810438264814,2.4432198362525632
0.01,0.01,5,1.0,0.3814247305531634,2.7624271858038467
0.01,0.01,5,1.0,0.39460482073253916,0.3507236930548501
0.01,0.01,5,1.0,0.3755849536786297,2.4715154825987984
0.01,0.01,5,1.0,0.42060360845923883,0.40667742369751225
0.01,0.01,5,1.0,0.3161480677176436,2.234787129135981
0.01,0.01,5,1.0,0.41063248822471293,0.4259059465830235
0.01,0.01,5,1.0,0.35609669171108266,2.3765925387578837
0.01,0.01,6,1.0,0.4060981273409944,5.379620383114
0.01,0.01,6,1.0,0.35457771087808937,5.02908266928761
0.01,0.01,6,1.0,0.4111427636538339,3.939380314143088
0.01,0.01,6,1.0,0.3393140820648518,4.083482319260185
0.01,0.01,6,1.0,0.36639575298518573,0.3682041692005529
0.01,0.01,6,1.0,0.3631861019383233,3.476873642679377
0.01,0.01,6,1.0,0.3825336368364577,3.5276172814369775
0.01,0.01,6,1.0,0.43281013156230297,3.2288149203882996
0.01,0.01,6,1.0,0.3921454413802972,3.3067534048079064
0.01,0.01,6,1.0,0.40639328346926207,0.3982885605312673
0.01,0.01,7,1.0,0.36539460492228176,0.405508406165813
0.01,0.01,7,1.0,0.3908671669865198,4.338264306541779
0.01,0.01,7,1.0,0.4123929701742392,3.159578847959562
0.01,0.01,7,1.0,0.4077956590488817,0.4539475059534737
0.01,0.01,7,1.0,0.4322294278658177,4.009612148387246
0.01,0.01,7,1.0,0.4139573324987229,2.9359924104983084
0.01,0.01,7,1.0,0.3857006970772039,0.2842259408658541
0.01,0.01,7,1.0,0.36436243985546835,4.679530405925477
0.01,0.01,7,1.0,0.3891898981767108,4.211871916262222
0.01,0.01,7,1.0,0.36715429261406496,3.0386875035525875
0.01,0.03,0,1.0,0.30586508105730315,2.6547827491519813
0.01,0.03,0,1.0,0.42214605856926846,3.3138686918647986
0.01,0.03,0,1.0,0.3568362754497038,4.267299462546711
0.01,0.03,0,1.0,0.3325956131392261,3.9201303337301123
0.01,0.03,0,1.0,0.2851354951511531,2.0994584072743296
0.01,0.03,0,1.0,0.3047140580124568,3.3438032310894155
0.01,0.03,0,1.0,0.28840101993761036,2.415817407491045
0.01,0.03,0,1.0,0.40120780072579937,2.6882942741970295
0.01,0.03,0,1.0,0.43258748677583514,3.3661740308490518
0.01,0.03,0,1.0,0.3097412878871064,2.1413474099146774
0.01,0.03,1,1.0,0.44084459736184295,0.3573480838882598
0.01,0.03,1,1.0,0.35758902034339823,2.9756228155282947
0.01,0.03,1,1.0,0.3432362212122934,0.23897204786195092
0.01,0.03,1,1.0,0.32170142042354144,0.27305609184642776
0.01,0.03,1,1.0,0.39144905509912,2.8837600801533414
0.01,0.03,1,1.0,0.3686033247387165,0.2765389386875904
0.01,0.03,1,1.0,0.34730895203586915,0.304926166883595
0.01,0.03,1,1.0,0.3507227930383197,3.2126928630101994
0.01,0.03,1,1.0,0.31553457095631426,2.808090768136897
0.01,0.03,1,1.0,0.3395606135804093,0.3429253954886894
0.01,0.03,2,1.0,0.41143759295406085,1.9032089906832759
0.01,0.03,2,1.0,0.3811169377481837,2.08243875601256
0.01,0.03,2,1.0,0.4176214726598721,1.9084864468573464
0.01,0.03,2,1.0,0.3712417658322162,2.3974489897679634
0.01,0.03,2,1.0,0.3024184658141379,0.27930664932985
0.01,0.03,2,1.0,0.2739535699004689,0.259356376386818
0.01,0.03,2,1.0,0.34827173998484234,2.8467244691766895
0.01,0.03,2,1.0,0.2842357721800051,0.3427025913289893
0.01,0.03,2,1.0,0.3637637254267002,3.261676560588854
0.01,0.03,2,1.0,0.3485949359440697,3.1322399096659512
0.01,0.03,3,1.0,0.3353457717250108,0.3060318444730942
0.01,0.03,3,1.0,0.36155893802732275,0.25001243288613734
0.01,0.03,3,1.0,0.3378325841361711,3.44412409169229
0.01,0.03,3,1.0,0.37861367212978364,0.315656121890422
0.01,0.03,3,1.0,0.34089526735413117,0.24272095591006432
0.01,0.03,3,1.0,0.3425949983280489,3.3915013733046777
0.01,0.03,3,1.0,0.3858396889414771,0.3142102750319243
0.01,0.03,3,1.0,0.2930170662829788,3.2840973180597914
0.01,0.03,3,1.0,0.3111088648658586,0.23839911382380555
0.01,0.03,3,1.0,0.32988692418783294,3.3112500538838607
0.01,0.03,4,1.0,0.292493449558241,2.3212958485994544
0.01,0.03,4,1.0,0.3496403796599599,3.439369223750302
0.01,0.03,4,1.0,0.3407324160684974,3.6832968245988837
0.01,0.03,4,1.0,0.30114836304031445,0.3685635145804687
0.01,0.03,4,1.0,0.2599747864491736,2.68980347608088
0.01,0.03,4,1.0,0.321373238126158,2.3558634828772544
0.01,0.03,4,1.0,0.3134348386662551,2.270597411966704
0.01,0.03,4,1.0,0.2812382935665769,3.384272184286666
0.01,0.03,4,1.0,0.31169291815755484,3.3671038855943496
0.01,0.03,4,1.0,0.3271050661467988,3.4685557793680575
0.01,0.03,5,1.0,0.3841077580436144,2.7394472243678787
0.01,0.03,5,1.0,0.36561448200834046,2.944690227365846
0.01,0.03,5,1.0,0.30733711741927233,2.3807632420761706
0.01,0.03,5,1.0,0.3429418638581423,2.6790201009726338
0.01,0.03,5,1.0,0.3434841322367083,0.3002066039277837
0.01,0.03,5,1.0,0.32550435972978986,2.430578090099387
0.01,0.03,5,1.0,0.3832410422652882,0.38771447855169594
0.01,0.03,5,1.0,0.2645340752592761,2.1843262702352018
0.01,0.03,5,1.0,0.3626405980742787,0.41692002084705077
0.01,0.03,5,1.0,0.31207733183968805,2.32977837714868
0.01,0.03,6,1.0,0.35912118387234,2.8874219448578384
0.01,0.03,6,1.0,0.30279550913745873,2.6963196020130282
0.01,0.03,6,1.0,0.3619200700342023,2.710102272901618
0.01,0.03,6,1.0,0.3001771399554775,2.9046497237980566
0.01,0.03,6,1.0,0.3117079602208682,0.3271473315870271
0.01,0.03,6,1.0,0.3072299859400684,0.30716100307088967
0.01,0.03,6,1.0,0.3309140822318415,0.27738032193311324
0.01,0.03,6,1.0,0.3771957570681711,0.46256368771061923
0.01,0.03,6,1.0,0.34662426591457823,0.2770425784466458
0.01,0.03,6,1.0,0.3525074437150454,0.35623251968061437
0.01,0.03,7,1.0,0.31762647015695294,2.423486811366404
0.01,0.03,7,1.0,0.34039576372801866,2.5346082831596943
0.01,0.03,7,1.0,0.36319162029151586,0.2406040520204093
0.01,0.03,7,1.0,0.3721999488610246,0.42818224516656256
0.01,0.03,7,1.0,0.3681619428980899,0.3578727125096342
0.01,0.03,7,1.0,0.36447306177477345,2.355731492641111
0.01,0.03,7,1.0,0.3284423739416478,2.555659693792848
0.01,0.03,7,1.0,0.30373821698599723,2.456926859558499
0.01,0.03,7,1.0,0.3401535498989881,2.58773206777334
0.01,0.03,7,1.0,0.315899049182694,0.32934321929068333
0.01,0.1,0,1.0,0.2624100217126275,0.25197130592104794
0.01,0.1,0,1.0,0.3866186366199082,1.8427457383019097
0.01,0.1,0,1.0,0.299234637747693,2.0378518791925893
0.01,0.1,0,1.0,0.28018671547606033,0.24154486245914808
0.01,0.1,0,1.0,0.2410961730871918,2.02849728830098
0.01,0.1,0,1.0,0.2632562533592,2.1509068948952783
0.01,0.1,0,1.0,0.24368121741504772,0.210327126004299
0.01,0.1,0,1.0,0.35952798347617154,0.4210078544085577
0.01,0.1,0,1.0,0.38203425038633876,1.9535481611637984
0.01,0.1,0,1.0,0.265192189446623,2.104822376114319
0.01,0.1,1,1.0,0.4076195560812873,2.8615797206476272
0.01,0.1,1,1.0,0.30245182686706557,0.26610409090626347
0.01,0.1,1,1.0,0.29031216412741895,2.7625885497053893
0.01,0.1,1,1.0,0.2657951016743214,2.667223934028753
0.01,0.1,1,1.0,0.3377475030947416,2.7429550662721818
