noise_sigma,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.01,0.01,2,1,0.051216238180827475,0.6789521448025486,0.42857142857142855,9
0.01,0.01,2,2,0.04903802964777792,0.67758785533973,0.42857142857142855,9
0.01,0.01,2,3,0.05188143724112053,0.6777199549637282,0.5714285714285714,9
0.01,0.01,2,4,0.05194378821791034,0.6764654234825094,0.5714285714285714,9
0.01,0.01,3,0,0.13468454348865785,0.9632247643844825,0.0,9
0.01,0.01,3,1,0.13249789373001472,0.9614285531521688,0.0,9
0.01,0.01,3,2,0.13460256323984393,0.9630665253220818,0.0,9
0.01,0.01,3,3,0.1329642156012678,0.9643510942770482,0.0,9
0.01,0.01,3,4,0.15215380899263933,0.9641022615628064,0.0,9
0.01,0.01,4,0,0.039813758558140865,0.7847982827016942,0.5714285714285714,9
0.01,0.01,4,1,0.03924727313398523,0.7850172161021217,0.7142857142857143,9
0.01,0.01,4,2,0.0318868803297339,0.7852273990069801,0.7142857142857143,9
0.01,0.01,4,3,0.029125817114822615,0.7844698592529006,0.8571428571428571,9
0.01,0.01,4,4,0.05158819780206238,0.7850276882521692,0.42857142857142855,9
0.01,0.01,5,0,0.11096465465129567,0.7903384041895469,0.42857142857142855,9
0.01,0.01,5,1,0.11340511440564013,0.7928637160372551,0.42857142857142855,9
0.01,0.01,5,2,0.11369529255407002,0.7936167783560167,0.42857142857142855,9
0.01,0.01,5,3,0.1159917028531041,0.7920869002951166,0.42857142857142855,9
0.01,0.01,5,4,0.11299652854461958,0.7921900956364812,0.42857142857142855,9
0.01,0.01,6,0,0.05045402779513973,0.7628718663360077,0.5714285714285714,9
0.01,0.01,6,1,0.053365901517385135,0.7620777219320787,0.5714285714285714,9
0.01,0.01,6,2,0.052894082670616314,0.7617772849750619,0.5714285714285714,9
0.01,0.01,6,3,0.03913743204000275,0.7630225559520989,0.5714285714285714,9
0.01,0.01,6,4,0.038919350143982366,0.7620943302748401,0.5714285714285714,9
0.01,0.01,7,0,0.035807688520060346,0.7924303648390993,0.7142857142857143,9
0.01,0.01,7,1,0.03631301408567923,0.7915203480194232,0.7142857142857143,9
0.01,0.01,7,2,0.044447672765498734,0.7932392087075425,0.5714285714285714,9
0.01,0.01,7,3,0.03179546800001241,0.7939144903439005,0.7142857142857143,9
0.01,0.01,7,4,0.036685251536900006,0.7919971540721894,0.7142857142857143,9
0.01,0.03,0,0,0.11411857153849235,0.7124837247641864,0.2857142857142857,9
0.01,0.03,0,1,0.12486889916326088,0.7129494558674013,0.2857142857142857,9
0.01,0.03,0,2,0.1261846222463573,0.713020435861542,0.2857142857142857,9
0.01,0.03,0,3,0.11270342932194304,0.7118263653484623,0.2857142857142857,9
0.01,0.03,0,4,0.11290742175690154,0.7128199707870174,0.2857142857142857,9
0.01,0.03,1,0,0.024415965712746956,0.8550614312038014,0.7142857142857143,9
0.01,0.03,1,1,0.024686119854292442,0.8599044429096376,0.7142857142857143,9
0.01,0.03,1,2,0.03662988198745471,0.8587639658446907,0.7142857142857143,9
0.01,0.03,1,3,0.024687687069348627,0.8580525489774373,0.7142857142857143,9
0.01,0.03,1,4,0.0245625857846281,0.8577969442677644,0.7142857142857143,9
0.01,0.03,2,0,0.05171781613023293,0.6738636227236355,0.5714285714285714,9
0.01,0.03,2,1,0.05109891127256354,0.6760391109994549,0.42857142857142855,9
0.01,0.03,2,2,0.050295051613758336,0.6746891076448637,0.42857142857142855,9
0.01,0.03,2,3,0.05054615098361933,0.6748232262401396,0.42857142857142855,9
0.01,0.03,2,4,0.051904110820479486,0.6735727468020893,0.5714285714285714,9
0.01,0.03,3,0,0.15332927692421117,0.958979579892687,0.0,9
0.01,0.03,3,1,0.15164403811826424,0.9571693799514488,0.0,9
0.01,0.03,3,2,0.15345374839164785,0.9587914458744725,0.0,9
0.01,0.03,3,3,0.1643856652796101,0.9600753303896142,0.0,9
0.01,0.03,3,4,0.15284558627344558,0.9598306812426404,0.0,9
0.01,0.03,4,0,0.04021765060842017,0.781567304294774,0.5714285714285714,9
0.01,0.03,4,1,0.03713654251081125,0.781765551641239,0.7142857142857143,9
0.01,0.03,4,2,0.03229435732346688,0.781997350822683,0.7142857142857143,9
0.01,0.03,4,3,0.037152134487273517,0.7812542140104044,0.7142857142857143,9
0.01,0.03,4,4,0.04113385106856873,0.7818021709856435,0.5714285714285714,9
