file,event_count,median_duration_fraction,median_sign_coherence,median_shape_concentration,median_peak_to_background_mad,median_curvature_contrast
029_WSD_id_1_WebService_tr_4559_1st_10201.csv,1.0,0.0014257512612415003,0.4806668638564682,0.1714182092587928,4.738227306870052,6.782213239009601
030_WSD_id_2_WebService_tr_4499_1st_4599.csv,7.0,0.0006635700066357001,0.8365351030387709,0.47037715918976025,5.0637123745819395,24.925
031_WSD_id_3_WebService_tr_826_1st_926.csv,1.0,0.0021386268918622505,1.0,0.05171455050973122,2.9368421052631577,5.571428571428571
035_WSD_id_7_WebService_tr_4555_1st_11911.csv,3.0,0.0005488474204171241,0.44159082844820263,0.3874221002813636,4.883890883890884,50.13479623824451
036_WSD_id_8_WebService_tr_4504_1st_6898.csv,2.0,0.00016651865008880995,0.9722914386625985,0.9521123828730245,3.953508615500001,15.487490030217103
037_WSD_id_9_WebService_tr_4583_1st_6214.csv,3.0,0.0007636085960510527,0.7711214470284236,0.452148148148148,2.7627538385339276,36.85087719298246
041_WSD_id_13_WebService_tr_4296_1st_5196.csv,7.0,0.00040730827417665544,0.975273338940286,0.4945332211942807,6.272544724351946,13.95936794582394
042_WSD_id_14_WebService_tr_3015_1st_3115.csv,12.0,0.0005188988420362682,0.8553181004121796,0.459579044673173,6.8959694989106755,21.14123417990317
044_WSD_id_16_WebService_tr_4559_1st_6975.csv,1.0,0.001754770783066462,0.9149063037508676,0.3677986662240864,31.300667693888006,28.208521303258156
046_WSD_id_18_WebService_tr_2357_1st_2457.csv,11.0,0.0006037321624588365,0.7514080742020913,0.4603687724576956,4.624367683191212,22.18918918918919
047_WSD_id_19_WebService_tr_4559_1st_16362.csv,1.0,0.0007677122175915771,0.9991439730351507,0.10464929645283826,6.20952380952381,6.428571428571429
048_WSD_id_20_WebService_tr_4559_1st_11813.csv,2.0,0.0014531695547269137,0.621975794464107,0.2533255861070761,6.22683471776736,17.94717239282457
050_WSD_id_22_WebService_tr_4559_1st_12816.csv,1.0,0.0012612415003290195,0.5040576774966483,0.3325994095330462,6.678085624284078,23.658959537572255
051_WSD_id_23_WebService_tr_3919_1st_5154.csv,4.0,0.0008292931870375095,0.8521418664166021,0.364065697986807,4.5930673457838145,20.889549595141702
052_WSD_id_24_WebService_tr_4559_1st_9102.csv,2.0,0.0009322219785040578,0.9849612240620415,0.55053825590212,12.949371934366553,34.84568181818179
055_WSD_id_27_WebService_tr_3768_1st_3868.csv,8.0,0.0007146391072508383,0.7738851894424557,0.4307993116970208,4.264798600361197,17.190843396866967
056_WSD_id_28_WebService_tr_4559_1st_9689.csv,1.0,0.0020837903048914236,1.0,0.05321298727564148,3.2604333099579494,5.833335850039285
057_WSD_id_29_WebService_tr_2229_1st_2329.csv,1.0,0.001590261022153981,0.9043219707034238,0.37701172119868775,46.49695205842117,119.12496707085778
059_WSD_id_31_WebService_tr_4559_1st_9058.csv,1.0,0.0013709146742706734,0.10181314997360875,0.23853407323927586,6.9152191894127375,18.825242718446603
061_WSD_id_33_WebService_tr_4559_1st_9722.csv,3.0,0.0005483658697082694,0.9616649440947102,0.26883659916372876,6.397205588822355,14.068435754189943
062_WSD_id_34_WebService_tr_3371_1st_3471.csv,16.0,0.000466110989252029,1.0,0.20430368015720468,9.847221089727354,20.249988198215597
063_WSD_id_35_WebService_tr_2290_1st_2390.csv,3.0,0.0013160780872998464,0.2713370311721323,0.5436294848090777,5.493129920297295,66.03535353535356
064_WSD_id_36_WebService_tr_4559_1st_10195.csv,1.0,0.0013709146742706734,0.9454037537277841,0.19222105169368495,5.5382199269125065,5.203157894736842
066_WSD_id_38_WebService_tr_3320_1st_3420.csv,8.0,0.0007103048847120533,0.9248358307385571,0.3907049760891812,5.593014705882355,14.488511373452358
067_WSD_id_39_WebService_tr_4559_1st_13973.csv,1.0,0.002632156174599693,0.9323220799140313,0.11473943083561551,5.458128078817734,27.956375838926174
069_WSD_id_41_WebService_tr_4548_1st_13988.csv,1.0,0.0007145998240985048,0.9592103286814215,0.3101673774056829,5.189292543021033,18.123333333333335
075_WSD_id_47_WebService_tr_3296_1st_3468.csv,4.0,0.000682542090095556,0.6909787321883184,0.46105026785849423,6.250393116937907,18.612178594634734
076_WSD_id_48_WebService_tr_3821_1st_7083.csv,2.0,0.0002944062806673209,0.9921034571243648,0.6818562521508627,33.61281333117577,69.59280848574475
077_WSD_id_49_WebService_tr_3310_1st_3716.csv,6.0,0.0006796043192630069,0.41837030253823526,0.44557210110922485,4.075452196382429,30.092761723009815
078_WSD_id_50_WebService_tr_2449_1st_2549.csv,6.0,0.0006528480496164518,0.8903556173381156,0.4458333764115175,6.445486331849969,22.960129310344826
079_WSD_id_51_WebService_tr_4559_1st_10672.csv,2.0,0.0007402939241061637,0.9816057305478993,0.2481067189574181,5.401876028478787,33.15968366569727
080_WSD_id_52_WebService_tr_1538_1st_1638.csv,15.0,0.0001638717430491069,0.8778013156427698,0.7816141035807964,7.37824638826257,14.216666666666697
082_WSD_id_54_WebService_tr_4437_1st_4805.csv,5.0,0.0009578544061302681,0.9753416769995559,0.12827058760165888,6.82,8.387356462151724
084_WSD_id_56_WebService_tr_4559_1st_9616.csv,1.0,0.0034547049791620967,0.9641985388732832,0.03336045646945282,4.088385580847698,12583894.607748356
086_WSD_id_58_WebService_tr_4436_1st_9529.csv,4.0,0.00016905218077313197,0.9263432482544353,0.8855915985386436,6.678361979818225,23.773684023869095
087_WSD_id_59_WebService_tr_4559_1st_12600.csv,1.0,0.0006032024566790963,0.5944553891433861,0.32962664071586245,5.090725806451613,14.24031007751938
088_WSD_id_60_WebService_tr_4548_1st_5596.csv,4.0,0.0007970098389490463,0.5253766769512884,0.36572331868827784,5.2188516739414945,20.10141854973542
091_WSD_id_63_WebService_tr_500_1st_363.csv,10.0,0.0008228195282501371,0.6975405258580347,0.35398043404343027,3.673554860088365,14.611814345991561
092_WSD_id_64_WebService_tr_500_1st_118.csv,5.0,0.0002192742023900888,1.0,0.5713784636969484,3.4143954816651507,19.1814345991562
