file,event_count,median_duration_fraction,median_sign_coherence,median_shape_concentration,median_peak_to_background_mad,median_curvature_contrast
093_WSD_id_65_WebService_tr_1125_1st_1225.csv,11.0,0.000715110842180538,0.9081618522724125,0.4335351973542928,5.564593301435407,18.39855072463768
095_WSD_id_67_WebService_tr_2182_1st_2282.csv,1.0,0.0007677122175915771,0.9954026712720598,0.3859362377441477,48.13017628994267,174.80008639668125
096_WSD_id_68_WebService_tr_1341_1st_1441.csv,3.0,0.0010238272524199553,0.7631344998807433,0.41203455665684424,3.0070869990224827,11.82857142857143
097_WSD_id_69_WebService_tr_4520_1st_6465.csv,4.0,0.0006083061438920533,0.9322212130762761,0.5021774160641106,6.431334971334971,22.17982905982906
098_WSD_id_70_WebService_tr_3575_1st_3675.csv,3.0,0.0001645097609124808,0.9631283143724788,0.9490762898439744,5.99546485260771,55.96463932107502
100_WSD_id_72_WebService_tr_4559_1st_10254.csv,4.0,0.0006854573371353367,0.9956789496523804,0.26403368952946127,12.344671201814059,22.12087912087912
101_WSD_id_73_WebService_tr_1513_1st_1613.csv,1.0,0.0038933976749287126,0.9944951638210118,0.02626879357029838,4.991037735849057,5.967320261437909
102_WSD_id_74_WebService_tr_3306_1st_3639.csv,3.0,0.0007560293339381568,0.3505033337691201,0.3601778010197411,5.249679897567222,12.398576512455517
103_WSD_id_75_WebService_tr_1375_1st_1475.csv,4.0,0.0008801364211452774,0.9123407148762492,0.2803295370020741,4.338921352619983,15.268715125408875
104_WSD_id_76_WebService_tr_3047_1st_3147.csv,12.0,0.0005529750055297501,0.8020970545377417,0.44439046914240776,4.925005227330809,20.89040404040404
105_WSD_id_77_WebService_tr_2348_1st_2448.csv,9.0,0.000544069640914037,0.8835882218671536,0.4469982847341338,5.361386138613861,25.72897196261682
109_WSD_id_81_WebService_tr_3175_1st_3275.csv,8.0,0.0005260826226603167,0.9986993263620264,0.23229838346727336,105.88198762253255,43.47561287027579
111_WSD_id_83_WebService_tr_3934_1st_7531.csv,1.0,0.00019064565327910524,0.9575450522670429,0.9787725261335214,14.468134885638515,39.96761658031089
112_WSD_id_84_WebService_tr_2442_1st_2542.csv,6.0,0.0005168661588683352,0.807309760636097,0.4708708791577318,6.421312403916175,19.527737958715598
114_WSD_id_86_WebService_tr_500_1st_403.csv,8.0,0.000575563229731952,0.9335937686493517,0.5164304999019669,5.249377289377289,25.365102091633467
115_WSD_id_87_WebService_tr_2252_1st_2352.csv,14.0,0.0006039310420555617,0.7834890984360177,0.44451082550446724,5.521513868705377,17.35507755047466
116_WSD_id_88_WebService_tr_3934_1st_13861.csv,1.0,0.00031774275546517537,0.892925430210325,0.45315487571701724,5.642857142857143,6.352941176470588
118_WSD_id_90_WebService_tr_4559_1st_6317.csv,1.0,0.0001645097609124808,0.9401778496362169,0.9453686763391909,6.787536276157016,59.01986754966901
119_WSD_id_91_WebService_tr_4559_1st_12353.csv,1.0,0.001864443957008116,0.95108058301223,0.14516890727880213,6.345012434374136,17.52962962962963
120_WSD_id_92_WebService_tr_2329_1st_2429.csv,9.0,0.0005734602592040372,0.7920728342836121,0.48013847929221687,4.7966993108451215,27.40221402214022
121_WSD_id_93_WebService_tr_4559_1st_11749.csv,3.0,0.0007677122175915771,0.9981267827493722,0.328307522015215,6.00951048951049,17.08049535603715
122_WSD_id_94_WebService_tr_4559_1st_8618.csv,2.0,0.0015354244351831541,0.4971847921947039,0.39334071749810784,7.026059039000216,43.79113737075338
123_WSD_id_95_WebService_tr_4559_1st_4901.csv,6.0,0.0001645097609124808,0.9591348989268768,0.9468930606825436,6.231988969320923,45.75577276407574
124_WSD_id_96_WebService_tr_4559_1st_14350.csv,1.0,0.0005483658697082694,0.9283414975507347,0.19566130160951717,6.3545454545454545,5.565217391304348
127_WSD_id_99_WebService_tr_1164_1st_1264.csv,11.0,0.0005497526113249038,0.80914700758806,0.4363328751189594,4.628496042216359,18.782258064516128
129_WSD_id_101_WebService_tr_4448_1st_9592.csv,3.0,0.00016859615600764303,0.9646036995080726,0.9007533571386465,5.999998410550381,21.889234553963092
131_WSD_id_103_WebService_tr_4573_1st_7021.csv,1.0,0.0007106155023504974,0.9463460434081109,0.29266291714902964,2.6367182687964528,16.191601049868765
132_WSD_id_104_WebService_tr_4037_1st_4137.csv,2.0,0.0012612415003290195,0.7772215538395666,0.19639572849703518,10.852792570625914,24.963761174968095
133_WSD_id_105_WebService_tr_3934_1st_5937.csv,1.0,0.0009532282663955262,0.9913419913419913,0.1748917748917749,6.487958734012963,6.0
134_WSD_id_106_WebService_tr_4559_1st_7990.csv,3.0,0.0013160780872998464,0.9701354828599758,0.1312802129161914,9.260536398467435,12.465686274509808
135_WSD_id_107_WebService_tr_3779_1st_3879.csv,4.0,0.0008706307235908681,0.9771359336224904,0.18337199712948374,11.32422969187675,13.806451612903226
138_WSD_id_110_WebService_tr_4584_1st_6039.csv,1.0,0.0007089877835951134,0.20057042056151803,0.4615130982409284,4.468316041500398,76.91111111111111
