reference,competitor,mean_difference_reference_minus_competitor,bootstrap_95_low,bootstrap_95_high,reference_win_rate,exact_sign_p,holm_adjusted_p
hcrd_thresholded,emd_residue,-0.025193643109520082,-0.036703135410321476,-0.014771704357318217,0.86,8.284451872080076e-14,8.284451872080076e-14
hcrd_thresholded,gaussian_oracle,-0.030043368860615476,-0.039867116600248775,-0.019330969873722667,0.98,7.969072864542661e-27,1.5938145729085323e-26
hcrd_thresholded,hcrd_adaptive_guided,-0.010142744557121865,-0.01432863274494977,-0.003252579135650505,0.99,1.5934990285464438e-28,7.967495142732219e-28
hcrd_thresholded,hcrd_centered,-0.7585173220164529,-0.7961623747886154,-0.7217257179445359,1.0,1.5777218104420236e-30,9.466330862652142e-30
hcrd_thresholded,l1_trend_oracle,-0.03834292597142659,-0.04359986196850078,-0.031167177987045387,0.99,1.5934990285464438e-28,7.967495142732219e-28
hcrd_thresholded,vmd_low_mode,-0.03079584540103638,-0.03864349764114,-0.02181774062761399,0.99,1.5934990285464438e-28,7.967495142732219e-28
