baseline_mse,knot_count,latent_index,method,noise_sigma,repetition,target_knot_f1
0.9459151730575177,101,20,hcrd_raw,0.01,1,0.1320754716981132
0.47732328734413937,2,20,hcrd_robust,0.01,1,0.0
0.07166398791237528,11,20,hcrd_gaussian_guided,0.01,1,0.375
0.07138911770286703,11,20,hcrd_adaptive_guided,0.01,1,0.375
0.0775680245708626,9,20,hcrd_quadratic_guided,0.01,1,0.5714285714285714
0.9563870157567499,104,20,hcrd_raw,0.01,2,0.12844036697247707
0.4543752101796653,2,20,hcrd_robust,0.01,2,0.0
0.07149776497909305,11,20,hcrd_gaussian_guided,0.01,2,0.375
0.07128148110176466,11,20,hcrd_adaptive_guided,0.01,2,0.375
0.0767049274846133,9,20,hcrd_quadratic_guided,0.01,2,0.5714285714285714
0.9363087311416688,96,20,hcrd_raw,0.01,3,0.1188118811881188
0.14327348110211713,3,20,hcrd_robust,0.01,3,0.25
0.07047003232780055,11,20,hcrd_gaussian_guided,0.01,3,0.375
0.07014830833647094,11,20,hcrd_adaptive_guided,0.01,3,0.375
0.07645994526670404,9,20,hcrd_quadratic_guided,0.01,3,0.5714285714285714
0.9538983225309647,97,20,hcrd_raw,0.01,4,0.1372549019607843
0.14171245976720254,3,20,hcrd_robust,0.01,4,0.25
0.06942038808650972,11,20,hcrd_gaussian_guided,0.01,4,0.375
0.056900252053365165,10,20,hcrd_adaptive_guided,0.01,4,0.39999999999999997
0.07756761738113715,9,20,hcrd_quadratic_guided,0.01,4,0.5714285714285714
0.9446345645283987,100,20,hcrd_raw,0.01,5,0.13333333333333333
0.46453656493948314,2,20,hcrd_robust,0.01,5,0.0
0.07122222469149672,11,20,hcrd_gaussian_guided,0.01,5,0.375
0.057206476749403504,10,20,hcrd_adaptive_guided,0.01,5,0.39999999999999997
0.07686344243139528,9,20,hcrd_quadratic_guided,0.01,5,0.5714285714285714
0.9439201215313948,97,20,hcrd_raw,0.01,6,0.1372549019607843
0.472467041232962,2,20,hcrd_robust,0.01,6,0.0
0.07191823044030642,11,20,hcrd_gaussian_guided,0.01,6,0.375
0.060975097343787796,10,20,hcrd_adaptive_guided,0.01,6,0.39999999999999997
0.07738731730035547,9,20,hcrd_quadratic_guided,0.01,6,0.5714285714285714
0.943949738763582,98,20,hcrd_raw,0.01,7,0.13592233009708737
0.46213941394791325,2,20,hcrd_robust,0.01,7,0.0
0.06912820570532233,11,20,hcrd_gaussian_guided,0.01,7,0.375
0.05169440207838909,9,20,hcrd_adaptive_guided,0.01,7,0.42857142857142855
0.07657783696062291,9,20,hcrd_quadratic_guided,0.01,7,0.5714285714285714
0.939227442757437,93,20,hcrd_raw,0.01,8,0.14285714285714288
0.09132977381671617,3,20,hcrd_robust,0.01,8,0.25
0.07095346421551046,11,20,hcrd_gaussian_guided,0.01,8,0.375
0.05670873290288931,10,20,hcrd_adaptive_guided,0.01,8,0.39999999999999997
0.07678018481587064,9,20,hcrd_quadratic_guided,0.01,8,0.5714285714285714
0.9495545707198193,100,20,hcrd_raw,0.01,9,0.13333333333333333
0.46831303088141835,2,20,hcrd_robust,0.01,9,0.0
0.06904200731928438,11,20,hcrd_gaussian_guided,0.01,9,0.375
0.056354110305014464,10,20,hcrd_adaptive_guided,0.01,9,0.39999999999999997
0.07690832199979035,9,20,hcrd_quadratic_guided,0.01,9,0.5714285714285714
1.0119272521691787,93,21,hcrd_raw,0.01,0,0.14285714285714288
0.2038935431037514,2,21,hcrd_robust,0.01,0,0.0
0.06594118096853674,11,21,hcrd_gaussian_guided,0.01,0,0.5
0.06572241698137103,11,21,hcrd_adaptive_guided,0.01,0,0.5
0.07059808469345794,9,21,hcrd_quadratic_guided,0.01,0,0.7142857142857143
1.0500408403192136,108,21,hcrd_raw,0.01,1,0.1238938053097345
0.21445544926696497,2,21,hcrd_robust,0.01,1,0.0
0.06571882453270678,11,21,hcrd_gaussian_guided,0.01,1,0.5
0.03892010123242012,9,21,hcrd_adaptive_guided,0.01,1,0.5714285714285714
0.0702300636336141,9,21,hcrd_quadratic_guided,0.01,1,0.7142857142857143
1.0419937226568963,99,21,hcrd_raw,0.01,2,0.1346153846153846
0.2115659648265216,2,21,hcrd_robust,0.01,2,0.0
0.07212119593882532,11,21,hcrd_gaussian_guided,0.01,2,0.5
0.07196650007293037,11,21,hcrd_adaptive_guided,0.01,2,0.5
0.07108851468767817,9,21,hcrd_quadratic_guided,0.01,2,0.7142857142857143
1.0396696271401045,93,21,hcrd_raw,0.01,3,0.14285714285714288
0.2367089432445277,3,21,hcrd_robust,0.01,3,0.25
0.07255164489493408,11,21,hcrd_gaussian_guided,0.01,3,0.5
0.07237905541652076,11,21,hcrd_adaptive_guided,0.01,3,0.5
0.0710795299547938,9,21,hcrd_quadratic_guided,0.01,3,0.7142857142857143
1.0377763218852099,96,21,hcrd_raw,0.01,4,0.1386138613861386
0.2094328082552103,2,21,hcrd_robust,0.01,4,0.0
0.06562727983263596,11,21,hcrd_gaussian_guided,0.01,4,0.5
0.06531579512112419,11,21,hcrd_adaptive_guided,0.01,4,0.5
0.0667337639259703,9,21,hcrd_quadratic_guided,0.01,4,0.7142857142857143
1.0457469368374057,97,21,hcrd_raw,0.01,5,0.1372549019607843
0.20479802345376513,2,21,hcrd_robust,0.01,5,0.0
0.06604786507560044,11,21,hcrd_gaussian_guided,0.01,5,0.5
0.06602440556482339,11,21,hcrd_adaptive_guided,0.01,5,0.5
0.06628595684229845,9,21,hcrd_quadratic_guided,0.01,5,0.7142857142857143
1.0292233096701988,93,21,hcrd_raw,0.01,6,0.12244897959183673
0.2036530330672849,2,21,hcrd_robust,0.01,6,0.0
0.06612814954172241,11,21,hcrd_gaussian_guided,0.01,6,0.5
0.06598517686515738,11,21,hcrd_adaptive_guided,0.01,6,0.5
0.07094724105330479,9,21,hcrd_quadratic_guided,0.01,6,0.7142857142857143
1.0368346643465536,96,21,hcrd_raw,0.01,7,0.1386138613861386
0.20835787402504483,2,21,hcrd_robust,0.01,7,0.0
0.06413130589971029,11,21,hcrd_gaussian_guided,0.01,7,0.5
0.06377629693768255,11,21,hcrd_adaptive_guided,0.01,7,0.5
0.0703039570180882,9,21,hcrd_quadratic_guided,0.01,7,0.7142857142857143
1.0406733837796225,95,21,hcrd_raw,0.01,8,0.14
0.20695629604679416,2,21,hcrd_robust,0.01,8,0.0
0.0772557718235924,11,21,hcrd_gaussian_guided,0.01,8,0.5
0.065490990344147,11,21,hcrd_adaptive_guided,0.01,8,0.5
0.06683566848351548,9,21,hcrd_quadratic_guided,0.01,8,0.7142857142857143
1.0029674569549025,92,21,hcrd_raw,0.01,9,0.1443298969072165
0.20732493411118508,2,21,hcrd_robust,0.01,9,0.0
0.06504475674151909,11,21,hcrd_gaussian_guided,0.01,9,0.5
0.06492950573274829,11,21,hcrd_adaptive_guided,0.01,9,0.5
0.0708050797597886,9,21,hcrd_quadratic_guided,0.01,9,0.7142857142857143
1.030545815012117,96,22,hcrd_raw,0.01,0,0.1386138613861386
0.7264048267148521,2,22,hcrd_robust,0.01,0,0.0
0.09936196325064738,11,22,hcrd_gaussian_guided,0.01,0,0.5
0.10933469101488649,11,22,hcrd_adaptive_guided,0.01,0,0.375
0.09292357768677402,9,22,hcrd_quadratic_guided,0.01,0,0.7142857142857143
1.0384620274169916,105,22,hcrd_raw,0.01,1,0.12727272727272726
0.7055209555218994,2,22,hcrd_robust,0.01,1,0.0
0.1060826822051941,11,22,hcrd_gaussian_guided,0.01,1,0.5
0.10606133510862467,11,22,hcrd_adaptive_guided,0.01,1,0.5
0.09258680706540974,9,22,hcrd_quadratic_guided,0.01,1,0.7142857142857143
1.0166073459097988,86,22,hcrd_raw,0.01,2,0.15384615384615385
0.6985660068568653,2,22,hcrd_robust,0.01,2,0.0
0.10741098481483276,11,22,hcrd_gaussian_guided,0.01,2,0.5
0.07323293841536702,10,22,hcrd_adaptive_guided,0.01,2,0.5333333333333333
0.09293719863367127,9,22,hcrd_quadratic_guided,0.01,2,0.7142857142857143
1.0219504516752584,93,22,hcrd_raw,0.01,3,0.14285714285714288
0.7059054655469593,2,22,hcrd_robust,0.01,3,0.0
0.09526787776752921,11,22,hcrd_gaussian_guided,0.01,3,0.6250000000000001
0.09481020198880953,11,22,hcrd_adaptive_guided,0.01,3,0.6250000000000001
0.093477038241138,9,22,hcrd_quadratic_guided,0.01,3,0.7142857142857143
1.0171673896792395,87,22,hcrd_raw,0.01,4,0.15217391304347827
0.6962889985812171,2,22,hcrd_robust,0.01,4,0.0
0.10792664470392914,11,22,hcrd_gaussian_guided,0.01,4,0.5
0.07398996498862462,10,22,hcrd_adaptive_guided,0.01,4,0.5333333333333333
0.0930630167625707,9,22,hcrd_quadratic_guided,0.01,4,0.7142857142857143
1.0298026718880535,98,22,hcrd_raw,0.01,5,0.13592233009708737
0.690056397345516,2,22,hcrd_robust,0.01,5,0.0
0.09601245331932708,11,22,hcrd_gaussian_guided,0.01,5,0.6250000000000001
0.07764132505979524,11,22,hcrd_adaptive_guided,0.01,5,0.6250000000000001
0.09337246694589142,9,22,hcrd_quadratic_guided,0.01,5,0.7142857142857143
1.024382650168873,103,22,hcrd_raw,0.01,6,0.12962962962962962
0.7137739098680184,2,22,hcrd_robust,0.01,6,0.0
0.11007782079084415,11,22,hcrd_gaussian_guided,0.01,6,0.375
0.11007315665140092,11,22,hcrd_adaptive_guided,0.01,6,0.375
0.09226256483687627,9,22,hcrd_quadratic_guided,0.01,6,0.7142857142857143
1.0293353440187323,101,22,hcrd_raw,0.01,7,0.1320754716981132
0.7133063985188464,2,22,hcrd_robust,0.01,7,0.0
0.11145067662644087,11,22,hcrd_gaussian_guided,0.01,7,0.375
0.1114025536267828,11,22,hcrd_adaptive_guided,0.01,7,0.375
0.09366751001800872,9,22,hcrd_quadratic_guided,0.01,7,0.7142857142857143
1.034233986338677,100,22,hcrd_raw,0.01,8,0.13333333333333333
0.24838697092265266,3,22,hcrd_robust,0.01,8,0.25
0.11528314799885327,11,22,hcrd_gaussian_guided,0.01,8,0.375
0.09564517302394844,11,22,hcrd_adaptive_guided,0.01,8,0.375
0.09238237186093433,9,22,hcrd_quadratic_guided,0.01,8,0.7142857142857143
1.0270167427806214,94,22,hcrd_raw,0.01,9,0.1414141414141414
0.7003141786830017,2,22,hcrd_robust,0.01,9,0.0
0.10683225052514558,11,22,hcrd_gaussian_guided,0.01,9,0.5
0.05258341241917458,9,22,hcrd_adaptive_guided,0.01,9,0.5714285714285714
0.09263649223734952,9,22,hcrd_quadratic_guided,0.01,9,0.7142857142857143
0.7609601891537917,102,23,hcrd_raw,0.01,0,0.13084112149532712
0.12504128299597608,2,23,hcrd_robust,0.01,0,0.0
0.10863291060725508,11,23,hcrd_gaussian_guided,0.01,0,0.25
0.08397589215530508,9,23,hcrd_adaptive_guided,0.01,0,0.2857142857142857
0.09437490622621168,9,23,hcrd_quadratic_guided,0.01,0,0.7142857142857143
0.7602212055727355,108,23,hcrd_raw,0.01,1,0.1238938053097345
0.12568940716788446,2,23,hcrd_robust,0.01,1,0.0
0.10227983973247136,11,23,hcrd_gaussian_guided,0.01,1,0.375
0.07785247386941577,9,23,hcrd_adaptive_guided,0.01,1,0.42857142857142855
0.09538664341724587,9,23,hcrd_quadratic_guided,0.01,1,0.7142857142857143
0.7599611148046538,103,23,hcrd_raw,0.01,2,0.12962962962962962
0.13455659169533032,2,23,hcrd_robust,0.01,2,0.0
0.09472992367983421,11,23,hcrd_gaussian_guided,0.01,2,0.5
0.06910247573215049,9,23,hcrd_adaptive_guided,0.01,2,0.5714285714285714
0.09467954391582396,9,23,hcrd_quadratic_guided,0.01,2,0.7142857142857143
0.7588934064560086,100,23,hcrd_raw,0.01,3,0.13333333333333333
0.12983930112614475,2,23,hcrd_robust,0.01,3,0.0
0.10722363928664415,10,23,hcrd_gaussian_guided,0.01,3,0.26666666666666666
0.08378037090126929,9,23,hcrd_adaptive_guided,0.01,3,0.2857142857142857
0.09805785322588023,9,23,hcrd_quadratic_guided,0.01,3,0.5714285714285714
0.7606436473934028,111,23,hcrd_raw,0.01,4,0.1206896551724138
0.12721930626810077,2,23,hcrd_robust,0.01,4,0.0
0.10173265402361234,11,23,hcrd_gaussian_guided,0.01,4,0.375
0.07754113095345175,9,23,hcrd_adaptive_guided,0.01,4,0.42857142857142855
0.09535339695106633,9,23,hcrd_quadratic_guided,0.01,4,0.7142857142857143
0.761723465529595,103,23,hcrd_raw,0.01,5,0.12962962962962962
0.13105115290635974,2,23,hcrd_robust,0.01,5,0.0
0.10301087691439105,11,23,hcrd_gaussian_guided,0.01,5,0.375
0.07765122892220637,9,23,hcrd_adaptive_guided,0.01,5,0.42857142857142855
0.09508223908380442,9,23,hcrd_quadratic_guided,0.01,5,0.7142857142857143
0.7160510073926495,100,23,hcrd_raw,0.01,6,0.11428571428571428
0.12741542618691032,2,23,hcrd_robust,0.01,6,0.0
0.11555829006319898,11,23,hcrd_gaussian_guided,0.01,6,0.125
0.09121013724437668,9,23,hcrd_adaptive_guided,0.01,6,0.14285714285714285
0.09487437921436952,9,23,hcrd_quadratic_guided,0.01,6,0.7142857142857143
0.7614142683162548,100,23,hcrd_raw,0.01,7,0.09523809523809523
0.12992647070601485,2,23,hcrd_robust,0.01,7,0.0
0.11024366508845206,11,23,hcrd_gaussian_guided,0.01,7,0.25
0.08564166063668109,9,23,hcrd_adaptive_guided,0.01,7,0.2857142857142857
0.0951953309530857,9,23,hcrd_quadratic_guided,0.01,7,0.7142857142857143
0.7477832296318897,97,23,hcrd_raw,0.01,8,0.11764705882352942
0.12895721930568754,2,23,hcrd_robust,0.01,8,0.0
0.11575800765365553,11,23,hcrd_gaussian_guided,0.01,8,0.125
0.11575925396311444,11,23,hcrd_adaptive_guided,0.01,8,0.125
0.09501988077657449,9,23,hcrd_quadratic_guided,0.01,8,0.7142857142857143
0.7534507336986356,100,23,hcrd_raw,0.01,9,0.13333333333333333
0.13163448852795326,2,23,hcrd_robust,0.01,9,0.0
0.10086290823153866,11,23,hcrd_gaussian_guided,0.01,9,0.375
0.07559215042128402,9,23,hcrd_adaptive_guided,0.01,9,0.42857142857142855
0.09501091841973085,9,23,hcrd_quadratic_guided,0.01,9,0.7142857142857143
0.5565340114960604,104,24,hcrd_raw,0.01,0,0.12844036697247707
0.7201410758468899,2,24,hcrd_robust,0.01,0,0.0
0.04389724845159455,11,24,hcrd_gaussian_guided,0.01,0,0.5
0.024775863120646772,9,24,hcrd_adaptive_guided,0.01,0,0.7142857142857143
0.03780051887310493,9,24,hcrd_quadratic_guided,0.01,0,0.5714285714285714
0.5535432938818715,98,24,hcrd_raw,0.01,1,0.11650485436893204
0.734669793748249,2,24,hcrd_robust,0.01,1,0.0
0.04457852156019417,11,24,hcrd_gaussian_guided,0.01,1,0.5
0.028590106807656317,9,24,hcrd_adaptive_guided,0.01,1,0.5714285714285714
0.037547436407853026,9,24,hcrd_quadratic_guided,0.01,1,0.5714285714285714
0.5579731347797858,110,24,hcrd_raw,0.01,2,0.1217391304347826
0.7192233848476641,2,24,hcrd_robust,0.01,2,0.0
0.03622706150505534,11,24,hcrd_gaussian_guided,0.01,2,0.6250000000000001
0.03550911471095617,10,24,hcrd_adaptive_guided,0.01,2,0.6666666666666666
0.037693228714355625,9,24,hcrd_quadratic_guided,0.01,2,0.5714285714285714
0.5574903493500947,106,24,hcrd_raw,0.01,3,0.12612612612612611
0.7073461734381028,2,24,hcrd_robust,0.01,3,0.0
0.042156259834179234,11,24,hcrd_gaussian_guided,0.01,3,0.6250000000000001
0.026183886939207063,9,24,hcrd_adaptive_guided,0.01,3,0.7142857142857143
0.03763927645733352,9,24,hcrd_quadratic_guided,0.01,3,0.5714285714285714
0.5569597263802767,107,24,hcrd_raw,0.01,4,0.125
0.7234344270102322,2,24,hcrd_robust,0.01,4,0.0
0.041891046497246905,11,24,hcrd_gaussian_guided,0.01,4,0.6250000000000001
0.025878156837038306,9,24,hcrd_adaptive_guided,0.01,4,0.7142857142857143
0.03785010211005132,9,24,hcrd_quadratic_guided,0.01,4,0.5714285714285714
0.5581537457544603,108,24,hcrd_raw,0.01,5,0.1238938053097345
0.7248188233070593,2,24,hcrd_robust,0.01,5,0.0
0.04596752051812179,11,24,hcrd_gaussian_guided,0.01,5,0.5
0.02994143743944581,9,24,hcrd_adaptive_guided,0.01,5,0.5714285714285714
0.037602593219024774,9,24,hcrd_quadratic_guided,0.01,5,0.5714285714285714
0.5602238831995923,112,24,hcrd_raw,0.01,6,0.11965811965811964
0.7166064346065203,2,24,hcrd_robust,0.01,6,0.0
0.04421800041203978,11,24,hcrd_gaussian_guided,0.01,6,0.5
0.028175176397912526,9,24,hcrd_adaptive_guided,0.01,6,0.5714285714285714
0.0375749807499706,9,24,hcrd_quadratic_guided,0.01,6,0.5714285714285714
0.5582624133379629,108,24,hcrd_raw,0.01,7,0.1238938053097345
0.7107981098645992,2,24,hcrd_robust,0.01,7,0.0
0.03931611961238293,11,24,hcrd_gaussian_guided,0.01,7,0.5
0.031137202067544376,9,24,hcrd_adaptive_guided,0.01,7,0.42857142857142855
0.037828567988795886,9,24,hcrd_quadratic_guided,0.01,7,0.5714285714285714
0.5545684559527297,104,24,hcrd_raw,0.01,8,0.12844036697247707
0.7004598318758583,2,24,hcrd_robust,0.01,8,0.0
0.03846330682933975,11,24,hcrd_gaussian_guided,0.01,8,0.5
0.02239512743081564,9,24,hcrd_adaptive_guided,0.01,8,0.5714285714285714
0.03804979210380722,9,24,hcrd_quadratic_guided,0.01,8,0.5714285714285714
0.5553658210269089,109,24,hcrd_raw,0.01,9,0.12280701754385964
0.717781676724041,2,24,hcrd_robust,0.01,9,0.0
0.04890250300014311,11,24,hcrd_gaussian_guided,0.01,9,0.375
0.032755311868373535,9,24,hcrd_adaptive_guided,0.01,9,0.42857142857142855
0.03793720368752793,9,24,hcrd_quadratic_guided,0.01,9,0.5714285714285714
0.8775951308458563,102,25,hcrd_raw,0.01,0,0.13084112149532712
0.6096395980864905,2,25,hcrd_robust,0.01,0,0.0
0.1378635151629082,11,25,hcrd_gaussian_guided,0.01,0,0.125
0.09646313059773841,9,25,hcrd_adaptive_guided,0.01,0,0.14285714285714285
0.10936494187671858,9,25,hcrd_quadratic_guided,0.01,0,0.5714285714285714
0.8896194046491231,105,25,hcrd_raw,0.01,1,0.12727272727272726
0.6103425661686736,2,25,hcrd_robust,0.01,1,0.0
0.12053738170990196,11,25,hcrd_gaussian_guided,0.01,1,0.125
0.1205284275963477,11,25,hcrd_adaptive_guided,0.01,1,0.125
0.10836846213405789,9,25,hcrd_quadratic_guided,0.01,1,0.5714285714285714
0.8736865356219097,92,25,hcrd_raw,0.01,2,0.1443298969072165
0.6166288349837056,2,25,hcrd_robust,0.01,2,0.0
0.12223194615599375,11,25,hcrd_gaussian_guided,0.01,2,0.125
0.12220419260308078,11,25,hcrd_adaptive_guided,0.01,2,0.125
0.10882497414226512,9,25,hcrd_quadratic_guided,0.01,2,0.5714285714285714
0.8875916519173884,100,25,hcrd_raw,0.01,3,0.13333333333333333
0.1840188129214254,3,25,hcrd_robust,0.01,3,0.25
0.13600764560696646,11,25,hcrd_gaussian_guided,0.01,3,0.125
0.12052370113540213,11,25,hcrd_adaptive_guided,0.01,3,0.125
0.10878404888624453,9,25,hcrd_quadratic_guided,0.01,3,0.5714285714285714
0.9006535466636518,111,25,hcrd_raw,0.01,4,0.1206896551724138
0.589684567796852,2,25,hcrd_robust,0.01,4,0.0
0.12052569706797937,11,25,hcrd_gaussian_guided,0.01,4,0.125
0.09601784548987026,9,25,hcrd_adaptive_guided,0.01,4,0.14285714285714285
0.10915434456835224,9,25,hcrd_quadratic_guided,0.01,4,0.5714285714285714
0.8756710218609906,101,25,hcrd_raw,0.01,5,0.11320754716981131
0.3510111457562046,3,25,hcrd_robust,0.01,5,0.25
0.1371390307528924,11,25,hcrd_gaussian_guided,0.01,5,0.125
0.12106662217161077,11,25,hcrd_adaptive_guided,0.01,5,0.125
0.1087804433454087,9,25,hcrd_quadratic_guided,0.01,5,0.5714285714285714
0.8875078972852617,103,25,hcrd_raw,0.01,6,0.12962962962962962
0.6067362799125414,2,25,hcrd_robust,0.01,6,0.0
0.1327339311007897,11,25,hcrd_gaussian_guided,0.01,6,0.25
0.13273439533006548,11,25,hcrd_adaptive_guided,0.01,6,0.25
0.10866427738122353,9,25,hcrd_quadratic_guided,0.01,6,0.5714285714285714
0.887005869256532,96,25,hcrd_raw,0.01,7,0.1386138613861386
0.6200077355218819,2,25,hcrd_robust,0.01,7,0.0
0.1378972241789334,11,25,hcrd_gaussian_guided,0.01,7,0.125
0.09635953395067023,9,25,hcrd_adaptive_guided,0.01,7,0.14285714285714285
0.10920279364282524,9,25,hcrd_quadratic_guided,0.01,7,0.5714285714285714
0.8468731492224029,94,25,hcrd_raw,0.01,8,0.12121212121212122
0.6092373790283996,2,25,hcrd_robust,0.01,8,0.0
0.12201728507563879,11,25,hcrd_gaussian_guided,0.01,8,0.125
0.12194474147622926,11,25,hcrd_adaptive_guided,0.01,8,0.125
0.10974319550558578,9,25,hcrd_quadratic_guided,0.01,8,0.5714285714285714
0.8860189277457118,105,25,hcrd_raw,0.01,9,0.12727272727272726
0.19071708030675008,3,25,hcrd_robust,0.01,9,0.25
0.12161032384363,11,25,hcrd_gaussian_guided,0.01,9,0.125
0.12149235519750076,11,25,hcrd_adaptive_guided,0.01,9,0.125
0.10891807114616173,9,25,hcrd_quadratic_guided,0.01,9,0.5714285714285714
0.4590316570743908,111,26,hcrd_raw,0.01,0,0.10344827586206896
0.27294473665805424,2,26,hcrd_robust,0.01,0,0.0
0.06670317319071026,11,26,hcrd_gaussian_guided,0.01,0,0.125
0.04883213828322341,9,26,hcrd_adaptive_guided,0.01,0,0.14285714285714285
0.051783354625351184,9,26,hcrd_quadratic_guided,0.01,0,0.7142857142857143
0.46420633113953136,113,26,hcrd_raw,0.01,1,0.11864406779661016
0.2786447818813134,2,26,hcrd_robust,0.01,1,0.0
0.06442900978565702,11,26,hcrd_gaussian_guided,0.01,1,0.125
0.047054382387724455,9,26,hcrd_adaptive_guided,0.01,1,0.14285714285714285
0.05172308752023606,9,26,hcrd_quadratic_guided,0.01,1,0.7142857142857143
0.4527412891783175,102,26,hcrd_raw,0.01,2,0.13084112149532712
0.27340868852863676,2,26,hcrd_robust,0.01,2,0.0
0.05842156956946711,11,26,hcrd_gaussian_guided,0.01,2,0.25
0.047845486982625654,9,26,hcrd_adaptive_guided,0.01,2,0.14285714285714285
0.05120813474972901,9,26,hcrd_quadratic_guided,0.01,2,0.7142857142857143
0.4655289275242653,111,26,hcrd_raw,0.01,3,0.10344827586206896
0.27276129336015964,2,26,hcrd_robust,0.01,3,0.0
0.06304382962125239,11,26,hcrd_gaussian_guided,0.01,3,0.125
0.044484562623912614,9,26,hcrd_adaptive_guided,0.01,3,0.14285714285714285
0.051415825016730525,9,26,hcrd_quadratic_guided,0.01,3,0.7142857142857143
0.46391000603197935,111,26,hcrd_raw,0.01,4,0.10344827586206896
0.2826060355155321,2,26,hcrd_robust,0.01,4,0.0
0.05851150930410519,11,26,hcrd_gaussian_guided,0.01,4,0.25
0.04106089944186134,9,26,hcrd_adaptive_guided,0.01,4,0.2857142857142857
0.051225396384826635,9,26,hcrd_quadratic_guided,0.01,4,0.7142857142857143
0.4638950362006203,108,26,hcrd_raw,0.01,5,0.08849557522123895
0.28082581906667275,2,26,hcrd_robust,0.01,5,0.0
0.06181051747256592,11,26,hcrd_gaussian_guided,0.01,5,0.25
0.04460722505951766,9,26,hcrd_adaptive_guided,0.01,5,0.2857142857142857
0.051755815613551956,9,26,hcrd_quadratic_guided,0.01,5,0.7142857142857143
0.4566906989027117,99,26,hcrd_raw,0.01,6,0.09615384615384615
0.2752161512990087,2,26,hcrd_robust,0.01,6,0.0
0.06325923235881653,11,26,hcrd_gaussian_guided,0.01,6,0.125
0.044862643575284654,9,26,hcrd_adaptive_guided,0.01,6,0.14285714285714285
0.05160887664892862,9,26,hcrd_quadratic_guided,0.01,6,0.7142857142857143
0.46244594163365765,112,26,hcrd_raw,0.01,7,0.11965811965811964
0.2831369460136289,2,26,hcrd_robust,0.01,7,0.0
0.06321790510850328,11,26,hcrd_gaussian_guided,0.01,7,0.125
0.045715760713166236,9,26,hcrd_adaptive_guided,0.01,7,0.14285714285714285
0.05188090003080309,9,26,hcrd_quadratic_guided,0.01,7,0.7142857142857143
0.4667653553833262,114,26,hcrd_raw,0.01,8,0.11764705882352941
0.2837668840103425,2,26,hcrd_robust,0.01,8,0.0
0.05905522441954082,11,26,hcrd_gaussian_guided,0.01,8,0.25
0.0415820515354833,9,26,hcrd_adaptive_guided,0.01,8,0.2857142857142857
0.05148779171102399,9,26,hcrd_quadratic_guided,0.01,8,0.7142857142857143
0.46206052885538934,106,26,hcrd_raw,0.01,9,0.12612612612612611
0.305184630968254,3,26,hcrd_robust,0.01,9,0.25
0.06630160397941928,11,26,hcrd_gaussian_guided,0.01,9,0.125
0.046002255714259276,9,26,hcrd_adaptive_guided,0.01,9,0.14285714285714285
0.05145440738476482,9,26,hcrd_quadratic_guided,0.01,9,0.7142857142857143
0.6758008663641163,105,27,hcrd_raw,0.01,0,0.12727272727272726
0.07108263285181185,2,27,hcrd_robust,0.01,0,0.0
0.08369524444990627,11,27,hcrd_gaussian_guided,0.01,0,0.25
0.08372785644480037,11,27,hcrd_adaptive_guided,0.01,0,0.25
0.06611086715883235,9,27,hcrd_quadratic_guided,0.01,0,0.8571428571428571
0.679667595915227,106,27,hcrd_raw,0.01,1,0.12612612612612611
0.07202983074680884,2,27,hcrd_robust,0.01,1,0.0
0.0831584047612495,11,27,hcrd_gaussian_guided,0.01,1,0.25
0.08315587149833188,11,27,hcrd_adaptive_guided,0.01,1,0.25
0.06766049789784546,9,27,hcrd_quadratic_guided,0.01,1,0.8571428571428571
0.6832355523908136,102,27,hcrd_raw,0.01,2,0.13084112149532712
0.07280797530862126,2,27,hcrd_robust,0.01,2,0.0
0.08395343645664996,11,27,hcrd_gaussian_guided,0.01,2,0.25
0.08397218124287562,11,27,hcrd_adaptive_guided,0.01,2,0.25
0.06638534339722074,9,27,hcrd_quadratic_guided,0.01,2,0.8571428571428571
0.6850992128948967,108,27,hcrd_raw,0.01,3,0.10619469026548672
0.076869042679826,2,27,hcrd_robust,0.01,3,0.0
0.07957079801794043,11,27,hcrd_gaussian_guided,0.01,3,0.25
0.07958258244950936,11,27,hcrd_adaptive_guided,0.01,3,0.25
0.06823109696640363,9,27,hcrd_quadratic_guided,0.01,3,0.8571428571428571
0.6923686503911879,112,27,hcrd_raw,0.01,4,0.10256410256410256
0.07404350349640805,2,27,hcrd_robust,0.01,4,0.0
0.08183369697146974,11,27,hcrd_gaussian_guided,0.01,4,0.375
0.08184440066435619,11,27,hcrd_adaptive_guided,0.01,4,0.375
0.06786401767334636,9,27,hcrd_quadratic_guided,0.01,4,0.8571428571428571
0.6877452287595162,109,27,hcrd_raw,0.01,5,0.12280701754385964
0.04557309544916286,3,27,hcrd_robust,0.01,5,0.25
0.08266947022994162,11,27,hcrd_gaussian_guided,0.01,5,0.375
0.08269849983656472,11,27,hcrd_adaptive_guided,0.01,5,0.375
0.06776725831455198,9,27,hcrd_quadratic_guided,0.01,5,0.8571428571428571
0.6872028190791613,110,27,hcrd_raw,0.01,6,0.1217391304347826
0.04638978657783353,3,27,hcrd_robust,0.01,6,0.25
0.08426068039124414,11,27,hcrd_gaussian_guided,0.01,6,0.25
0.08428129742868394,11,27,hcrd_adaptive_guided,0.01,6,0.25
0.06715728580525848,9,27,hcrd_quadratic_guided,0.01,6,0.8571428571428571
0.6866293670403995,109,27,hcrd_raw,0.01,7,0.12280701754385964
