noise_sigma,latent_index,method,mean_target_knot_f1,mean_baseline_mse,median_pairwise_knot_jaccard
0.05,10,hcrd_adaptive_guided,0.2857142857142857,0.07649900919484769,1.0
0.05,10,hcrd_quadratic_guided,0.48571428571428577,0.061001387170627544,1.0
0.05,11,hcrd_raw,0.10943032378209301,0.8776292878711741,0.9354838709677419
0.05,11,hcrd_robust,0.0,0.18713495666609364,1.0
0.05,11,hcrd_gaussian_guided,0.41272445820433434,0.11762387950110478,0.5625
0.05,11,hcrd_adaptive_guided,0.7714285714285715,0.07267500021711672,1.0
0.05,11,hcrd_quadratic_guided,0.8571428571428571,0.06021183462523011,1.0
0.05,12,hcrd_raw,0.10973993697924782,0.8908292206362025,0.9375
0.05,12,hcrd_robust,0.0,0.17108251119889034,1.0
0.05,12,hcrd_gaussian_guided,0.23797729618163052,0.11559645098242788,0.6666666666666666
0.05,12,hcrd_adaptive_guided,0.8285714285714285,0.061493600442156314,1.0
0.05,12,hcrd_quadratic_guided,0.9857142857142858,0.047300751167168434,1.0
0.05,13,hcrd_raw,0.10697774166031124,0.8875407413444506,0.944
0.05,13,hcrd_robust,0.0,0.34120338824797714,1.0
0.05,13,hcrd_gaussian_guided,0.36105403884041654,0.12150529524343327,0.6666666666666666
0.05,13,hcrd_adaptive_guided,0.6428571428571428,0.09710293800979866,1.0
0.05,13,hcrd_quadratic_guided,0.7142857142857143,0.0723375325572278,1.0
0.05,14,hcrd_raw,0.10843834030193902,0.7802565106327842,0.9444444444444444
0.05,14,hcrd_robust,0.0,0.7136903628657911,1.0
0.05,14,hcrd_gaussian_guided,0.5613536291709667,0.08284920842098648,0.5882352941176471
0.05,14,hcrd_adaptive_guided,0.8428571428571427,0.04738656344897163,1.0
0.05,14,hcrd_quadratic_guided,1.0,0.04367606646298268,1.0
0.05,15,hcrd_raw,0.10689582014646822,1.0273734281702656,0.944
0.05,15,hcrd_robust,0.0,0.32310461605179147,1.0
0.05,15,hcrd_gaussian_guided,0.31986928104575163,0.11208145177519735,0.6666666666666666
0.05,15,hcrd_adaptive_guided,0.4714285714285714,0.09758312120412199,1.0
0.05,15,hcrd_quadratic_guided,0.7428571428571428,0.0771293414099459,1.0
0.05,16,hcrd_raw,0.10807624494075266,0.7009296236628128,0.9444444444444444
0.05,16,hcrd_robust,0.0,0.17409615121074584,1.0
0.05,16,hcrd_gaussian_guided,0.4514879750527213,0.10281787829302716,0.5
0.05,16,hcrd_adaptive_guided,0.7714285714285714,0.05222031335538644,1.0
0.05,16,hcrd_quadratic_guided,0.8571428571428571,0.03727037515444764,1.0
0.05,17,hcrd_raw,0.10807633522553868,0.7397387690599388,0.9444444444444444
0.05,17,hcrd_robust,0.0,0.21615598049127693,1.0
0.05,17,hcrd_gaussian_guided,0.3258169934640523,0.11351401516738265,0.5294117647058824
0.05,17,hcrd_adaptive_guided,0.5285714285714285,0.05986898514373965,1.0
0.05,17,hcrd_quadratic_guided,0.6142857142857142,0.05534614010091458,1.0
0.05,18,hcrd_raw,0.10741232226717087,1.0163697363110864,0.936
0.05,18,hcrd_robust,0.0,0.18721119013516602,1.0
0.05,18,hcrd_gaussian_guided,0.29216718266253866,0.13877849493427882,0.6428571428571429
0.05,18,hcrd_adaptive_guided,0.3571428571428571,0.18867618503653863,1.0
0.05,18,hcrd_quadratic_guided,0.5714285714285714,0.1534598903565982,1.0
0.05,19,hcrd_raw,0.11016787676439097,0.7947833126103687,0.9448818897637795
0.05,19,hcrd_robust,0.0,0.13285383528465902,1.0
0.05,19,hcrd_gaussian_guided,0.36747850017199857,0.11440090955765873,0.5625
0.05,19,hcrd_adaptive_guided,0.6,0.06519747561409478,1.0
0.05,19,hcrd_quadratic_guided,1.0,0.050108504957089725,1.0
0.05,20,hcrd_raw,0.1089835170716074,0.9679666930394836,0.9606299212598425
0.05,20,hcrd_robust,0.0,0.4561719491585864,1.0
0.05,20,hcrd_gaussian_guided,0.30277777777777776,0.11129554722332173,0.6
0.05,20,hcrd_adaptive_guided,0.4428571428571428,0.08477113982176263,1.0
0.05,20,hcrd_quadratic_guided,0.6714285714285714,0.074658915157726,1.0
0.05,21,hcrd_raw,0.11029247112961846,1.0686278595084648,0.9444444444444444
0.05,21,hcrd_robust,0.0,0.20436155629202474,1.0
0.05,21,hcrd_gaussian_guided,0.43766769865841076,0.09588731941819595,0.6875
0.05,21,hcrd_adaptive_guided,0.5714285714285714,0.07914290891194942,1.0
0.05,21,hcrd_quadratic_guided,0.7,0.0701566078285766,1.0
0.05,22,hcrd_raw,0.10541820998543223,1.0544496031318755,0.944
0.05,22,hcrd_robust,0.0,0.7016782398646322,1.0
0.05,22,hcrd_gaussian_guided,0.45555555555555555,0.11943151049262327,0.6428571428571429
0.05,22,hcrd_adaptive_guided,0.6285714285714286,0.10693239536804297,1.0
0.05,22,hcrd_quadratic_guided,0.7142857142857143,0.09313700816408339,1.0
0.05,23,hcrd_raw,0.10687449031823255,0.7755057770951449,0.937007874015748
0.05,23,hcrd_robust,0.0,0.13610323554225628,1.0
0.05,23,hcrd_gaussian_guided,0.3034909466178816,0.1314516389396956,0.47619047619047616
0.05,23,hcrd_adaptive_guided,0.4714285714285714,0.1202897368632799,1.0
0.05,23,hcrd_quadratic_guided,0.6571428571428571,0.09518291131555098,1.0
0.05,24,hcrd_raw,0.10931301525212193,0.561335779815208,0.9523809523809523
0.05,24,hcrd_robust,0.0,0.7076056195889631,1.0
0.05,24,hcrd_gaussian_guided,0.37478237755125626,0.10454061752606947,0.391304347826087
0.05,24,hcrd_adaptive_guided,0.5857142857142856,0.0521576339029584,1.0
0.05,24,hcrd_quadratic_guided,0.5714285714285714,0.0361524971245682,1.0
0.05,25,hcrd_raw,0.10845834220025016,0.9094188217759237,0.936
0.05,25,hcrd_robust,0.0,0.5918735458832274,1.0
0.05,25,hcrd_gaussian_guided,0.1470399483557378,0.17275021882956654,0.5882352941176471
0.05,25,hcrd_adaptive_guided,0.18571428571428567,0.13100862089007292,1.0
0.05,25,hcrd_quadratic_guided,0.657142857142857,0.10484751307262999,1.0
0.05,26,hcrd_raw,0.10992019438334247,0.4677414056652956,0.944
0.05,26,hcrd_robust,0.0,0.28592350123678034,1.0
0.05,26,hcrd_gaussian_guided,0.2841604010025063,0.11866841796732237,0.4
0.05,26,hcrd_adaptive_guided,0.3857142857142857,0.06667292790639189,1.0
0.05,26,hcrd_quadratic_guided,0.7,0.05166867340693598,1.0
0.05,27,hcrd_raw,0.10870683762209148,0.7014332037643783,0.937007874015748
0.05,27,hcrd_robust,0.025,0.07593583395738532,1.0
0.05,27,hcrd_gaussian_guided,0.31828856610253836,0.12376848439377233,0.45454545454545453
0.05,27,hcrd_adaptive_guided,0.42857142857142855,0.09140389966403024,1.0
0.05,27,hcrd_quadratic_guided,0.8285714285714285,0.06831427815131819,1.0
0.05,28,hcrd_raw,0.10765702480425636,0.9024541082173091,0.936
0.05,28,hcrd_robust,0.0,0.19146501233110486,1.0
0.05,28,hcrd_gaussian_guided,0.19600947556055914,0.1545333362076879,0.6
0.05,28,hcrd_adaptive_guided,0.2571428571428571,0.15308683169559023,1.0
0.05,28,hcrd_quadratic_guided,0.6285714285714286,0.12551204107537767,1.0
0.05,29,hcrd_raw,0.10790918165640744,0.6854183002543224,0.9448818897637795
0.05,29,hcrd_robust,0.0,0.11579294995574729,1.0
0.05,29,hcrd_gaussian_guided,0.3869483758415647,0.10950217705056649,0.375
0.05,29,hcrd_adaptive_guided,0.6714285714285714,0.035772503736601464,1.0
0.05,29,hcrd_quadratic_guided,0.8571428571428571,0.03770294485419024,1.0
0.1,0,hcrd_raw,0.10696984943351222,0.7439110333039403,0.952755905511811
0.1,0,hcrd_robust,0.0,0.03680382711175638,1.0
0.1,0,hcrd_gaussian_guided,0.29119390166748343,0.3563611006669263,0.24390243902439024
0.1,0,hcrd_adaptive_guided,0.7142857142857143,0.06803878752589064,1.0
0.1,0,hcrd_quadratic_guided,0.7142857142857143,0.0410144722879188,1.0
0.1,1,hcrd_raw,0.10905185047766061,1.0111517352966144,0.9603174603174603
0.1,1,hcrd_robust,0.0,0.32776466075451827,1.0
0.1,1,hcrd_gaussian_guided,0.24401951954425716,0.405939060569848,0.30303030303030304
0.1,1,hcrd_adaptive_guided,0.6285714285714286,0.13374633268504868,1.0
0.1,1,hcrd_quadratic_guided,0.6285714285714286,0.08811640519161405,1.0
0.1,2,hcrd_raw,0.11008840292916941,0.7862704165472565,0.9444444444444444
0.1,2,hcrd_robust,0.0,0.3156046630634549,1.0
0.1,2,hcrd_gaussian_guided,0.17283129835724503,0.34748726061131086,0.28125
0.1,2,hcrd_adaptive_guided,0.8857142857142856,0.07722430934982258,1.0
0.1,2,hcrd_quadratic_guided,0.8285714285714285,0.06568636677515034,1.0
0.1,3,hcrd_raw,0.10998192358949317,0.7178120545882644,0.9444444444444444
0.1,3,hcrd_robust,0.0,0.08712936691217806,1.0
0.1,3,hcrd_gaussian_guided,0.16207397266351659,0.3621106024346218,0.2647058823529412
0.1,3,hcrd_adaptive_guided,0.5714285714285714,0.11006825888994143,1.0
0.1,3,hcrd_quadratic_guided,0.5142857142857142,0.0809375636128695,1.0
0.1,4,hcrd_raw,0.10914736460193138,1.0433089497690453,0.9596774193548387
0.1,4,hcrd_robust,0.025,0.0875151482963682,1.0
0.1,4,hcrd_gaussian_guided,0.31368538868538864,0.3978841813068869,0.3103448275862069
0.1,4,hcrd_adaptive_guided,0.7,0.10016615376246266,1.0
0.1,4,hcrd_quadratic_guided,0.7142857142857143,0.0631030718079467,1.0
0.1,5,hcrd_raw,0.10845539096936016,0.8398307879758866,0.9606299212598425
0.1,5,hcrd_robust,0.0,0.531402290066833,1.0
0.1,5,hcrd_gaussian_guided,0.29779512441581407,0.32245343906620383,0.2564102564102564
0.1,5,hcrd_adaptive_guided,0.9714285714285715,0.03563527476493238,1.0
0.1,5,hcrd_quadratic_guided,1.0,0.025706068078969642,1.0
0.1,6,hcrd_raw,0.10763291059715478,0.8161900170309273,0.9448818897637795
0.1,6,hcrd_robust,0.0,0.36878657821699384,1.0
0.1,6,hcrd_gaussian_guided,0.18382573818057688,0.3387610881762905,0.3157894736842105
0.1,6,hcrd_adaptive_guided,0.6142857142857143,0.17437354827194915,1.0
0.1,6,hcrd_quadratic_guided,0.41428571428571426,0.14219827879120844,1.0
0.1,7,hcrd_raw,0.10940448516989898,0.8471378412870936,0.9444444444444444
0.1,7,hcrd_robust,0.0,0.16033995032871862,1.0
0.1,7,hcrd_gaussian_guided,0.13865961868618415,0.43053684441371554,0.2894736842105263
0.1,7,hcrd_adaptive_guided,0.5571428571428572,0.13369359642760975,1.0
0.1,7,hcrd_quadratic_guided,0.4428571428571428,0.11869392283677696,1.0
0.1,8,hcrd_raw,0.10762561866428144,0.9941484082727461,0.9448818897637795
0.1,8,hcrd_robust,0.0,0.13414842702667423,1.0
0.1,8,hcrd_gaussian_guided,0.21715130301105057,0.3957005185093823,0.2972972972972973
0.1,8,hcrd_adaptive_guided,0.7142857142857143,0.1311423894840167,1.0
0.1,8,hcrd_quadratic_guided,0.7142857142857143,0.10622021584259018,1.0
0.1,9,hcrd_raw,0.10847481989228056,0.859035413570013,0.9603174603174603
0.1,9,hcrd_robust,0.0,1.4957323131766582,1.0
0.1,9,hcrd_gaussian_guided,0.2914433165812476,0.3324110691482709,0.25806451612903225
0.1,9,hcrd_adaptive_guided,0.8714285714285713,0.06989766384824585,1.0
0.1,9,hcrd_quadratic_guided,0.8714285714285713,0.04189685866586063,1.0
0.1,10,hcrd_raw,0.10922418704817534,0.7890113653877892,0.96
0.1,10,hcrd_robust,0.0,0.23138342919557653,1.0
0.1,10,hcrd_gaussian_guided,0.2263892572944297,0.3780265615778712,0.24324324324324326
0.1,10,hcrd_adaptive_guided,0.48571428571428565,0.08337294659645941,1.0
0.1,10,hcrd_quadratic_guided,0.5,0.06318302617907819,1.0
0.1,11,hcrd_raw,0.10693459609655573,0.8874036538074046,0.944
0.1,11,hcrd_robust,0.0,0.18232752294290028,1.0
0.1,11,hcrd_gaussian_guided,0.2655754188957748,0.3850041107143881,0.2972972972972973
0.1,11,hcrd_adaptive_guided,0.8285714285714285,0.10258994696323369,1.0
0.1,11,hcrd_quadratic_guided,0.8571428571428571,0.058379746440279066,1.0
0.1,12,hcrd_raw,0.10931575335651984,0.8926788231181975,0.9596774193548387
0.1,12,hcrd_robust,0.0,0.1719648366808903,1.0
0.1,12,hcrd_gaussian_guided,0.2847394002937481,0.3602847519565274,0.28205128205128205
0.1,12,hcrd_adaptive_guided,0.9857142857142858,0.05770704187035439,1.0
0.1,12,hcrd_quadratic_guided,0.9714285714285715,0.04809162172159058,1.0
0.1,13,hcrd_raw,0.10714346054462331,0.8975465848352796,0.9603174603174603
0.1,13,hcrd_robust,0.0,0.37190165681977483,1.0
0.1,13,hcrd_gaussian_guided,0.2977513227513227,0.3919685685569481,0.28125
0.1,13,hcrd_adaptive_guided,0.7142857142857143,0.09997163844943255,1.0
0.1,13,hcrd_quadratic_guided,0.7142857142857143,0.07063625178392745,1.0
0.1,14,hcrd_raw,0.10887677693754634,0.7769724413186598,0.9448818897637795
0.1,14,hcrd_robust,0.0,0.7142140802625806,1.0
0.1,14,hcrd_gaussian_guided,0.2490017862292612,0.41039106013753146,0.2682926829268293
0.1,14,hcrd_adaptive_guided,0.9857142857142858,0.06749431523238666,1.0
0.1,14,hcrd_quadratic_guided,1.0,0.042868812446098484,1.0
0.1,15,hcrd_raw,0.10938034090215468,1.0352924657648515,0.9448818897637795
0.1,15,hcrd_robust,0.0,0.3190159398979863,1.0
0.1,15,hcrd_gaussian_guided,0.21694586894586892,0.4100446815018337,0.29411764705882354
0.1,15,hcrd_adaptive_guided,0.6428571428571427,0.0897241072164835,1.0
0.1,15,hcrd_quadratic_guided,0.8,0.07266495992177865,1.0
0.1,16,hcrd_raw,0.10862508790169459,0.7111371561390027,0.96
0.1,16,hcrd_robust,0.0,0.11397295083134706,1.0
0.1,16,hcrd_gaussian_guided,0.22837522543167701,0.32895882179744274,0.2571428571428571
0.1,16,hcrd_adaptive_guided,0.8571428571428571,0.0600635595553902,1.0
0.1,16,hcrd_quadratic_guided,0.8571428571428571,0.038794704125497376,1.0
0.1,17,hcrd_raw,0.10748133423170048,0.7458030106385445,0.96
0.1,17,hcrd_robust,0.0,0.22213500160356708,1.0
0.1,17,hcrd_gaussian_guided,0.21857167870237948,0.3406202160910129,0.2972972972972973
0.1,17,hcrd_adaptive_guided,0.6571428571428571,0.06162225657825415,1.0
0.1,17,hcrd_quadratic_guided,0.6714285714285715,0.056116367208697705,1.0
0.1,18,hcrd_raw,0.10895898480601374,1.0129026946898096,0.96
0.1,18,hcrd_robust,0.0,0.19071606213045728,1.0
0.1,18,hcrd_gaussian_guided,0.19757239057239057,0.40801241643193925,0.2857142857142857
0.1,18,hcrd_adaptive_guided,0.5571428571428572,0.17847948641905292,1.0
0.1,18,hcrd_quadratic_guided,0.5714285714285714,0.15375120054188046,1.0
0.1,19,hcrd_raw,0.10904784088650368,0.7968619871785529,0.96
0.1,19,hcrd_robust,0.0,0.13442861015443258,1.0
0.1,19,hcrd_gaussian_guided,0.25169603395409845,0.3619078315327807,0.24324324324324326
0.1,19,hcrd_adaptive_guided,0.9857142857142858,0.058226198368501646,1.0
0.1,19,hcrd_quadratic_guided,1.0,0.048378741546302416,1.0
0.1,20,hcrd_raw,0.10825774301870925,0.9745367091089412,0.9516129032258065
0.1,20,hcrd_robust,0.0,0.4079402426404468,1.0
0.1,20,hcrd_gaussian_guided,0.2483677868025694,0.3963933056761782,0.3225806451612903
0.1,20,hcrd_adaptive_guided,0.4571428571428572,0.08732204143512677,1.0
0.1,20,hcrd_quadratic_guided,0.6714285714285714,0.07361769742237685,1.0
0.1,21,hcrd_raw,0.10983421176059864,1.0663703764594878,0.952
0.1,21,hcrd_robust,0.0,0.21149676204179876,1.0
0.1,21,hcrd_gaussian_guided,0.30728403319707664,0.39515262806042556,0.2727272727272727
0.1,21,hcrd_adaptive_guided,0.5999999999999999,0.09876570830619442,1.0
0.1,21,hcrd_quadratic_guided,0.6857142857142857,0.06882485379088739,1.0
0.1,22,hcrd_raw,0.10657353629655864,1.0632806823535788,0.9523809523809523
0.1,22,hcrd_robust,0.0,0.6735486095465075,1.0
0.1,22,hcrd_gaussian_guided,0.22861931948888467,0.4158394408024644,0.2903225806451613
0.1,22,hcrd_adaptive_guided,0.6571428571428571,0.13087379228129076,1.0
0.1,22,hcrd_quadratic_guided,0.7,0.0919747340673379,1.0
0.1,23,hcrd_raw,0.10747383674056184,0.7792211919827633,0.952
0.1,23,hcrd_robust,0.0,0.15866863256107364,1.0
0.1,23,hcrd_gaussian_guided,0.1742306288858013,0.3524922723383571,0.2777777777777778
0.1,23,hcrd_adaptive_guided,0.5714285714285714,0.11978525323737099,1.0
0.1,23,hcrd_quadratic_guided,0.5857142857142856,0.09835368816076408,1.0
0.1,24,hcrd_raw,0.10912585812630202,0.5686514377660872,0.9603174603174603
0.1,24,hcrd_robust,0.0,0.7363673668697106,1.0
0.1,24,hcrd_gaussian_guided,0.25467882411503984,0.29473207334667995,0.26666666666666666
0.1,24,hcrd_adaptive_guided,0.5714285714285714,0.07717824247582694,1.0
0.1,24,hcrd_quadratic_guided,0.5714285714285714,0.03640018391598117,1.0
0.1,25,hcrd_raw,0.10921474310064998,0.9209181221398932,0.96
0.1,25,hcrd_robust,0.0,0.5755180066207523,1.0
0.1,25,hcrd_gaussian_guided,0.22718927049961532,0.3595305023910906,0.2777777777777778
0.1,25,hcrd_adaptive_guided,0.6571428571428571,0.13286077072767308,1.0
0.1,25,hcrd_quadratic_guided,0.757142857142857,0.10171904236165327,1.0
0.1,26,hcrd_raw,0.1093049990061618,0.4763842917883901,0.9523809523809523
0.1,26,hcrd_robust,0.0,0.29086667083563766,1.0
0.1,26,hcrd_gaussian_guided,0.18947024755848285,0.295654327167707,0.2553191489361702
0.1,26,hcrd_adaptive_guided,0.7571428571428571,0.07066785446317767,1.0
0.1,26,hcrd_quadratic_guided,0.7142857142857142,0.05272699109901589,1.0
0.1,27,hcrd_raw,0.10716607130459659,0.7093807728500322,0.952755905511811
0.1,27,hcrd_robust,0.0,0.0768345069428836,1.0
0.1,27,hcrd_gaussian_guided,0.1582964386167946,0.35828990904736735,0.2631578947368421
0.1,27,hcrd_adaptive_guided,0.7285714285714285,0.07492056709131466,1.0
0.1,27,hcrd_quadratic_guided,0.7,0.06991278282655154,1.0
0.1,28,hcrd_raw,0.10964802668517401,0.9104214365078948,0.9444444444444444
0.1,28,hcrd_robust,0.0,0.3119919178315481,1.0
0.1,28,hcrd_gaussian_guided,0.11037093242933065,0.44651256823826097,0.3333333333333333
0.1,28,hcrd_adaptive_guided,0.6714285714285715,0.16153263758274078,1.0
0.1,28,hcrd_quadratic_guided,0.6142857142857142,0.12378429483308481,1.0
0.1,29,hcrd_raw,0.10890101944192343,0.6928399487510641,0.952755905511811
0.1,29,hcrd_robust,0.0,0.10832441711381194,1.0
0.1,29,hcrd_gaussian_guided,0.2526137094685482,0.3493052099812611,0.275
0.1,29,hcrd_adaptive_guided,0.6714285714285715,0.046263840421765054,1.0
0.1,29,hcrd_quadratic_guided,0.8285714285714285,0.03698769062356252,1.0
