file,length,read_seconds,detector_seconds,score_checksum
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,4031,0.002660800004377961,0.005522799910977483,5794.811584581791
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,6000,0.0022872999543324113,0.008637399994768202,8501.59839141172
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,2379,0.0020052000181749463,0.002997900010086596,2757.4129820129374
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,10319,0.002845300012268126,0.010318399989046156,11946.195981696172
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,4031,0.0015644999220967293,0.0023522000992670655,4132.914173408979
009_NAB_id_9_Traffic_tr_500_1st_438.csv,2161,0.0015048000495880842,0.0033500000135973096,3328.9780314101763
010_NAB_id_10_WebService_tr_500_1st_271.csv,1000,0.0017049000598490238,0.002387199900113046,1668.86423929801
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,4031,0.0036048999754711986,0.007172000012360513,10499.195805619369
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,2494,0.0019442999036982656,0.003556600073352456,3008.3064186695847
014_NAB_id_14_WebService_tr_500_1st_1045.csv,1537,0.001535800052806735,0.0024497000267729163,1937.5080056846828
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,4031,0.0020195000106468797,0.004949199967086315,4872.79444139133
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,7266,0.002664300031028688,0.008757199975661933,8919.979821700708
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,4031,0.0018366000149399042,0.0020080000394955277,4304.637821796876
018_NAB_id_18_Facility_tr_500_1st_669.csv,1881,0.0015154000138863921,0.002029099967330694,2183.0197626924855
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,4031,0.001638400019146502,0.005215600016526878,4435.317069410139
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,4031,0.002184299984946847,0.004763000062666833,6502.974475460922
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,4031,0.002124300110153854,0.0057857000501826406,7048.666077618795
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,18049,0.004179999930784106,0.02102680003736168,21056.485029320138
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,4031,0.0022791000083088875,0.00591449998319149,5024.107111529195
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,15832,0.0034443000331521034,0.020062899915501475,21403.85572265092
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,2499,0.0018764999695122242,0.003472800017334521,2873.454263047707
027_NAB_id_27_Facility_tr_757_1st_2582.csv,3031,0.0026162000140175223,0.004140399978496134,3795.896378169666
