file,length,read_seconds,detector_seconds,score_checksum
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,4031,0.004939899896271527,0.009227800066582859,5794.811584581791
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,2379,0.0066154999658465385,0.005717799998819828,2757.4129820129374
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,4031,0.003698799991980195,0.00440480001270771,4132.914173408979
009_NAB_id_9_Traffic_tr_500_1st_438.csv,2161,0.0031280999537557364,0.004454700043424964,3328.9780314101763
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,6000,0.007262500002980232,0.013576299999840558,8501.59839141172
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,10319,0.008538999943993986,0.015846800059080124,11946.195981696172
010_NAB_id_10_WebService_tr_500_1st_271.csv,1000,0.002643599989823997,0.004189500003121793,1668.86423929801
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,2494,0.0037628000136464834,0.005434100050479174,3008.3064186695847
014_NAB_id_14_WebService_tr_500_1st_1045.csv,1537,0.003111399943009019,0.003409299999475479,1937.5080056846828
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,4031,0.0032261000014841557,0.011084300000220537,10499.195805619369
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,4031,0.002371500013396144,0.0033356999047100544,4304.637821796876
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,4031,0.004482399905100465,0.011203400092199445,4872.79444139133
018_NAB_id_18_Facility_tr_500_1st_669.csv,1881,0.0025103999068960547,0.004801200004294515,2183.0197626924855
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,7266,0.004023000015877187,0.013321899925358593,8919.979821700708
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,4031,0.0027264999225735664,0.0066232000244781375,7048.666077618795
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,4031,0.004294099984690547,0.011467400006949902,4435.317069410139
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,4031,0.005127999931573868,0.010496900067664683,6502.974475460922
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,4031,0.003061199910007417,0.009372300002723932,5024.107111529195
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,2499,0.0033181000035256147,0.007659399998374283,2873.454263047707
027_NAB_id_27_Facility_tr_757_1st_2582.csv,3031,0.0034166000550612807,0.008836799999698997,3795.896378169666
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,4031,0.003361099981702864,0.01046010002028197,5348.588779692061
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,18049,0.0048109000781551,0.040044100023806095,21056.485029320138
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,15832,0.006388099980540574,0.0379339000210166,21403.85572265092
032_WSD_id_4_WebService_tr_4559_1st_11822.csv,10686,0.004537399974651635,0.02477710007224232,13611.955857418292
039_WSD_id_11_WebService_tr_1746_1st_1846.csv,18219,0.005868799984455109,0.04056540003512055,22789.2119075629
040_WSD_id_12_WebService_tr_4559_1st_9714.csv,18236,0.0055772000923752785,0.03933359996881336,22596.041128155928
043_WSD_id_15_WebService_tr_4521_1st_6828.csv,18085,0.009808499948121607,0.04205519997049123,21905.484893937948
049_WSD_id_21_WebService_tr_4297_1st_7097.csv,17189,0.005280700046569109,0.03945069992914796,20873.4552850084
054_WSD_id_26_WebService_tr_2409_1st_2509.csv,18391,0.005856000003404915,0.04198570002336055,22462.5653063645
058_WSD_id_30_WebService_tr_1136_1st_1236.csv,18236,0.008228500024415553,0.04347799997776747,22386.206256057554
068_WSD_id_40_WebService_tr_4549_1st_13322.csv,18197,0.00727609999012202,0.04419540008530021,22545.242646404397
060_WSD_id_32_WebService_tr_4576_1st_4766.csv,18305,0.007153899990953505,0.047567600035108626,23091.318886055098
074_WSD_id_46_WebService_tr_990_1st_1090.csv,18236,0.010511000058613718,0.05166739993728697,29929.69410886836
094_WSD_id_66_WebService_tr_3309_1st_3914.csv,13237,0.00803459994494915,0.037860300042666495,17280.789019549775
089_WSD_id_61_WebService_tr_1010_1st_1110.csv,17429,0.008448399952612817,0.05299280001781881,26747.40489190392
099_WSD_id_71_WebService_tr_4559_1st_14411.csv,18236,0.009517600061371922,0.05137170001398772,22423.50233125423
106_WSD_id_78_WebService_tr_3363_1st_3463.csv,18236,0.007520499988459051,0.05118780001066625,23407.155686860526
113_WSD_id_85_WebService_tr_500_1st_335.csv,18242,0.0076796000357717276,0.04986289993394166,23256.791757930725
117_WSD_id_89_WebService_tr_3251_1st_3351.csv,16376,0.009725700016133487,0.04606299998704344,19935.68385758392
125_WSD_id_97_WebService_tr_2217_1st_2317.csv,18250,0.007405600044876337,0.051076199975796044,24214.951480583783
140_MSL_id_1_Sensor_tr_530_1st_630.csv,2430,0.003973399987444282,0.0018726000562310219,761.2513514163279
141_MSL_id_2_Sensor_tr_500_1st_550.csv,2264,0.0036054999800398946,0.007287100073881447,4748.637158728032
130_WSD_id_102_WebService_tr_2362_1st_2462.csv,18236,0.007690099999308586,0.045463699963875115,22742.425497249667
143_MSL_id_4_Sensor_tr_980_1st_3550.csv,3922,0.004417799995280802,0.009534700075164437,11084.521493969303
137_WSD_id_109_WebService_tr_4559_1st_14404.csv,18236,0.005439499975182116,0.04406969994306564,23460.95774653033
139_WSD_id_111_WebService_tr_1701_1st_1801.csv,18381,0.007997100008651614,0.047045899904333055,23248.628104931755
145_MSL_id_6_Sensor_tr_530_1st_630.csv,2430,0.0033723999513313174,0.0024368000449612737,3099.623916380323
144_MSL_id_5_Sensor_tr_1525_1st_4590.csv,6100,0.00397520000115037,0.0066151999635621905,6078.799209115134
147_MSL_id_8_Sensor_tr_590_1st_690.csv,2430,0.005060600000433624,0.0043160999193787575,17023805297659.523
148_MSL_id_9_Sensor_tr_883_1st_1238.csv,3535,0.003474300028756261,0.008463500067591667,4201.602542253799
151_Stock_id_3_Finance_tr_500_1st_62.csv,10000,0.004718499956652522,0.020735400030389428,12134.968883314614
156_Stock_id_8_Finance_tr_500_1st_24.csv,10000,0.004689399967901409,0.022079600021243095,11832.134982309053
149_Stock_id_1_Finance_tr_500_1st_7.csv,20000,0.005543299950659275,0.038544700015336275,42122.09926760962
155_Stock_id_7_Finance_tr_500_1st_18.csv,20000,0.007573900045827031,0.044859100016765296,53891.696255942144
162_Stock_id_14_Finance_tr_500_1st_4.csv,10000,0.0061144999926909804,0.021497300011105835,11513.377436597984
160_Stock_id_12_Finance_tr_500_1st_14.csv,20000,0.00612939998973161,0.04455039999447763,40290.23328528137
165_Stock_id_17_Finance_tr_500_1st_7.csv,20000,0.006216500070877373,0.026749599957838655,20564.87179766095
166_Stock_id_18_Finance_tr_500_1st_18.csv,20000,0.009499699925072491,0.05074650002643466,20076.409684754828
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,38774,0.011592900031246245,0.09471360000316054,59335.498328196125
170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,500000,0.09163270005956292,5.583996600005776,954021.7265616782
172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,650000,0.11274259991478175,9.75061360001564,795974.3897966929
173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,650000,0.10580029990524054,10.266172800096683,2015540.5879055131
171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,650000,0.09067529998719692,10.764144100015983,1537601.0665890905
178_SMD_id_1_Facility_tr_6000_1st_10609.csv,24000,0.011533300043083727,0.0417483999626711,29048.800703742527
179_SMD_id_2_Facility_tr_5925_1st_17580.csv,23703,0.012419599923305213,0.06294850003905594,29101.065114006487
180_SMD_id_3_Facility_tr_5925_1st_17580.csv,23703,0.007090499973855913,0.02031259995419532,250357.000770768
181_SMD_id_4_Facility_tr_5000_1st_15144.csv,20000,0.009675900102593005,0.04254589998163283,28135.65102157919
183_SMD_id_6_Facility_tr_5925_1st_17580.csv,23703,0.010241399984806776,0.04543779999949038,35626.66500663689
184_SMD_id_7_Facility_tr_7119_1st_15849.csv,28479,0.008436399977654219,0.051288200076669455,45980.770496581536
185_SMD_id_8_Facility_tr_5000_1st_15144.csv,20000,0.011711400002241135,0.05310799996368587,25863.63855295752
187_SMD_id_10_Facility_tr_5000_1st_15849.csv,20000,0.00974020001012832,0.036037800018675625,25717.49795234497
188_SMD_id_11_Facility_tr_500_1st_392.csv,23703,0.007503699976950884,0.017319099977612495,54143.118435640725
189_SMD_id_12_Facility_tr_5925_1st_17580.csv,23703,0.009463099995628,0.04389410000294447,27965.188657841536
190_SMD_id_13_Facility_tr_7119_1st_15849.csv,28479,0.00932660000398755,0.05974679999053478,40668.87483141766
191_SMD_id_14_Facility_tr_4596_1st_4696.csv,22700,0.010796700022183359,0.05454089993145317,33413.911842748974
192_SMD_id_15_Facility_tr_5925_1st_17580.csv,23703,0.011496499995701015,0.03234460006933659,36101.266989889176
194_SMD_id_17_Facility_tr_5925_1st_17580.csv,23703,0.005163000081665814,0.03236419998575002,60186.77046405631
195_SMD_id_18_Facility_tr_5925_1st_17580.csv,23703,0.011359600001014769,0.04814349999651313,37508.6799464235
196_SMD_id_19_Facility_tr_7174_1st_21230.csv,28696,0.016060200054198503,0.07804319995921105,38859.0954105359
197_SMD_id_20_Facility_tr_5000_1st_15144.csv,20000,0.009501900058239698,0.056172800017520785,26140.453891537487
198_SMD_id_21_Facility_tr_5925_1st_17580.csv,23703,0.011149700032547116,0.04690469999331981,57955.54383591769
199_SMD_id_22_Facility_tr_5925_1st_17580.csv,23703,0.007101599941961467,0.041875299997627735,27701.60652756022
201_SMD_id_24_Facility_tr_7174_1st_21230.csv,28696,0.010948000010102987,0.05784340004902333,38055.115935150854
202_SMD_id_25_Facility_tr_6250_1st_21230.csv,25000,0.010684799985028803,0.053714800043962896,31762.40662808299
203_SMD_id_26_Facility_tr_7174_1st_21230.csv,28696,0.010483899968676269,0.05417649995069951,37317.13761483184
204_SMD_id_27_Facility_tr_5000_1st_15144.csv,20000,0.00824360002297908,0.03273300000000745,25404.444544320984
205_SMD_id_28_Facility_tr_5925_1st_17580.csv,23703,0.010147999972105026,0.047591800102964044,35642.14780456928
206_SMD_id_29_Facility_tr_6250_1st_21230.csv,25000,0.00944509997498244,0.04788249998819083,33177.93613993502
207_SMD_id_30_Facility_tr_7174_1st_21230.csv,28696,0.009882200043648481,0.05755459994543344,40394.03693627343
208_SMD_id_31_Facility_tr_5000_1st_15144.csv,20000,0.009220600011758506,0.03968489996623248,26720.22418612424
209_SMD_id_32_Facility_tr_5925_1st_17580.csv,23703,0.009352400084026158,0.046520299976691604,30434.57517066389
211_SMD_id_34_Facility_tr_5925_1st_17580.csv,23703,0.009857499971985817,0.04755240003578365,35272.29926631223
212_SMD_id_35_Facility_tr_5925_1st_17580.csv,23703,0.009989500045776367,0.05115849990397692,43354.221459961496
213_SMD_id_36_Facility_tr_5925_1st_17580.csv,23703,0.009310199995525181,0.053006800008006394,55254.88087560177
214_SMD_id_37_Facility_tr_5925_1st_17580.csv,23703,0.008898700005374849,0.040372799965552986,29130.261703322838
215_SMD_id_38_Facility_tr_5925_1st_17580.csv,23703,0.009325999999418855,0.04641760000959039,52070.02932217618
216_LTDB_id_1_Medical_tr_500_1st_266.csv,100000,0.02217400004155934,0.265295899938792,133462.83564146125
218_LTDB_id_3_Medical_tr_500_1st_266.csv,100000,0.02182529994752258,0.3157150000333786,141980.66750953626
219_LTDB_id_4_Medical_tr_3618_1st_3718.csv,100000,0.01939549995586276,0.3094256999902427,201050.15648857135
220_LTDB_id_5_Medical_tr_500_1st_26.csv,100000,0.015356099931523204,0.2507816000143066,132988.4308387958
221_LTDB_id_6_Medical_tr_500_1st_26.csv,100000,0.017006500042043626,0.24873049999587238,135190.61747732316
222_LTDB_id_7_Medical_tr_3618_1st_3718.csv,100000,0.016852500033564866,0.30185329995583743,155645.19782131677
223_LTDB_id_8_Medical_tr_4456_1st_4556.csv,100000,0.01702789997216314,0.3561896000755951,145379.518192795
224_LTDB_id_9_Medical_tr_4456_1st_4556.csv,100000,0.020195099990814924,0.3084309999831021,134534.0106847423
225_MGAB_id_1_Synthetic_tr_25000_1st_38478.csv,100000,0.03618549997918308,0.1746995000867173,118867.78018269438
226_MGAB_id_2_Synthetic_tr_20000_1st_45134.csv,80000,0.024759700056165457,0.12663579999934882,94189.54151932447
227_MGAB_id_3_Synthetic_tr_25000_1st_44340.csv,100000,0.03508329996839166,0.16555709997192025,117543.44806374352
175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,650000,0.10786109999753535,10.201214900007471,1066842.2729022084
228_MGAB_id_4_Synthetic_tr_25000_1st_38948.csv,100000,0.03506370005197823,0.1661159999202937,118137.07453420066
229_MGAB_id_5_Synthetic_tr_25000_1st_33098.csv,100000,0.036555300001055,0.17171679995954037,120546.43854106142
231_MGAB_id_7_Synthetic_tr_25000_1st_35544.csv,100000,0.039270800072699785,0.18396919989027083,118990.37781105208
232_MGAB_id_8_Synthetic_tr_25000_1st_32708.csv,100000,0.0410361000103876,0.20797610003501177,119232.96695479585
