candidate,series,mean_vus_pr,median_vus_pr,mean_vus_roc,mean_auc_pr,mean_auc_roc
hcrd_L8_total,1,0.18230656098229572,0.18230656098229572,0.5149117000568849,0.18727952759122163,0.507541240651463
hcrd_L8_sum,1,0.18078261146301647,0.18078261146301647,0.5024938998830485,0.18592471301611158,0.4952204014220366
hcrd_L8_l2,1,0.17404438593348556,0.17404438593348556,0.4993042621677575,0.17938740147654617,0.49234640117266737
hcrd_full_sum,1,0.17248634290761833,0.17248634290761833,0.4672582539849292,0.177289321125023,0.46053286185667663
hcrd_full_l2,1,0.16986605908223246,0.16986605908223246,0.4772652745336661,0.1750818029303776,0.4705123482414273
raw_abs_median_deviation,1,0.11274956652407077,0.11274956652407077,0.5137563279955025,0.11607153171333073,0.5118196951876653
