candidate,series,mean_vus_pr,median_vus_pr,mean_vus_roc,mean_auc_pr,mean_auc_roc
hcrd_L8_max,48,0.35377930513917644,0.2729017338501952,0.8250945226793788,0.3534689568857879,0.7765782163068509
hcrd_full_max,48,0.35366954272043843,0.2641721946956771,0.8387620299946147,0.35246169845619213,0.796882287879562
hcrd_full_l2,48,0.351779901236512,0.21476487168260938,0.8373136108219086,0.3336472390091905,0.7904729273035868
hcrd_L8_l2,48,0.3514594738060232,0.21246304651622017,0.8209642022578111,0.3352182913653265,0.7693978449515648
hcrd_L4_max,48,0.33262913815929446,0.21127693206918197,0.7942062697175784,0.3305148428867964,0.7211044893038562
raw_abs_median_deviation,48,0.2679174529272638,0.10661146445148854,0.7499853838767946,0.281578363108789,0.6496421478323395
