noise_sigma,ratio,regularization,latent_index,first_repetition,second_repetition,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.05,3.0,0.15000000000000002,1,2,4,0.2857142857142857,0.41645895306692327,21.44878461314061
0.05,3.0,0.15000000000000002,1,3,4,0.5,0.4444128634611507,10.00960688458613
0.05,3.0,0.15000000000000002,2,0,1,0.5,0.39049799107748295,15.104890707126316
0.05,3.0,0.15000000000000002,2,0,2,0.2857142857142857,0.344692599683725,14.983268206513076
0.05,3.0,0.15000000000000002,2,0,3,0.6363636363636364,0.36089660045981287,7.070606480233075
0.05,3.0,0.15000000000000002,2,0,4,0.5,0.37305574753989246,12.129382607436185
0.05,3.0,0.15000000000000002,2,1,2,0.6363636363636364,0.4172609472138739,10.827506294554706
0.05,3.0,0.15000000000000002,2,1,3,0.2857142857142857,0.32940269439304376,17.94546133755815
0.05,3.0,0.15000000000000002,2,1,4,0.2857142857142857,0.4078769645724515,10.285037944144745
0.05,3.0,0.15000000000000002,2,2,3,0.38461538461538464,0.3711302272943352,13.726044907957117
0.05,3.0,0.15000000000000002,2,2,4,0.2,0.31494819651377076,12.0595530163397
0.05,3.0,0.15000000000000002,2,3,4,0.38461538461538464,0.34710153652668646,14.171870500974423
0.05,3.0,0.15000000000000002,3,0,1,0.38461538461538464,0.37328889191299985,13.140997642334318
0.05,3.0,0.15000000000000002,3,0,2,0.5,0.4056024552176471,15.10488162221915
0.05,3.0,0.15000000000000002,3,0,3,0.2857142857142857,0.4001063658902913,15.791849436550347
0.05,3.0,0.15000000000000002,3,0,4,0.2,0.40772780022964056,19.57041601208557
0.05,3.0,0.15000000000000002,3,1,2,0.38461538461538464,0.41570023624503377,15.352574249125043
0.05,3.0,0.15000000000000002,3,1,3,0.38461538461538464,0.34891338522403653,12.95227350908395
0.05,3.0,0.15000000000000002,3,1,4,0.2857142857142857,0.4411754977006479,16.857515927607956
0.05,3.0,0.15000000000000002,3,2,3,0.2,0.36284313304138854,15.29060529480956
0.05,3.0,0.15000000000000002,3,2,4,0.2857142857142857,0.39142833372297525,14.155537460419254
0.05,3.0,0.15000000000000002,3,3,4,0.5,0.40702645293665807,12.828994043133338
0.05,3.0,0.15000000000000002,4,0,1,0.2,0.3603196981008904,15.345922563619588
0.05,3.0,0.15000000000000002,4,0,2,0.125,0.3860029398510221,17.982256375137208
0.05,3.0,0.15000000000000002,4,0,3,0.5,0.43075499375704157,9.259210223117842
0.05,3.0,0.15000000000000002,4,0,4,0.38461538461538464,0.38281326369378915,8.357295895993367
0.05,3.0,0.15000000000000002,4,1,2,0.6363636363636364,0.3122396811520997,11.547947727516874
0.05,3.0,0.15000000000000002,4,1,3,0.2,0.3921573219752467,19.558218414158095
0.05,3.0,0.15000000000000002,4,1,4,0.2,0.4179409171754026,17.15927965776354
0.05,3.0,0.15000000000000002,4,2,3,0.2857142857142857,0.40542808369938854,15.697776760541004
0.05,3.0,0.15000000000000002,4,2,4,0.2857142857142857,0.42124748750296975,16.844686322830352
0.05,3.0,0.15000000000000002,4,3,4,0.6363636363636364,0.39213844889748134,9.58546081609488
0.05,3.0,0.15000000000000002,5,0,1,0.6363636363636364,0.3019239545922274,9.334639315201374
0.05,3.0,0.15000000000000002,5,0,2,0.2857142857142857,0.4149912861423481,14.427207676478499
0.05,3.0,0.15000000000000002,5,0,3,0.38461538461538464,0.4044446000482022,16.166610431890955
0.05,3.0,0.15000000000000002,5,0,4,0.8,0.44893693115687133,5.844714070002675
0.05,3.0,0.15000000000000002,5,1,2,0.2857142857142857,0.4029121973388243,11.501658080482903
0.05,3.0,0.15000000000000002,5,1,3,0.5,0.31594255656118597,12.12601510785974
0.05,3.0,0.15000000000000002,5,1,4,0.5,0.40094012693852804,11.974160095829145
0.05,3.0,0.15000000000000002,5,2,3,0.2857142857142857,0.42116059225650954,13.802070493731467
0.05,3.0,0.15000000000000002,5,2,4,0.2857142857142857,0.4029665919150584,15.91364237010389
0.05,3.0,0.15000000000000002,5,3,4,0.5,0.415065109650109,13.758265704514292
0.05,3.0,0.15000000000000002,6,0,1,0.2857142857142857,0.41079772758272964,14.377653208352125
0.05,3.0,0.15000000000000002,6,0,2,0.6363636363636364,0.4053529530393531,12.206320507460285
0.05,3.0,0.15000000000000002,6,0,3,0.2,0.3451856027345214,15.455395661733046
0.05,3.0,0.15000000000000002,6,0,4,0.2857142857142857,0.3838320606456345,14.413937212662251
0.05,3.0,0.15000000000000002,6,1,2,0.38461538461538464,0.46629752123967755,14.127102561012443
0.05,3.0,0.15000000000000002,6,1,3,0.8,0.3961176215441576,9.519705257636812
0.05,3.0,0.15000000000000002,6,1,4,0.5,0.3735069663467791,10.141642289020663
0.05,3.0,0.15000000000000002,6,2,3,0.2857142857142857,0.3743578317672998,13.585236002902713
0.05,3.0,0.15000000000000002,6,2,4,0.5,0.39796514977461,9.679418556784833
0.05,3.0,0.15000000000000002,6,3,4,0.6363636363636364,0.4229987588621692,4.546167376193445
0.05,3.0,0.15000000000000002,7,0,1,0.6363636363636364,0.332495095801106,11.22931921181476
0.05,3.0,0.15000000000000002,7,0,2,0.6363636363636364,0.43129783193032256,4.873993794020373
0.05,3.0,0.15000000000000002,7,0,3,0.6363636363636364,0.39717314137153714,6.508258409629785
0.05,3.0,0.15000000000000002,7,0,4,0.38461538461538464,0.4284174691289912,13.358167697459146
0.05,3.0,0.15000000000000002,7,1,2,0.38461538461538464,0.4127593853337239,12.907034853429138
0.05,3.0,0.15000000000000002,7,1,3,0.6363636363636364,0.35785273257244415,8.31600234412932
0.05,3.0,0.15000000000000002,7,1,4,0.6363636363636364,0.43315484214246563,5.5836973622561485
0.05,3.0,0.15000000000000002,7,2,3,0.5,0.3981194887519671,6.855489863212042
0.05,3.0,0.15000000000000002,7,2,4,0.5,0.41462219276012613,12.179730529716279
0.05,3.0,0.15000000000000002,7,3,4,0.5,0.44339688562751894,10.365545296172666
0.05,10.0,0.5,0,0,1,0.8,0.3114784334324011,3.2979119038402795
0.05,10.0,0.5,0,0,2,0.38461538461538464,0.3869282872027602,10.29251164929172
0.05,10.0,0.5,0,0,3,0.38461538461538464,0.25632372381472723,3.930617117063615
0.05,10.0,0.5,0,0,4,0.6363636363636364,0.3854331495146707,12.878762747468297
0.05,10.0,0.5,0,1,2,0.38461538461538464,0.3472052008016245,9.471822873287374
0.05,10.0,0.5,0,1,3,0.5,0.25641015263018263,2.4953206457100445
0.05,10.0,0.5,0,1,4,0.6363636363636364,0.31217554482965126,12.08952520702881
0.05,10.0,0.5,0,2,3,0.38461538461538464,0.2940293599295825,10.008015447076156
0.05,10.0,0.5,0,2,4,0.38461538461538464,0.2769449526379933,14.978690161475031
0.05,10.0,0.5,0,3,4,0.38461538461538464,0.32397055452796136,11.072530349128971
0.05,10.0,0.5,1,0,1,0.38461538461538464,0.24500523478173478,5.653228673004969
0.05,10.0,0.5,1,0,2,0.38461538461538464,0.2620318171896372,14.161635812547093
0.05,10.0,0.5,1,0,3,0.2857142857142857,0.33877782027932934,17.108770127949782
0.05,10.0,0.5,1,0,4,0.5,0.36727327681389904,7.294596474711866
0.05,10.0,0.5,1,1,2,0.6363636363636364,0.29303858845242403,13.99459842420929
0.05,10.0,0.5,1,1,3,0.2857142857142857,0.3357863818139847,18.610895016835713
0.05,10.0,0.5,1,1,4,0.6363636363636364,0.341612920519809,8.489196345090363
0.05,10.0,0.5,1,2,3,0.2857142857142857,0.331334275126936,17.909142583753248
0.05,10.0,0.5,1,2,4,0.38461538461538464,0.3151246808170971,17.399428170601016
0.05,10.0,0.5,1,3,4,0.2,0.3655160698098395,18.91393837779804
0.05,10.0,0.5,2,0,1,0.2857142857142857,0.31957669653208165,18.88109798945746
0.05,10.0,0.5,2,0,2,0.2857142857142857,0.24477759513255112,14.570960034129426
0.05,10.0,0.5,2,0,3,0.2,0.28105814990236,12.08373143778201
0.05,10.0,0.5,2,0,4,0.2857142857142857,0.29916521262235274,21.786511472075954
0.05,10.0,0.5,2,1,2,0.38461538461538464,0.35518328852505665,9.122581094247828
0.05,10.0,0.5,2,1,3,0.38461538461538464,0.2480216280384575,12.056205529516058
0.05,10.0,0.5,2,1,4,0.38461538461538464,0.3295670408993326,13.61740231696595
0.05,10.0,0.5,2,2,3,0.6363636363636364,0.2739727472476366,7.761678363413725
0.05,10.0,0.5,2,2,4,0.5,0.25851421264928615,15.770319871018778
0.05,10.0,0.5,2,3,4,0.38461538461538464,0.2809241355421665,17.61087705999886
0.05,10.0,0.5,3,0,1,0.2857142857142857,0.2571677310972749,16.842701257429212
0.05,10.0,0.5,3,0,2,0.5,0.3259964265986042,14.896193517407692
0.05,10.0,0.5,3,0,3,0.5,0.307144656062969,13.527854675942637
0.05,10.0,0.5,3,0,4,0.38461538461538464,0.32094145714299294,15.260150574120647
0.05,10.0,0.5,3,1,2,0.5,0.28577979590810043,5.6094575535223745
0.05,10.0,0.5,3,1,3,0.2,0.23748776395174942,13.39717593315955
0.05,10.0,0.5,3,1,4,0.2857142857142857,0.2969341949087789,13.778038356174548
0.05,10.0,0.5,3,2,3,0.2,0.26006067308888053,12.77943056817368
0.05,10.0,0.5,3,2,4,0.2857142857142857,0.3072637090286992,13.499535184957185
0.05,10.0,0.5,3,3,4,0.8,0.31621529829230083,4.457271958037072
0.05,10.0,0.5,4,0,1,0.38461538461538464,0.2788353241164648,4.321995667891504
0.05,10.0,0.5,4,0,2,0.38461538461538464,0.3001949782456892,9.988523380016995
0.05,10.0,0.5,4,0,3,0.5,0.3408467741750344,10.02752392551511
0.05,10.0,0.5,4,0,4,0.5,0.29218284701977576,10.822766075619098
0.05,10.0,0.5,4,1,2,0.6363636363636364,0.24823978088877285,9.570552044279854
0.05,10.0,0.5,4,1,3,0.6363636363636364,0.32310047528916946,8.792383668338314
0.05,10.0,0.5,4,1,4,0.38461538461538464,0.24590298774775382,12.530072862320138
0.05,10.0,0.5,4,2,3,1.0,0.31190377934109464,0.3229580167816769
0.05,10.0,0.5,4,2,4,0.38461538461538464,0.3101090486706802,14.342523251153876
0.05,10.0,0.5,4,3,4,0.5,0.2877937889561326,13.791699634756597
0.05,10.0,0.5,5,0,1,0.5,0.23667598305640067,18.077633478793224
0.05,10.0,0.5,5,0,2,0.8,0.29470746523584695,14.008568235056728
0.05,10.0,0.5,5,0,3,0.2857142857142857,0.30188958855382575,23.15456307886404
0.05,10.0,0.5,5,0,4,0.5,0.3141691032910524,12.408400312342552
0.05,10.0,0.5,5,1,2,0.6363636363636364,0.2937440316146261,10.662964096069304
0.05,10.0,0.5,5,1,3,0.2857142857142857,0.2335283457185418,19.215149525800715
0.05,10.0,0.5,5,1,4,0.5,0.3093760878958839,15.883563934508333
0.05,10.0,0.5,5,2,3,0.2,0.32393542713326307,22.633384288889754
0.05,10.0,0.5,5,2,4,0.6363636363636364,0.3063354142449153,10.189251591894791
0.05,10.0,0.5,5,3,4,0.38461538461538464,0.28832862301901024,20.132170560870023
0.05,10.0,0.5,6,0,1,0.5,0.32048743702568916,19.933028697274484
0.05,10.0,0.5,6,0,2,0.5,0.3428103636459657,16.03058960753129
0.05,10.0,0.5,6,0,3,0.38461538461538464,0.28786261589369116,16.333175246929738
0.05,10.0,0.5,6,0,4,0.5,0.30300357009295886,18.073807221347987
0.05,10.0,0.5,6,1,2,0.6363636363636364,0.4021600219678349,9.944309871094001
0.05,10.0,0.5,6,1,3,0.5,0.33188308326886107,20.863219083344948
0.05,10.0,0.5,6,1,4,0.2857142857142857,0.2822506759243236,13.55824720802871
0.05,10.0,0.5,6,2,3,0.5,0.32951722270999284,17.963015039017264
0.05,10.0,0.5,6,2,4,0.6363636363636364,0.34079405204125307,7.692061161976733
0.05,10.0,0.5,6,3,4,0.2,0.3436860275652618,18.978312340635302
0.05,10.0,0.5,7,0,1,0.38461538461538464,0.28422417910563885,16.512783710719887
0.05,10.0,0.5,7,0,2,0.8,0.3579188195027468,1.3619160770822145
0.05,10.0,0.5,7,0,3,0.5,0.34253878467756305,18.84279076289435
0.05,10.0,0.5,7,0,4,0.2857142857142857,0.28360987851217695,15.154505419785705
0.05,10.0,0.5,7,1,2,0.38461538461538464,0.3347205317494966,17.14688562907115
0.05,10.0,0.5,7,1,3,0.5,0.27752651332304923,12.932717768633871
0.05,10.0,0.5,7,1,4,0.2,0.27289485578810513,18.301455393874587
0.05,10.0,0.5,7,2,3,0.5,0.3508898937134913,16.031263330410923
0.05,10.0,0.5,7,2,4,0.2857142857142857,0.293558366206546,14.802653586658803
0.05,10.0,0.5,7,3,4,0.2857142857142857,0.32091213260976054,19.535025192179624
0.05,30.0,1.5,0,0,1,0.6,0.17682037166743278,12.814514421549003
0.05,30.0,1.5,0,0,2,0.7,0.2929946226359697,11.020604600434917
0.05,30.0,1.5,0,0,3,0.6,0.14643008503963686,14.289322758205552
0.05,30.0,1.5,0,0,4,0.7,0.2718981123864604,10.464787278306035
0.05,30.0,1.5,0,1,2,0.8888888888888888,0.25147760346299775,5.233691444308609
0.05,30.0,1.5,0,1,3,0.7777777777777778,0.15981945226517472,9.541896608322975
0.05,30.0,1.5,0,1,4,0.8888888888888888,0.23124114302921145,5.451983148747308
0.05,30.0,1.5,0,2,3,0.8888888888888888,0.25496429643673824,6.81011879448367
0.05,30.0,1.5,0,2,4,1.0,0.17538493391003268,0.22322956401014768
0.05,30.0,1.5,0,3,4,0.8888888888888888,0.2675116206310967,6.7013597324339225
0.05,30.0,1.5,1,0,1,0.8571428571428571,0.13624217932101135,11.03056535440344
0.05,30.0,1.5,1,0,2,0.6666666666666666,0.19358691618146362,1.4570599989326374
0.05,30.0,1.5,1,0,3,0.75,0.26578880864490356,1.4228305026131813
0.05,30.0,1.5,1,0,4,0.8571428571428571,0.2827040331592312,10.868712387783832
0.05,30.0,1.5,1,1,2,0.75,0.22021594271081735,11.743178409587161
0.05,30.0,1.5,1,1,3,0.8571428571428571,0.2720929044644522,12.563075815866044
0.05,30.0,1.5,1,1,4,1.0,0.2439392375198033,0.6141615209494721
0.05,30.0,1.5,1,2,3,0.875,0.2576362184536861,0.2979748364046341
0.05,30.0,1.5,1,2,4,0.75,0.2441250532323263,12.296364727252465
0.05,30.0,1.5,1,3,4,0.8571428571428571,0.2518602019753501,11.48500932162184
0.05,30.0,1.5,2,0,1,0.6666666666666666,0.20909455732758667,5.825236360684095
0.05,30.0,1.5,2,0,2,0.5,0.1886496886870319,10.76494580694821
0.05,30.0,1.5,2,0,3,0.7777777777777778,0.18945618077500384,3.1116428280010866
0.05,30.0,1.5,2,0,4,0.7777777777777778,0.23307018095588863,9.775050191575536
0.05,30.0,1.5,2,1,2,0.75,0.23395095238400007,9.43076393817293
0.05,30.0,1.5,2,1,3,0.5,0.18087801623277183,6.767752872507972
0.05,30.0,1.5,2,1,4,0.6666666666666666,0.2293583900621033,11.583437107047203
0.05,30.0,1.5,2,2,3,0.36363636363636365,0.21190858962043063,9.621883556558029
0.05,30.0,1.5,2,2,4,0.6666666666666666,0.1883547959242133,8.663249524261012
0.05,30.0,1.5,2,3,4,0.6,0.20367733536890678,8.242772583873908
0.05,30.0,1.5,3,0,1,0.4166666666666667,0.19187424375806963,2.2455886876051063
0.05,30.0,1.5,3,0,2,1.0,0.2683430346825025,0.45000626033968466
0.05,30.0,1.5,3,0,3,0.7777777777777778,0.244955832706586,5.938819886343924
0.05,30.0,1.5,3,0,4,0.7777777777777778,0.24873682916972686,7.789193283604922
0.05,30.0,1.5,3,1,2,0.4166666666666667,0.22036985140160953,2.2269506172936446
0.05,30.0,1.5,3,1,3,0.4166666666666667,0.20588419476551614,5.4981371385741165
0.05,30.0,1.5,3,1,4,0.3076923076923077,0.22543597010143343,8.280269651600603
0.05,30.0,1.5,3,2,3,0.7777777777777778,0.20732209519082062,5.6874972752049535
0.05,30.0,1.5,3,2,4,0.7777777777777778,0.24003910555317967,8.328331172720336
0.05,30.0,1.5,3,3,4,0.7777777777777778,0.2660621902590828,9.255992693580087
0.05,30.0,1.5,4,0,1,0.7777777777777778,0.21638427241639566,7.911161834495602
0.05,30.0,1.5,4,0,2,0.7777777777777778,0.22399865332941463,8.144670976765315
0.05,30.0,1.5,4,0,3,0.6,0.2476933053621286,14.388198118522666
0.05,30.0,1.5,4,0,4,0.7,0.2104806088613829,11.004790103622845
0.05,30.0,1.5,4,1,2,1.0,0.12380482832166337,0.42749531292861365
0.05,30.0,1.5,4,1,3,0.7777777777777778,0.2485024574179902,11.989887510010266
0.05,30.0,1.5,4,1,4,0.8888888888888888,0.1496967619247522,8.16903344705459
0.05,30.0,1.5,4,2,3,0.7777777777777778,0.22711658259629985,11.984367826777593
0.05,30.0,1.5,4,2,4,0.8888888888888888,0.16747914911257192,8.063700099626738
0.05,30.0,1.5,4,3,4,0.8888888888888888,0.18115482398660335,7.637629685932719
0.05,30.0,1.5,5,0,1,0.8888888888888888,0.14499615383620099,7.136346816555896
0.05,30.0,1.5,5,0,2,0.6,0.25364944072869244,14.994893797561751
0.05,30.0,1.5,5,0,3,1.0,0.20674952542416736,0.2383394012553513
0.05,30.0,1.5,5,0,4,0.6666666666666666,0.23603076636525047,8.54656178334821
0.05,30.0,1.5,5,1,2,0.7,0.23410059961499854,12.711724905273455
0.05,30.0,1.5,5,1,3,0.8888888888888888,0.16774250302496263,6.967008743358184
0.05,30.0,1.5,5,1,4,0.7777777777777778,0.238074071495357,5.279535856655658
0.05,30.0,1.5,5,2,3,0.6,0.25617091775003,15.144419212621095
0.05,30.0,1.5,5,2,4,0.5,0.2480018794538735,13.917155303598154
0.05,30.0,1.5,5,3,4,0.6666666666666666,0.24051435056726383,9.045739024919211
0.05,30.0,1.5,6,0,1,0.5454545454545454,0.26003547428381,4.330760185724015
0.05,30.0,1.5,6,0,2,0.38461538461538464,0.24748760807908868,5.735656525344427
0.05,30.0,1.5,6,0,3,0.3076923076923077,0.2091114837085729,9.262869299857828
0.05,30.0,1.5,6,0,4,0.5454545454545454,0.24959122180239074,6.645652349272141
0.05,30.0,1.5,6,1,2,0.4166666666666667,0.33221591266172446,6.8287620939718305
0.05,30.0,1.5,6,1,3,0.23076923076923078,0.25554354168178395,12.450010558517524
0.05,30.0,1.5,6,1,4,0.6,0.20801604317335257,8.581046722285498
0.05,30.0,1.5,6,2,3,0.4166666666666667,0.2606740967415913,8.593806733497159
0.05,30.0,1.5,6,2,4,0.5454545454545454,0.2726694337602872,2.911690034217658
0.05,30.0,1.5,6,3,4,0.45454545454545453,0.2607436340583172,7.645893798299436
0.05,30.0,1.5,7,0,1,0.2,0.19615830150669372,8.919497803133067
0.05,30.0,1.5,7,0,2,0.3333333333333333,0.26293562965742157,15.134659551773291
0.05,30.0,1.5,7,0,3,0.45454545454545453,0.2283488912821822,12.173877590098147
0.05,30.0,1.5,7,0,4,0.7777777777777778,0.18576190115430716,10.40921579006123
0.05,30.0,1.5,7,1,2,0.2,0.20162991059446844,9.016736838627859
0.05,30.0,1.5,7,1,3,0.2,0.23311202657664942,8.299478829582608
0.05,30.0,1.5,7,1,4,0.2,0.1838385520582545,6.7943253025154835
0.05,30.0,1.5,7,2,3,0.23076923076923078,0.2830914490333305,13.305151505427258
0.05,30.0,1.5,7,2,4,0.45454545454545453,0.18866412056535137,12.447093475285456
0.05,30.0,1.5,7,3,4,0.23076923076923078,0.24847461502300877,10.591163677021072
0.1,0.3,0.03,0,0,1,0.6363636363636364,0.3991843898301195,3.854599974431727
0.1,0.3,0.03,0,0,2,0.2857142857142857,0.40408264207227296,3.4614392900366724
0.1,0.3,0.03,0,0,3,0.125,0.4131915049297119,4.914114578114818
0.1,0.3,0.03,0,0,4,0.2,0.38318959333628155,5.573860928212271
0.1,0.3,0.03,0,1,2,0.2857142857142857,0.39770202770467233,4.125477138745945
0.1,0.3,0.03,0,1,3,0.125,0.3972171138913312,7.001278344753472
0.1,0.3,0.03,0,1,4,0.2857142857142857,0.395072583564786,6.450048987163834
0.1,0.3,0.03,0,2,3,0.2857142857142857,0.4086073112029281,3.7226474578312265
0.1,0.3,0.03,0,2,4,0.125,0.43398682286309886,5.290367651661679
0.1,0.3,0.03,0,3,4,0.38461538461538464,0.4162418468646538,4.197807625561715
0.1,0.3,0.03,1,0,1,0.38461538461538464,0.4193389298423988,3.091286551890018
0.1,0.3,0.03,1,0,2,0.2857142857142857,0.4248699686437648,5.693229948638151
0.1,0.3,0.03,1,0,3,0.2857142857142857,0.37515539018352534,4.961609846520312
0.1,0.3,0.03,1,0,4,0.5,0.4414686404579959,2.5846764116915364
0.1,0.3,0.03,1,1,2,0.2,0.4040911551368738,6.406700964785033
0.1,0.3,0.03,1,1,3,0.2857142857142857,0.39527812229605996,5.5141015728434715
0.1,0.3,0.03,1,1,4,0.5,0.44841858628388515,3.521871376678715
0.1,0.3,0.03,1,2,3,0.38461538461538464,0.4283143601090201,4.1856859489280565
0.1,0.3,0.03,1,2,4,0.2857142857142857,0.405264594832337,6.034046717702426
0.1,0.3,0.03,1,3,4,0.38461538461538464,0.39701913543870515,4.421033087082852
0.1,0.3,0.03,2,0,1,0.2,0.34854109619323675,6.414110178392224
0.1,0.3,0.03,2,0,2,0.38461538461538464,0.4077190332429243,4.221064944556535
0.1,0.3,0.03,2,0,3,0.2,0.40676784955662015,4.812985849535086
0.1,0.3,0.03,2,0,4,0.5,0.4438280329357207,5.303405819552183
0.1,0.3,0.03,2,1,2,0.2857142857142857,0.38914852201048156,4.950994865168085
0.1,0.3,0.03,2,1,3,0.38461538461538464,0.4046555392717215,3.9870035805263697
0.1,0.3,0.03,2,1,4,0.2857142857142857,0.3861807219450087,4.3276002884556934
0.1,0.3,0.03,2,2,3,0.2857142857142857,0.3933089772955342,4.909149467123451
0.1,0.3,0.03,2,2,4,0.2857142857142857,0.3935709534222268,5.596989870395022
0.1,0.3,0.03,2,3,4,0.2,0.37040809866609065,5.913423783493212
0.1,0.3,0.03,3,0,1,0.38461538461538464,0.3947495233987808,3.6772766731798994
0.1,0.3,0.03,3,0,2,0.2857142857142857,0.3581517117527451,3.9643200496449658
0.1,0.3,0.03,3,0,3,0.2,0.4154722357536326,3.8672618860706462
0.1,0.3,0.03,3,0,4,0.125,0.40356420231176954,4.178281475233125
0.1,0.3,0.03,3,1,2,0.2,0.3937234961658833,5.358836171047047
0.1,0.3,0.03,3,1,3,0.125,0.3559464672636736,5.188407441663584
0.1,0.3,0.03,3,1,4,0.125,0.4013795612185483,4.770821510243855
0.1,0.3,0.03,3,2,3,0.5,0.4116516647142732,3.371955041516369
0.1,0.3,0.03,3,2,4,0.2857142857142857,0.4170572805061625,3.2558499455473298
0.1,0.3,0.03,3,3,4,0.38461538461538464,0.4131993886934617,2.783137823188523
0.1,0.3,0.03,4,0,1,0.125,0.43613154606316634,5.15723130436546
0.1,0.3,0.03,4,0,2,0.5,0.4522973485299249,4.087816646218722
0.1,0.3,0.03,4,0,3,0.2,0.44232836522646923,7.549131193228735
0.1,0.3,0.03,4,0,4,0.2,0.3971610539726855,5.289994699285312
0.1,0.3,0.03,4,1,2,0.2,0.46038457598790866,4.234091802791755
0.1,0.3,0.03,4,1,3,0.2,0.4463837711814149,5.889084700471367
0.1,0.3,0.03,4,1,4,0.2857142857142857,0.46714485885239276,3.7374616469311372
0.1,0.3,0.03,4,2,3,0.2,0.4718788276295183,8.204250752151971
0.1,0.3,0.03,4,2,4,0.2,0.4174540390659277,6.343136653102319
0.1,0.3,0.03,4,3,4,0.38461538461538464,0.4644989419177495,4.469616906522774
0.1,0.3,0.03,5,0,1,0.125,0.39331321471803793,6.619858659259549
0.1,0.3,0.03,5,0,2,0.125,0.3912434122313211,5.755878006081001
0.1,0.3,0.03,5,0,3,0.38461538461538464,0.4112151502256442,3.6503165933666093
0.1,0.3,0.03,5,0,4,0.2,0.39492596074764497,5.846202037505836
0.1,0.3,0.03,5,1,2,0.2,0.39062659832636404,3.8670926202485876
0.1,0.3,0.03,5,1,3,0.2857142857142857,0.41441496716244414,6.153453570386353
0.1,0.3,0.03,5,1,4,0.8,0.3776822543985819,1.8802446652610774
0.1,0.3,0.03,5,2,3,0.38461538461538464,0.40075347132481237,5.565381697990966
0.1,0.3,0.03,5,2,4,0.2857142857142857,0.38818146000822495,3.8822308468181443
0.1,0.3,0.03,5,3,4,0.2857142857142857,0.4117302778220789,5.453184255214182
0.1,0.3,0.03,6,0,1,0.38461538461538464,0.39304511827227484,4.731757757389419
0.1,0.3,0.03,6,0,2,0.2,0.37367012159357366,4.610825638861229
0.1,0.3,0.03,6,0,3,0.38461538461538464,0.3826459252408882,3.9830066950881813
0.1,0.3,0.03,6,0,4,0.6363636363636364,0.3300196712921539,1.8438006337825876
0.1,0.3,0.03,6,1,2,0.2857142857142857,0.44751368056899254,4.776068290835715
0.1,0.3,0.03,6,1,3,0.2,0.3802507572335515,5.999653169335806
0.1,0.3,0.03,6,1,4,0.5,0.35856348660634413,4.305176849740935
0.1,0.3,0.03,6,2,3,0.5,0.4789630494759957,2.563801045481126
0.1,0.3,0.03,6,2,4,0.2857142857142857,0.4092742031827644,3.5781408695393906
0.1,0.3,0.03,6,3,4,0.2857142857142857,0.3790894143964468,3.1831026594472887
0.1,0.3,0.03,7,0,1,0.2857142857142857,0.4525880256735835,5.637979846467774
0.1,0.3,0.03,7,0,2,0.2857142857142857,0.42515006777522096,4.6488297127761395
0.1,0.3,0.03,7,0,3,0.2857142857142857,0.39790698098725524,3.4305900377205796
0.1,0.3,0.03,7,0,4,0.2857142857142857,0.41883587032331476,3.348075840987721
0.1,0.3,0.03,7,1,2,0.125,0.42391684113450745,5.079759523893627
0.1,0.3,0.03,7,1,3,0.125,0.3580986949946722,6.024475650109093
0.1,0.3,0.03,7,1,4,0.2857142857142857,0.36881947528509684,4.635177122744333
0.1,0.3,0.03,7,2,3,0.38461538461538464,0.3610278324150187,5.530338344910535
0.1,0.3,0.03,7,2,4,0.2857142857142857,0.4338809363028865,4.17983579391942
0.1,0.3,0.03,7,3,4,0.2,0.3499815847185636,2.045986767006126
0.1,1.0,0.1,0,0,1,0.2857142857142857,0.36442516935827013,5.983069580499621
0.1,1.0,0.1,0,0,2,0.2,0.36618800655692507,7.356845725440948
0.1,1.0,0.1,0,0,3,0.125,0.38723231326617275,9.329976429245853
0.1,1.0,0.1,0,0,4,0.2857142857142857,0.3555001544374861,5.456773574003018
0.1,1.0,0.1,0,1,2,0.38461538461538464,0.3816735308080913,5.947502727568991
0.1,1.0,0.1,0,1,3,0.125,0.34831729151994345,9.340394020872235
0.1,1.0,0.1,0,1,4,0.38461538461538464,0.350730097097159,4.676268736583403
0.1,1.0,0.1,0,2,3,0.5,0.3620688596699204,5.298996412335708
0.1,1.0,0.1,0,2,4,0.2,0.40312974669808627,7.580755150348832
0.1,1.0,0.1,0,3,4,0.2,0.3849099318491114,10.119594010460535
0.1,1.0,0.1,1,0,1,0.2857142857142857,0.3807859585900369,6.313080701365942
0.1,1.0,0.1,1,0,2,0.5,0.3860811021955295,5.250744287139265
0.1,1.0,0.1,1,0,3,0.38461538461538464,0.3262261215870969,6.192557152830172
0.1,1.0,0.1,1,0,4,0.38461538461538464,0.40916965599357813,6.531356775341581
0.1,1.0,0.1,1,1,2,0.2857142857142857,0.3735458538967422,5.116091585770794
0.1,1.0,0.1,1,1,3,0.38461538461538464,0.35716143789136373,5.584377527012289
0.1,1.0,0.1,1,1,4,0.38461538461538464,0.4186282749760911,7.396762406208088
0.1,1.0,0.1,1,2,3,0.38461538461538464,0.3888457086600189,4.007427364802185
0.1,1.0,0.1,1,2,4,0.2857142857142857,0.3781761435880463,6.860928188335963
0.1,1.0,0.1,1,3,4,0.2857142857142857,0.36908075394493156,3.874662358115054
0.1,1.0,0.1,2,0,1,0.125,0.32117129505175046,9.600802322562748
