cell,signal,design,variance_profile,n,trial,method,kappa,target_left,target_right,confidence_left,confidence_right,confidence_width,covers_target,empty,joint_contrast_coverage,unexplained_empty,scale_upper,scale_ratio_to_true_max,scale_covers
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,172,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,172,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16015456925917954,1.2477831563523778,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,173,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,173,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16395399518402143,1.277384932278946,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,174,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,174,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16447633810594336,1.2814545676495066,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,175,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,175,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15156878047856787,1.1808902623562707,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,176,oracle_variances,1.6474051896207582,0.3,0.3,0.0,0.998003992015968,0.998003992015968,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,176,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1625353762323897,1.2663323045498942,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,177,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,177,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1678836212605268,1.3080011129580709,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,178,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,178,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15821185759816647,1.2326472604520957,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,179,oracle_variances,1.6474051896207582,0.3,0.3,0.0,0.3992015968063872,0.3992015968063872,True,False,False,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,179,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15371564127798415,1.197616708294942,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,180,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,180,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16558013042076528,1.2900543438839085,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,181,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,181,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16451898195532252,1.2817868109143942,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,182,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,182,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16908477962712556,1.317359479596541,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,183,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,183,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15300089351428411,1.1920480240874864,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,184,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,184,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16207712891673517,1.2627620456146522,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,185,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,185,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16669091004222628,1.2987085590492313,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,186,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,186,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16624120773705733,1.2952048752994747,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,187,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,187,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.17243281221477322,1.3434443967432066,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,188,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,188,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.17662879457439923,1.376135790669159,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,189,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,189,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.14649340051668877,1.1413473778927472,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,190,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,190,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1800848425575237,1.403062268513881,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,191,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,191,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16567722913834487,1.2908108514556855,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,192,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,192,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15817182285299974,1.2323353450261483,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,193,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,193,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16316795974104842,1.2712608373463157,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,194,oracle_variances,1.6474051896207582,0.3,0.3,0.0,0.998003992015968,0.998003992015968,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,194,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.16241277727618883,1.2653771216085554,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,195,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,195,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15505733078078426,1.2080699696061414,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,196,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,196,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1636153007611185,1.2747461240451023,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,197,oracle_variances,1.6474051896207582,0.3,0.3,0.0,0.17564870259481039,0.17564870259481039,False,False,False,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,197,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15620927761337333,1.2170449233734109,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,198,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,198,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1625912917211048,1.2667679487236487,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,199,oracle_variances,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.1283512831887846,1.0,True
paper_f4_logistic__uniform__linear__n500,paper_f4_logistic,uniform,linear,500,199,unknown_heteroskedastic,1.6474051896207582,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.15348854019733996,1.1958473369649323,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,0,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,0,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.29017958702425106,1.5319327350534477,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,1,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,1,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2752898718813258,1.4533260960510912,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,2,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,2,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2985871781172933,1.5763185726323632,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,3,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,3,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2844643631722469,1.5017605971824548,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,4,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,4,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2581104432419289,1.3626314701055127,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,5,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,5,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2719613586137581,1.435754017718715,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,6,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,6,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.24233995589849053,1.2793750079369997,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,7,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,7,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27754704246703044,1.4652422805915002,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,8,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,8,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2709950947498331,1.4306528620549905,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,9,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,9,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27710471722987823,1.4629071318055964,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,10,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,10,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.26572806916317326,1.4028468781975048,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,11,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,11,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.28049256823078383,1.4807924693063943,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,12,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,12,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2683309318592547,1.4165880603732288,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,13,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,13,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2787450063972263,1.4715666405470025,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,14,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,14,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2743920595620862,1.4485863137118788,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,15,oracle_variances,3.588015608535772,0.3,0.3,0.0,0.998003992015968,0.998003992015968,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,15,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.25226855809362725,1.3317906546474705,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,16,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,16,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2835576370690424,1.4969737566831944,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,17,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,17,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.23830988592112387,1.258099231145822,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,18,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,18,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.26011744881567844,1.3732269691528138,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,19,oracle_variances,3.588015608535772,0.3,0.3,0.31736526946107785,1.0,0.6826347305389222,False,False,False,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,19,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2424021024714884,1.2797030956930102,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,20,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,20,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2950591471712768,1.5576931891175931,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,21,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,21,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27646245183049606,1.4595164474366664,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,22,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,22,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27129578915605856,1.432240305227228,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,23,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,23,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2778770499981428,1.4669844752955092,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,24,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,24,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27517341805867795,1.4527113063449446,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,25,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,25,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27224580431278084,1.4372556797830478,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,26,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,26,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2687065743037604,1.4185711735319282,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,27,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,27,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2611164573283078,1.3785009922458513,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,28,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,28,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.28382419917170315,1.498381006638914,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,29,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,29,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27122201856541844,1.4318508512899446,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,30,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,30,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.25567280271102893,1.3497625382696334,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,31,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,31,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2830645225319536,1.494370478109247,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,32,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,32,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.2851379371297688,1.5053165674889435,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,33,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,33,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.26493875083328494,1.398679863555525,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,34,oracle_variances,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,34,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.27196637420351444,1.4357804963081022,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,35,oracle_variances,3.588015608535772,0.3,0.3,0.0,0.25149700598802394,0.25149700598802394,False,False,False,False,0.18942057988866395,1.0,True
paper_f4_logistic__uniform__plume_peak__n500,paper_f4_logistic,uniform,plume_peak,500,35,unknown_heteroskedastic,3.588015608535772,0.3,0.3,0.0,1.0,1.0,True,False,True,False,0.28879094998125293,1.52460176265428,True
