"sshaped_point_metres","sshaped_rss","shapechange_status","shapechange_point_normalized","shapechange_left_normalized","shapechange_right_normalized","bootstrap_loops","bootstrap_seed"
588,1.29826232985998,"ok",0.654464799111372,0.613917741238349,0.675023627020203,2000,20262012
