noise_sigma,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.01,3.0,1,3,0.05138873354257598,0.5710137034491504,1.0,9
0.01,3.0,1,4,0.054461961108865274,0.5711136770035935,0.8571428571428571,9
0.01,3.0,2,0,0.06232151483373518,0.44405424435674207,0.7142857142857143,9
0.01,3.0,2,1,0.06270785426427478,0.4456873245639717,0.7142857142857143,9
0.01,3.0,2,2,0.061753834055083494,0.4444488459186479,0.7142857142857143,9
0.01,3.0,2,3,0.062374785675060745,0.4447700224206743,0.7142857142857143,9
0.01,3.0,2,4,0.06226318138588406,0.4439484182459118,0.7142857142857143,9
0.01,3.0,3,0,0.14571492768388902,0.6481899665934772,0.5714285714285714,9
0.01,3.0,3,1,0.14519473981438183,0.6467722151013254,0.5714285714285714,9
0.01,3.0,3,2,0.14486248926057124,0.6472734291239944,0.5714285714285714,9
0.01,3.0,3,3,0.1460631687795616,0.6488828681400545,0.5714285714285714,9
0.01,3.0,3,4,0.1462506589615288,0.6486760523570535,0.5714285714285714,9
0.01,3.0,4,0,0.036312863430701406,0.5106406083044498,1.0,9
0.01,3.0,4,1,0.03642116940434574,0.5107657039368279,1.0,9
0.01,3.0,4,2,0.03660307633766878,0.5110359681261941,1.0,9
0.01,3.0,4,3,0.03673737331525494,0.5108690120679028,1.0,9
0.01,3.0,4,4,0.036732405504798955,0.5110514101586296,1.0,9
0.01,3.0,5,0,0.09146884797418349,0.5130849597518116,0.7142857142857143,9
0.01,3.0,5,1,0.09485783832229872,0.514892393372605,0.7142857142857143,9
0.01,3.0,5,2,0.09422499032287425,0.514938788312845,0.7142857142857143,9
0.01,3.0,5,3,0.0946357665829558,0.5141001205119435,0.7142857142857143,9
0.01,3.0,5,4,0.09465713921856057,0.5141500227475374,0.7142857142857143,9
0.01,3.0,6,0,0.07261074007725342,0.49557425613564526,0.5714285714285714,9
0.01,3.0,6,1,0.07325998669448604,0.4955427270044604,0.5714285714285714,9
0.01,3.0,6,2,0.07268491143781758,0.4948400939413919,0.5714285714285714,9
0.01,3.0,6,3,0.07363881476409846,0.4962414579763294,0.5714285714285714,9
0.01,3.0,6,4,0.07267388519855665,0.4952433679142397,0.5714285714285714,9
0.01,3.0,7,0,0.039875764557003944,0.5103486998949046,1.0,9
0.01,3.0,7,1,0.04056578373194002,0.5101942743762095,1.0,9
0.01,3.0,7,2,0.04003443425683335,0.5110132279330768,1.0,9
0.01,3.0,7,3,0.04005027584786133,0.5113535088750788,1.0,9
0.01,3.0,7,4,0.04085679709155941,0.5108522848482149,1.0,9
0.01,10.0,0,0,0.10599090403339949,0.26264473761693213,0.7142857142857143,9
0.01,10.0,0,1,0.10559656809810591,0.26251193597410855,0.7142857142857143,9
0.01,10.0,0,2,0.10564228681325337,0.26257214995621,0.7142857142857143,9
0.01,10.0,0,3,0.10612179156701107,0.26243415717436946,0.7142857142857143,9
