noise_sigma,regularization,latent_index,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.03,0.3,3,1.0,0.2866323277912017,1.183173926812786
0.03,0.3,3,1.0,0.25380011742726183,1.2901837802175495
0.03,0.3,3,1.0,0.3146369594944881,0.9928228124910854
0.03,0.3,3,1.0,0.2124752222184267,1.4513768992224427
0.03,0.3,3,1.0,0.2287415448092338,1.3575291810570058
0.03,0.3,3,1.0,0.26452828853555965,1.2599375522120708
0.03,0.3,3,1.0,0.26233966054551755,1.2097154691521763
0.03,0.3,3,1.0,0.277884102040484,1.5100483012192196
0.03,0.3,3,1.0,0.2795963354181827,0.8021058997449293
0.03,0.3,4,1.0,0.3350949657248854,1.3906465079090793
0.03,0.3,4,1.0,0.253271452288414,1.00353896461363
0.03,0.3,4,1.0,0.23146239552384207,1.5697619766589548
0.03,0.3,4,1.0,0.30744107023798567,1.1090204982325855
0.03,0.3,4,1.0,0.3089547407189868,0.8390477966260129
0.03,0.3,4,1.0,0.33655510942130196,0.08144097634542119
0.03,0.3,4,1.0,0.3017267771686982,0.8206591972233698
0.03,0.3,4,1.0,0.21076092953104783,0.9182612942806884
0.03,0.3,4,1.0,0.2716393060608137,0.1937416351179554
0.03,0.3,4,1.0,0.21810259182810754,0.9612874320930901
0.03,0.3,5,1.0,0.2448171762262374,0.7202365570529493
0.03,0.3,5,1.0,0.27977536166147365,0.22596994582709606
0.03,0.3,5,1.0,0.24789963495786002,0.22700274949887292
0.03,0.3,5,1.0,0.2457257046985958,0.2502900004115639
0.03,0.3,5,1.0,0.24687430460812418,0.5787856410890427
0.03,0.3,5,1.0,0.25416618158182935,0.5513295155774183
0.03,0.3,5,1.0,0.24985321646821312,0.7501640646985469
0.03,0.3,5,1.0,0.2735664686982618,0.21243419950630335
0.03,0.3,5,1.0,0.31911175167728645,0.33824684636138774
0.03,0.3,5,1.0,0.3058308701583404,0.2974042831601131
0.03,0.3,6,1.0,0.30432462993410375,0.9942668528095051
0.03,0.3,6,1.0,0.32057268397823285,0.9410593376442216
0.03,0.3,6,1.0,0.23055455475006717,0.8616304536113648
0.03,0.3,6,1.0,0.2898172712705802,0.9663085889877799
0.03,0.3,6,1.0,0.27691282354317853,0.2468135164720966
0.03,0.3,6,1.0,0.2654446467626964,0.21812637265972723
0.03,0.3,6,1.0,0.31167567003285457,0.29713568224323494
0.03,0.3,6,1.0,0.25379135238913353,0.1965325100663242
0.03,0.3,6,1.0,0.282750664689485,0.23547535561951646
0.03,0.3,6,1.0,0.2562380267607221,0.178431543375353
0.03,0.3,7,1.0,0.22736487826723495,0.2100107350075364
0.03,0.3,7,1.0,0.23377235213734576,0.7542716826271278
0.03,0.3,7,1.0,0.25703343483594615,0.28851198796876104
0.03,0.3,7,1.0,0.27824716538916827,0.9384109052400955
0.03,0.3,7,1.0,0.28827843542358256,0.9212011609941874
0.03,0.3,7,1.0,0.32052723429266,0.3742933237042906
0.03,0.3,7,1.0,0.234695574043363,1.0329064161055326
0.03,0.3,7,1.0,0.25804486358906775,0.8558094436629512
0.03,0.3,7,1.0,0.25471059932062334,1.220078597122486
0.03,0.3,7,1.0,0.3002243805437264,0.8493968634590564
0.03,1.0,0,1.0,0.24809306731031894,1.0025068028288961
0.03,1.0,0,1.0,0.23288301128547031,0.8105099466262604
0.03,1.0,0,1.0,0.22887106560294532,0.8046492124146175
0.03,1.0,0,1.0,0.249923393171192,0.6805770932302747
0.03,1.0,0,1.0,0.23577540283212245,0.6059923615728129
0.03,1.0,0,1.0,0.18311534424742756,0.7108657853939757
0.03,1.0,0,1.0,0.2420471237864016,0.9758907918265352
0.03,1.0,0,1.0,0.21741110011644046,0.19761833661807518
0.03,1.0,0,1.0,0.19369374316446153,1.1558904983637182
0.03,1.0,0,1.0,0.22286519241838607,1.2248962961024972
0.03,1.0,1,1.0,0.2420448056294094,0.1971705552928988
0.03,1.0,1,1.0,0.24198582831231097,0.9338137582222066
0.03,1.0,1,1.0,0.2065484597755497,0.9305380707934992
0.03,1.0,1,1.0,0.22983698324903587,0.9382241090316282
0.03,1.0,1,1.0,0.32747945539542406,0.9849663631118859
0.03,1.0,1,1.0,0.28021108648402965,0.915734857195021
0.03,1.0,1,1.0,0.3102488482609895,0.9717149219387764
0.03,1.0,1,1.0,0.21448633187905566,0.24769868511410975
0.03,1.0,1,1.0,0.2580798799091845,0.20135730221309217
0.03,1.0,1,1.0,0.2035455531432852,0.148379562687327
0.03,1.0,2,1.0,0.24297303298963988,0.22526181593874717
0.03,1.0,2,1.0,0.19623247590522225,0.7383737892865309
0.03,1.0,2,1.0,0.19582333769034144,0.13478584249585004
0.03,1.0,2,1.0,0.21338322524077963,0.16597477181121226
0.03,1.0,2,1.0,0.18259433206227832,0.6306821356256913
0.03,1.0,2,1.0,0.1905642051582633,0.1330643628756959
0.03,1.0,2,1.0,0.2424500116823854,0.18375220041145493
0.03,1.0,2,1.0,0.15812831960546309,0.6911447160892666
