analysis_status,baseline,series,direct_hcrd_mean_auc_pr,baseline_mean_auc_pr,mean_difference,bootstrap_95_low,bootstrap_95_high,paired_t_p,wilcoxon_p,exact_sign_p,wins,ties,losses
post_hoc_secondary_ablation,raw_SR,13,0.4156968840094537,0.385041188000724,0.030655696008729673,-0.14685135384602246,0.1633620511959686,0.7210100876879344,0.19091796875,0.266845703125,9,0,4
post_hoc_secondary_ablation,raw_absolute_deviation,13,0.4156968840094537,0.41877211274883047,-0.0030752287393767505,-0.15833106481837497,0.11989406474901397,0.967836920526533,0.497314453125,0.5810546875,8,0,5
