record,method,beats,failure_rate,mean_joint_absolute_error_ms,mean_successful_onset_absolute_error_ms,mean_successful_offset_absolute_error_ms,mean_successful_duration_absolute_error_ms
sel853,hcrd_raw,30,0.09999999999999998,41.266666666666666,20.296296296296298,35.851851851851855,49.925925925925924
sel853,derivative_threshold,30,0.0,21.466666666666665,25.066666666666666,17.866666666666667,37.86666666666667
sel853,official_pu0,30,0.0,17.733333333333334,30.266666666666666,5.2,29.866666666666667
sel853,official_pu1,30,0.0,10.4,15.466666666666667,5.333333333333333,15.733333333333333
sel803,hcrd_quadratic,30,0.0,8.266666666666667,10.133333333333333,6.4,12.8
sel803,hcrd_gaussian,30,0.0,7.666666666666667,8.4,6.933333333333334,10.533333333333333
sel803,hcrd_raw,30,0.09999999999999998,36.733333333333334,20.74074074074074,25.333333333333332,13.185185185185185
sel803,derivative_threshold,30,0.0,12.066666666666666,9.733333333333333,14.4,18.533333333333335
sel803,official_pu0,30,0.0,6.0,6.133333333333334,5.866666666666666,10.666666666666666
sel803,official_pu1,30,0.0,13.533333333333333,12.266666666666667,14.8,22.8
sele0111,hcrd_quadratic,30,0.0,40.13333333333333,26.8,53.46666666666667,80.26666666666667
sele0111,hcrd_gaussian,30,0.033333333333333326,25.466666666666665,29.517241379310345,12.137931034482758,39.724137931034484
sele0111,hcrd_raw,30,0.16666666666666663,33.46666666666667,7.68,8.64,6.08
sele0111,derivative_threshold,30,0.1333333333333333,41.733333333333334,19.384615384615383,27.692307692307693,34.46153846153846
sele0111,official_pu0,30,0.0,24.2,8.933333333333334,39.46666666666667,48.13333333333333
sele0111,official_pu1,30,0.0,6.333333333333333,7.066666666666666,5.6,9.733333333333333
sel15814,hcrd_quadratic,30,0.0,53.333333333333336,11.866666666666667,94.8,101.33333333333333
sel15814,hcrd_gaussian,30,0.0,54.86666666666667,11.066666666666666,98.66666666666667,109.73333333333333
sel15814,hcrd_raw,30,0.09999999999999998,60.6,15.555555555555555,83.55555555555556,97.03703703703704
sel15814,derivative_threshold,30,0.33333333333333337,82.86666666666666,14.8,73.8,80.6
sel15814,official_pu0,30,0.0,16.066666666666666,9.466666666666667,22.666666666666668,28.4
sel15814,official_pu1,30,0.0,11.0,6.4,15.6,16.4
sele0126,hcrd_quadratic,30,0.0,20.2,16.933333333333334,23.466666666666665,40.13333333333333
sele0126,hcrd_gaussian,30,0.0,32.06666666666667,23.2,40.93333333333333,31.333333333333332
sele0126,hcrd_raw,30,0.33333333333333337,64.13333333333334,20.4,12.0,16.8
sele0126,derivative_threshold,30,0.16666666666666663,40.0,18.24,13.76,21.76
sele0126,official_pu0,30,0.0,6.533333333333333,7.6,5.466666666666667,10.133333333333333
sele0126,official_pu1,30,0.0,9.4,8.133333333333333,10.666666666666666,12.666666666666666
sel307,hcrd_quadratic,30,0.0,6.666666666666667,6.666666666666667,6.666666666666667,7.733333333333333
sel307,hcrd_gaussian,30,0.0,6.6,8.0,5.2,8.933333333333334
sel307,hcrd_raw,30,0.033333333333333326,25.533333333333335,22.620689655172413,19.17241379310345,34.62068965517241
sel307,derivative_threshold,30,0.16666666666666663,34.93333333333333,14.88,4.96,18.24
sel307,official_pu0,30,0.033333333333333326,10.866666666666667,4.137931034482759,7.310344827586207,8.96551724137931
sel307,official_pu1,30,0.0,7.066666666666666,5.066666666666666,9.066666666666666,11.2
sel32,hcrd_quadratic,30,0.0,17.4,17.466666666666665,17.333333333333332,33.46666666666667
sel32,hcrd_gaussian,30,0.06666666666666665,32.46666666666667,27.142857142857142,19.571428571428573,44.714285714285715
sel32,hcrd_raw,30,0.033333333333333326,15.4,8.689655172413794,12.137931034482758,11.724137931034482
sel32,derivative_threshold,30,0.30000000000000004,55.53333333333333,13.904761904761905,7.619047619047619,16.19047619047619
sel32,official_pu0,30,0.0,19.8,29.333333333333332,10.266666666666667,22.8
sel32,official_pu1,30,0.0,27.533333333333335,47.46666666666667,7.6,51.06666666666667
sel34,hcrd_quadratic,30,0.0,13.2,4.266666666666667,22.133333333333333,24.533333333333335
sel34,hcrd_gaussian,30,0.0,14.266666666666667,5.066666666666666,23.466666666666665,25.866666666666667
sel34,hcrd_raw,30,0.0,22.0,8.533333333333333,35.46666666666667,39.733333333333334
sel34,derivative_threshold,30,0.06666666666666665,26.533333333333335,10.285714285714286,23.714285714285715,33.42857142857143
sel34,official_pu0,30,0.0,26.333333333333332,9.733333333333333,42.93333333333333,47.6
sel34,official_pu1,30,0.0,38.4,25.066666666666666,51.733333333333334,38.93333333333333
sel17453,hcrd_quadratic,30,0.0,10.133333333333333,7.866666666666666,12.4,9.333333333333334
sel17453,hcrd_gaussian,30,0.0,19.2,24.533333333333335,13.866666666666667,22.666666666666668
sel17453,hcrd_raw,30,0.0,16.533333333333335,15.066666666666666,18.0,24.266666666666666
sel17453,derivative_threshold,30,0.0,15.8,10.4,21.2,29.466666666666665
sel17453,official_pu0,30,0.0,5.8,6.266666666666667,5.333333333333333,8.133333333333333
sel17453,official_pu1,30,0.0,13.333333333333334,19.733333333333334,6.933333333333334,16.8
sel16272,hcrd_quadratic,30,0.0,33.4,51.06666666666667,15.733333333333333,59.86666666666667
sel16272,hcrd_gaussian,30,0.0,29.866666666666667,50.266666666666666,9.466666666666667,41.06666666666667
sel16272,hcrd_raw,30,0.0,24.8,31.333333333333332,18.266666666666666,36.0
sel16272,derivative_threshold,30,0.0,14.0,15.733333333333333,12.266666666666667,18.933333333333334
sel16272,official_pu0,30,0.0,10.133333333333333,15.6,4.666666666666667,16.0
sel16272,official_pu1,30,0.0,20.333333333333332,32.666666666666664,8.0,38.0
sele0104,hcrd_quadratic,30,0.0,12.466666666666667,13.6,11.333333333333334,16.4
sele0104,hcrd_gaussian,30,0.0,14.733333333333333,21.333333333333332,8.133333333333333,14.8
sele0104,hcrd_raw,30,0.0,10.6,10.266666666666667,10.933333333333334,21.2
sele0104,derivative_threshold,30,0.09999999999999998,24.133333333333333,8.0,10.074074074074074,11.555555555555555
sele0104,official_pu0,30,0.0,7.6,4.133333333333334,11.066666666666666,10.133333333333333
sele0104,official_pu1,30,0.0,7.466666666666667,9.866666666666667,5.066666666666666,9.6
sel233,hcrd_quadratic,30,0.0,19.4,23.2,15.6,36.666666666666664
sel233,hcrd_gaussian,30,0.0,27.533333333333335,34.53333333333333,20.533333333333335,53.2
sel233,hcrd_raw,30,0.0,15.4,14.266666666666667,16.533333333333335,24.933333333333334
sel233,derivative_threshold,30,0.0,10.866666666666667,12.133333333333333,9.6,17.466666666666665
sel233,official_pu0,30,0.0,16.466666666666665,13.333333333333334,19.6,12.666666666666666
sel233,official_pu1,30,0.0,8.2,10.533333333333333,5.866666666666666,10.266666666666667
sele0211,hcrd_quadratic,30,0.0,15.933333333333334,7.866666666666666,24.0,17.466666666666665
sele0211,hcrd_gaussian,30,0.0,21.0,9.333333333333334,32.666666666666664,25.2
sele0211,hcrd_raw,30,0.033333333333333326,13.8,12.551724137931034,4.9655172413793105,11.448275862068966
sele0211,derivative_threshold,30,0.033333333333333326,23.8,26.20689655172414,12.0,21.655172413793103
sele0211,official_pu0,30,0.0,7.8,6.0,9.6,13.733333333333333
sele0211,official_pu1,30,0.0,10.0,6.133333333333334,13.866666666666667,17.866666666666667
sel820,hcrd_quadratic,30,0.0,14.333333333333334,9.6,19.066666666666666,11.6
sel820,hcrd_gaussian,30,0.0,18.6,10.8,26.4,18.0
sel820,hcrd_raw,30,0.30000000000000004,70.33333333333333,40.76190476190476,23.047619047619047,31.428571428571427
sel820,derivative_threshold,30,0.4666666666666667,83.0,18.0,13.25,7.75
sel820,official_pu0,30,0.0,6.933333333333334,7.066666666666666,6.8,9.866666666666667
sel820,official_pu1,30,0.0,14.266666666666667,13.066666666666666,15.466666666666667,25.333333333333332
sel16420,hcrd_quadratic,30,0.0,10.866666666666667,12.133333333333333,9.6,11.066666666666666
sel16420,hcrd_gaussian,30,0.0,17.333333333333332,24.266666666666666,10.4,18.666666666666668
sel16420,hcrd_raw,30,0.033333333333333326,21.533333333333335,14.344827586206897,19.17241379310345,18.620689655172413
sel16420,derivative_threshold,30,0.0,12.533333333333333,11.866666666666667,13.2,19.733333333333334
sel16420,official_pu0,30,0.0,5.733333333333333,6.0,5.466666666666667,7.733333333333333
sel16420,official_pu1,30,0.0,9.533333333333333,11.066666666666666,8.0,11.866666666666667
sel43,hcrd_quadratic,30,0.0,34.6,44.4,24.8,22.0
sel43,hcrd_gaussian,30,0.0,39.4,50.266666666666666,28.533333333333335,24.933333333333334
sel43,hcrd_raw,30,0.0,46.333333333333336,72.0,20.666666666666668,88.4
sel43,derivative_threshold,30,0.0,36.4,49.6,23.2,42.93333333333333
sel43,official_pu0,30,0.0,8.533333333333333,11.733333333333333,5.333333333333333,12.0
sel43,official_pu1,30,0.0,16.4,21.466666666666665,11.333333333333334,23.733333333333334
sele0133,hcrd_quadratic,30,0.0,29.466666666666665,20.4,38.53333333333333,25.6
sele0133,hcrd_gaussian,30,0.0,31.8,24.133333333333333,39.46666666666667,43.86666666666667
sele0133,hcrd_raw,30,0.033333333333333326,28.8,29.79310344827586,18.75862068965517,40.55172413793103
sele0133,derivative_threshold,30,0.16666666666666663,50.06666666666667,23.2,32.96,48.48
sele0133,official_pu0,30,0.0,13.0,8.8,17.2,14.8
sele0133,official_pu1,30,0.0,8.066666666666666,8.133333333333333,8.0,11.333333333333334
sel114,hcrd_quadratic,50,0.0,20.52,21.6,19.44,26.16
sel114,hcrd_gaussian,50,0.0,23.84,28.0,19.68,31.2
sel114,hcrd_raw,50,0.020000000000000018,41.56,52.89795918367347,25.387755102040817,77.95918367346938
sel114,derivative_threshold,50,0.18000000000000005,52.12,28.78048780487805,28.097560975609756,31.902439024390244
sel114,official_pu0,50,0.0,11.76,10.48,13.04,17.76
sel114,official_pu1,50,0.0,21.96,12.4,31.52,24.08
sel891,hcrd_quadratic,71,0.0,22.140845070422536,13.183098591549296,31.098591549295776,34.59154929577465
sel891,hcrd_gaussian,71,0.014084507042253502,30.591549295774648,22.34285714285714,35.142857142857146,21.485714285714284
sel891,hcrd_raw,71,0.16901408450704225,54.08450704225352,30.10169491525424,34.983050847457626,61.42372881355932
sel891,derivative_threshold,71,0.0,26.816901408450704,15.661971830985916,37.971830985915496,48.225352112676056
sel891,official_pu0,71,0.0,10.056338028169014,14.084507042253522,6.028169014084507,13.352112676056338
sel891,official_pu1,71,0.0,32.929577464788736,20.169014084507044,45.690140845070424,64.05633802816901
sel873,hcrd_quadratic,33,0.0,8.363636363636363,6.545454545454546,10.181818181818182,15.030303030303031
sel873,hcrd_gaussian,33,0.0,9.454545454545455,7.515151515151516,11.393939393939394,16.727272727272727
sel873,hcrd_raw,33,0.21212121212121215,49.09090909090909,14.76923076923077,23.692307692307693,24.615384615384617
sel873,derivative_threshold,33,0.0,11.757575757575758,16.12121212121212,7.393939393939394,17.696969696969695
sel873,official_pu0,33,0.0,11.212121212121213,13.212121212121213,9.212121212121213,15.878787878787879
sel873,official_pu1,33,0.0,9.515151515151516,11.878787878787879,7.151515151515151,16.606060606060606
sel123,hcrd_quadratic,30,0.0,14.266666666666667,12.4,16.133333333333333,17.866666666666667
sel123,hcrd_gaussian,30,0.0,16.0,17.733333333333334,14.266666666666667,16.0
sel123,hcrd_raw,30,0.0,15.266666666666667,16.266666666666666,14.266666666666667,20.4
sel123,derivative_threshold,30,0.0,18.466666666666665,21.333333333333332,15.6,28.666666666666668
sel123,official_pu0,30,0.033333333333333326,17.733333333333334,15.448275862068966,10.206896551724139,15.724137931034482
sel123,official_pu1,30,0.033333333333333326,19.133333333333333,17.24137931034483,11.310344827586206,18.896551724137932
sel41,hcrd_quadratic,30,0.0,10.666666666666666,5.866666666666666,15.466666666666667,17.333333333333332
sel41,hcrd_gaussian,30,0.0,11.733333333333333,6.266666666666667,17.2,17.866666666666667
sel41,hcrd_raw,30,0.0,31.2,43.2,19.2,52.8
sel41,derivative_threshold,30,0.2666666666666667,59.6,16.363636363636363,29.818181818181817,25.09090909090909
sel41,official_pu0,30,0.0,12.6,17.333333333333332,7.866666666666666,16.666666666666668
sel41,official_pu1,30,0.0,9.533333333333333,11.733333333333333,7.333333333333333,12.933333333333334
sel16795,hcrd_quadratic,30,0.0,16.666666666666668,14.933333333333334,18.4,32.8
sel16795,hcrd_gaussian,30,0.0,27.4,30.4,24.4,37.733333333333334
sel16795,hcrd_raw,30,0.33333333333333337,64.6,9.0,24.8,21.0
sel16795,derivative_threshold,30,0.0,17.466666666666665,14.533333333333333,20.4,26.133333333333333
sel16795,official_pu0,30,0.0,14.933333333333334,21.2,8.666666666666666,16.8
sel16795,official_pu1,30,0.0,16.4,24.0,8.8,30.133333333333333
sele0406,hcrd_quadratic,31,0.0,26.967741935483872,35.74193548387097,18.193548387096776,51.354838709677416
sele0406,hcrd_gaussian,31,0.0,23.096774193548388,42.32258064516129,3.870967741935484,38.96774193548387
sele0406,hcrd_raw,31,0.032258064516129004,16.774193548387096,10.666666666666666,13.333333333333334,19.733333333333334
sele0406,derivative_threshold,31,0.0,14.064516129032258,14.838709677419354,13.290322580645162,17.806451612903224
sele0406,official_pu0,31,0.0,8.516129032258064,12.516129032258064,4.516129032258065,16.258064516129032
sele0406,official_pu1,31,0.0,9.548387096774194,13.161290322580646,5.935483870967742,8.774193548387096
sel17152,hcrd_quadratic,30,0.0,13.866666666666667,14.133333333333333,13.6,23.2
sel17152,hcrd_gaussian,30,0.0,18.133333333333333,19.2,17.066666666666666,30.933333333333334
sel17152,hcrd_raw,30,0.8666666666666667,140.53333333333333,20.0,8.0,16.0
sel17152,derivative_threshold,30,0.2666666666666667,49.8,5.090909090909091,14.363636363636363,14.727272727272727
sel17152,official_pu0,30,0.0,18.666666666666668,18.266666666666666,19.066666666666666,20.0
sel17152,official_pu1,30,0.0,11.266666666666667,13.333333333333334,9.2,19.066666666666666
sel302,hcrd_quadratic,30,0.0,7.933333333333334,5.866666666666666,10.0,8.133333333333333
sel302,hcrd_gaussian,30,0.0,8.666666666666666,4.4,12.933333333333334,10.133333333333333
sel302,hcrd_raw,30,0.09999999999999998,25.2,12.148148148148149,8.296296296296296,11.851851851851851
sel302,derivative_threshold,30,0.0,12.866666666666667,9.866666666666667,15.866666666666667,19.333333333333332
sel302,official_pu0,30,0.0,5.466666666666667,4.666666666666667,6.266666666666667,7.733333333333333
sel302,official_pu1,30,0.0,11.333333333333334,17.6,5.066666666666666,17.866666666666667
sel16483,hcrd_quadratic,30,0.0,12.4,7.733333333333333,17.066666666666666,19.466666666666665
sel16483,hcrd_gaussian,30,0.0,11.933333333333334,9.6,14.266666666666667,22.533333333333335
sel16483,hcrd_raw,30,0.0,30.2,33.46666666666667,26.933333333333334,12.4
sel16483,derivative_threshold,30,0.0,17.866666666666667,20.4,15.333333333333334,26.666666666666668
sel16483,official_pu0,30,0.0,10.0,13.733333333333333,6.266666666666667,17.333333333333332
sel16483,official_pu1,30,0.0,10.266666666666667,6.133333333333334,14.4,15.733333333333333
sele0203,hcrd_quadratic,30,0.0,22.6,12.133333333333333,33.06666666666667,44.666666666666664
sele0203,hcrd_gaussian,30,0.0,27.266666666666666,20.133333333333333,34.4,54.0
sele0203,hcrd_raw,30,0.06666666666666665,29.066666666666666,24.285714285714285,15.142857142857142,36.57142857142857
sele0203,derivative_threshold,30,0.33333333333333337,63.333333333333336,6.6,23.4,25.2
sele0203,official_pu0,30,0.0,9.6,9.066666666666666,10.133333333333333,15.2
sele0203,official_pu1,30,0.0,15.2,10.266666666666667,20.133333333333333,26.4
sel808,hcrd_quadratic,30,0.0,16.933333333333334,10.133333333333333,23.733333333333334,14.4
sel808,hcrd_gaussian,30,0.0,24.6,10.933333333333334,38.266666666666666,27.6
sel808,hcrd_raw,30,0.23333333333333328,50.333333333333336,20.0,13.91304347826087,31.82608695652174
sel808,derivative_threshold,30,0.16666666666666663,38.333333333333336,12.32,15.68,16.16
sel808,official_pu0,30,0.0,5.266666666666667,4.533333333333333,6.0,8.4
sel808,official_pu1,30,0.0,16.2,6.933333333333334,25.466666666666665,31.6
sel42,hcrd_quadratic,30,1.0,160.0,,,
sel42,hcrd_gaussian,30,0.0,45.0,56.13333333333333,33.86666666666667,31.333333333333332
sel42,hcrd_raw,30,0.4,91.06666666666666,43.77777777777778,46.44444444444444,88.0
sel42,derivative_threshold,30,1.0,160.0,,,
sel42,official_pu0,30,0.0,13.8,20.533333333333335,7.066666666666666,14.8
sel42,official_pu1,30,0.0,15.066666666666666,18.0,12.133333333333333,29.866666666666667
sele0112,hcrd_quadratic,50,0.0,25.84,35.28,16.4,23.36
sele0112,hcrd_gaussian,50,0.0,23.4,39.92,6.88,43.6
sele0112,hcrd_raw,50,0.040000000000000036,16.08,13.083333333333334,7.083333333333333,14.0
sele0112,derivative_threshold,50,0.0,22.36,33.2,11.52,37.36
sele0112,official_pu0,50,0.0,12.96,11.52,14.4,15.84
sele0112,official_pu1,50,0.020000000000000018,17.2,8.16326530612245,20.408163265306122,14.204081632653061
