record,method,beats,failure_rate,mean_joint_absolute_error_ms,mean_successful_onset_absolute_error_ms,mean_successful_offset_absolute_error_ms,mean_successful_duration_absolute_error_ms
sel230,hcrd_quadratic,50,0.0,18.88,20.32,17.44,34.24
sel230,hcrd_gaussian,50,0.0,17.76,23.84,11.68,24.0
sel230,hcrd_raw,50,0.020000000000000018,26.48,32.734693877551024,14.775510204081632,28.244897959183675
sel230,derivative_threshold,50,0.0,20.24,26.0,14.48,33.76
sel230,official_pu0,50,0.0,10.72,15.6,5.84,15.68
sel230,official_pu1,50,0.0,18.68,22.4,14.96,36.24
sel33,hcrd_quadratic,30,0.0,12.466666666666667,4.8,20.133333333333333,24.933333333333334
sel33,hcrd_gaussian,30,0.0,12.666666666666666,5.2,20.133333333333333,25.333333333333332
sel33,hcrd_raw,30,0.0,23.6,25.066666666666666,22.133333333333333,46.4
sel33,derivative_threshold,30,0.19999999999999996,49.0,12.833333333333334,29.666666666666668,42.5
sel33,official_pu0,30,0.033333333333333326,22.333333333333332,11.310344827586206,23.862068965517242,35.172413793103445
sel33,official_pu1,30,0.033333333333333326,20.666666666666668,22.620689655172413,9.10344827586207,29.79310344827586
sele0170,hcrd_quadratic,30,0.0,8.266666666666667,13.866666666666667,2.6666666666666665,14.133333333333333
sele0170,hcrd_gaussian,30,0.0,30.4,57.6,3.2,55.46666666666667
sele0170,hcrd_raw,30,0.033333333333333326,25.733333333333334,10.758620689655173,31.448275862068964,41.37931034482759
sele0170,derivative_threshold,30,0.0,12.333333333333334,15.2,9.466666666666667,19.066666666666666
sele0170,official_pu0,30,0.0,6.733333333333333,7.2,6.266666666666667,12.666666666666666
sele0170,official_pu1,30,0.0,6.6,10.666666666666666,2.533333333333333,9.466666666666667
sele0110,hcrd_quadratic,30,0.0,23.6,16.133333333333333,31.066666666666666,25.066666666666666
sele0110,hcrd_gaussian,30,0.0,31.733333333333334,22.266666666666666,41.2,22.4
sele0110,hcrd_raw,30,0.0,17.0,24.8,9.2,18.0
sele0110,derivative_threshold,30,0.4,75.0,16.444444444444443,20.22222222222222,14.0
sele0110,official_pu0,30,0.0,14.6,22.133333333333333,7.066666666666666,28.4
sele0110,official_pu1,30,0.0,7.6,5.066666666666666,10.133333333333333,14.133333333333333
