record,method,beats,failure_rate,mean_joint_absolute_error_ms,mean_onset_absolute_error_ms,mean_offset_absolute_error_ms
sele0405,learned_level1,30,0.0,9.0,10.4,7.6
sele0405,learned_multilevel,30,0.0,9.466666666666667,11.466666666666667,7.466666666666667
sele0405,official_pu0,30,0.0,12.666666666666666,14.4,10.933333333333334
sele0405,official_pu1,30,0.0,12.666666666666666,18.933333333333334,6.4
sele0405,pilot_constant,30,0.0,11.666666666666666,9.733333333333333,13.6
sele0406,learned_level1,31,0.0,12.32258064516129,16.129032258064516,8.516129032258064
sele0406,learned_multilevel,31,0.0,11.35483870967742,14.32258064516129,8.387096774193548
sele0406,official_pu0,31,0.0,8.516129032258064,12.516129032258064,4.516129032258065
sele0406,official_pu1,31,0.0,9.548387096774194,13.161290322580646,5.935483870967742
sele0406,pilot_constant,31,0.0,7.419354838709677,4.903225806451613,9.935483870967742
sele0411,learned_level1,30,0.0,8.866666666666667,7.333333333333333,10.4
sele0411,learned_multilevel,30,0.0,10.266666666666667,9.2,11.333333333333334
sele0411,official_pu0,30,0.0,9.266666666666667,9.066666666666666,9.466666666666667
sele0411,official_pu1,30,0.0,16.933333333333334,8.133333333333333,25.733333333333334
sele0411,pilot_constant,30,0.0,11.133333333333333,13.333333333333334,8.933333333333334
sele0509,learned_level1,30,0.0,25.533333333333335,13.466666666666667,37.6
sele0509,learned_multilevel,30,0.0,26.333333333333332,15.2,37.46666666666667
sele0509,official_pu0,30,0.0,28.533333333333335,8.0,49.06666666666667
sele0509,official_pu1,30,0.0,13.0,20.933333333333334,5.066666666666666
sele0509,pilot_constant,30,0.0,23.533333333333335,16.533333333333335,30.533333333333335
sele0604,learned_level1,30,0.0,16.866666666666667,12.0,21.733333333333334
sele0604,learned_multilevel,30,0.0,13.333333333333334,9.333333333333334,17.333333333333332
sele0604,official_pu0,30,0.0,18.066666666666666,26.533333333333335,9.6
sele0604,official_pu1,30,0.0,12.4,16.4,8.4
sele0604,pilot_constant,30,0.0,7.866666666666666,10.533333333333333,5.2
sele0606,learned_level1,30,0.0,16.666666666666668,8.266666666666667,25.066666666666666
sele0606,learned_multilevel,30,0.0,11.666666666666666,6.533333333333333,16.8
sele0606,official_pu0,30,0.0,7.866666666666666,5.066666666666666,10.666666666666666
sele0606,official_pu1,30,0.0,28.533333333333335,14.266666666666667,42.8
sele0606,pilot_constant,30,0.0,6.866666666666666,5.6,8.133333333333333
sele0704,learned_level1,30,0.0,33.8,5.333333333333333,62.266666666666666
sele0704,learned_multilevel,30,0.0,33.8,6.133333333333334,61.46666666666667
sele0704,official_pu0,30,0.0,10.533333333333333,8.4,12.666666666666666
sele0704,official_pu1,30,0.0,38.46666666666667,12.8,64.13333333333334
sele0704,pilot_constant,30,0.0,36.53333333333333,5.866666666666666,67.2
