record,beat_index,method,success,onset_error_ms,offset_error_ms,joint_absolute_error_ms
sel51,1,official_pu0,1,-8.0,12.0,10.0
sel51,1,official_pu1,1,-8.0,8.0,8.0
sel51,2,pilot_constant,1,-12.0,-4.0,8.0
sel51,2,learned_level1,1,-20.0,-8.0,14.0
sel51,2,learned_multilevel,1,-16.0,-12.0,14.0
sel51,2,official_pu0,1,-16.0,8.0,12.0
sel51,2,official_pu1,1,-16.0,0.0,8.0
sel51,3,pilot_constant,1,-4.0,8.0,6.0
sel51,3,learned_level1,1,-12.0,4.0,8.0
sel51,3,learned_multilevel,1,-8.0,0.0,4.0
sel51,3,official_pu0,1,-8.0,-12.0,10.0
sel51,3,official_pu1,1,-8.0,16.0,12.0
sel51,4,pilot_constant,1,-8.0,0.0,4.0
sel51,4,learned_level1,1,-16.0,-4.0,10.0
sel51,4,learned_multilevel,1,-12.0,0.0,6.0
sel51,4,official_pu0,1,-8.0,12.0,10.0
sel51,4,official_pu1,1,-12.0,8.0,10.0
sel51,5,pilot_constant,1,-12.0,0.0,6.0
sel51,5,learned_level1,1,-24.0,-4.0,14.0
sel51,5,learned_multilevel,1,-20.0,-4.0,12.0
sel51,5,official_pu0,1,-12.0,16.0,14.0
sel51,5,official_pu1,1,-16.0,12.0,14.0
sel51,6,pilot_constant,1,-16.0,8.0,12.0
sel51,6,learned_level1,1,-20.0,4.0,12.0
sel51,6,learned_multilevel,1,-24.0,4.0,14.0
sel51,6,official_pu0,1,-12.0,-12.0,12.0
sel51,6,official_pu1,1,-16.0,16.0,16.0
sel51,7,pilot_constant,1,-12.0,-4.0,8.0
sel51,7,learned_level1,1,-20.0,-8.0,14.0
sel51,7,learned_multilevel,1,-20.0,-8.0,14.0
sel51,7,official_pu0,1,-12.0,-20.0,16.0
sel51,7,official_pu1,1,-16.0,-24.0,20.0
sel51,8,pilot_constant,1,-4.0,0.0,2.0
sel51,8,learned_level1,1,-12.0,-4.0,8.0
sel51,8,learned_multilevel,1,-16.0,-8.0,12.0
sel51,8,official_pu0,1,-16.0,-20.0,18.0
sel51,8,official_pu1,1,-12.0,-20.0,16.0
sel51,9,pilot_constant,1,-8.0,4.0,6.0
sel51,9,learned_level1,1,-16.0,0.0,8.0
sel51,9,learned_multilevel,1,-16.0,-4.0,10.0
sel51,9,official_pu0,1,-12.0,-16.0,14.0
sel51,9,official_pu1,1,-12.0,-16.0,14.0
sel51,10,pilot_constant,1,-12.0,0.0,6.0
sel51,10,learned_level1,1,-20.0,-4.0,12.0
sel51,10,learned_multilevel,1,-20.0,-4.0,12.0
sel51,10,official_pu0,1,-12.0,20.0,16.0
sel51,10,official_pu1,1,-16.0,28.0,22.0
sel51,11,pilot_constant,1,-12.0,-8.0,10.0
sel51,11,learned_level1,1,-20.0,-16.0,18.0
sel51,11,learned_multilevel,1,-20.0,-12.0,16.0
sel51,11,official_pu0,1,-12.0,-28.0,20.0
sel51,11,official_pu1,1,-12.0,-28.0,20.0
sel51,12,pilot_constant,1,-8.0,0.0,4.0
sel51,12,learned_level1,1,-28.0,-4.0,16.0
sel51,12,learned_multilevel,1,-24.0,-4.0,14.0
sel51,12,official_pu0,1,-8.0,16.0,12.0
sel51,12,official_pu1,1,-8.0,20.0,14.0
sel51,13,pilot_constant,1,-16.0,-8.0,12.0
sel51,13,learned_level1,1,-24.0,-12.0,18.0
sel51,13,learned_multilevel,1,-24.0,-12.0,18.0
sel51,13,official_pu0,1,-16.0,8.0,12.0
sel51,13,official_pu1,1,-16.0,12.0,14.0
sel51,14,pilot_constant,1,-12.0,0.0,6.0
sel51,14,learned_level1,1,-20.0,-4.0,12.0
sel51,14,learned_multilevel,1,-16.0,-8.0,12.0
sel51,14,official_pu0,1,-12.0,-20.0,16.0
sel51,14,official_pu1,1,-12.0,0.0,6.0
sel51,15,pilot_constant,1,-12.0,0.0,6.0
sel51,15,learned_level1,1,-16.0,-4.0,10.0
sel51,15,learned_multilevel,1,-20.0,-4.0,12.0
sel51,15,official_pu0,1,-12.0,12.0,12.0
sel51,15,official_pu1,1,-16.0,4.0,10.0
sel51,16,pilot_constant,1,-8.0,-28.0,18.0
sel51,16,learned_level1,1,-16.0,-32.0,24.0
sel51,16,learned_multilevel,1,-16.0,-32.0,24.0
sel51,16,official_pu0,1,-8.0,-8.0,8.0
sel51,16,official_pu1,1,-8.0,-20.0,14.0
sel51,17,pilot_constant,1,-12.0,0.0,6.0
sel51,17,learned_level1,1,-16.0,0.0,8.0
sel51,17,learned_multilevel,1,-20.0,-4.0,12.0
sel51,17,official_pu0,1,-12.0,8.0,10.0
sel51,17,official_pu1,1,-12.0,-20.0,16.0
sel51,18,pilot_constant,1,-8.0,4.0,6.0
sel51,18,learned_level1,1,-12.0,0.0,6.0
sel51,18,learned_multilevel,1,-16.0,-4.0,10.0
sel51,18,official_pu0,1,-12.0,20.0,16.0
sel51,18,official_pu1,1,-12.0,12.0,12.0
sel51,19,pilot_constant,1,0.0,4.0,2.0
sel51,19,learned_level1,1,-4.0,0.0,2.0
sel51,19,learned_multilevel,1,-4.0,0.0,2.0
sel51,19,official_pu0,1,-4.0,12.0,8.0
sel51,19,official_pu1,1,-8.0,-16.0,12.0
sel51,20,pilot_constant,1,-12.0,0.0,6.0
sel51,20,learned_level1,1,-20.0,-4.0,12.0
sel51,20,learned_multilevel,1,-12.0,0.0,6.0
sel51,20,official_pu0,1,-16.0,-20.0,18.0
sel51,20,official_pu1,1,-16.0,-24.0,20.0
sel51,21,pilot_constant,1,-8.0,-8.0,8.0
sel51,21,learned_level1,1,-16.0,-12.0,14.0
sel51,21,learned_multilevel,1,-16.0,-16.0,16.0
sel51,21,official_pu0,1,-12.0,4.0,8.0
sel51,21,official_pu1,1,-12.0,8.0,10.0
sel51,22,pilot_constant,1,-12.0,-8.0,10.0
sel51,22,learned_level1,1,-20.0,-12.0,16.0
sel51,22,learned_multilevel,1,-16.0,-12.0,14.0
sel51,22,official_pu0,1,-12.0,8.0,10.0
sel51,22,official_pu1,1,-12.0,0.0,6.0
sel51,23,pilot_constant,1,-16.0,8.0,12.0
sel51,23,learned_level1,1,-24.0,-4.0,14.0
sel51,23,learned_multilevel,1,-24.0,-8.0,16.0
sel51,23,official_pu0,1,-16.0,-12.0,14.0
sel51,23,official_pu1,1,-16.0,-12.0,14.0
sel51,24,pilot_constant,1,12.0,8.0,10.0
sel51,24,learned_level1,1,4.0,4.0,4.0
sel51,24,learned_multilevel,1,4.0,4.0,4.0
sel51,24,official_pu0,1,-24.0,24.0,24.0
sel51,24,official_pu1,1,-24.0,28.0,26.0
sel51,25,pilot_constant,1,-8.0,8.0,8.0
sel51,25,learned_level1,1,-16.0,4.0,10.0
sel51,25,learned_multilevel,1,-16.0,0.0,8.0
sel51,25,official_pu0,1,-8.0,12.0,10.0
sel51,25,official_pu1,1,-8.0,8.0,8.0
sel51,26,pilot_constant,1,-8.0,-8.0,8.0
sel51,26,learned_level1,1,-16.0,-12.0,14.0
sel51,26,learned_multilevel,1,-12.0,-12.0,12.0
sel51,26,official_pu0,1,-8.0,0.0,4.0
sel51,26,official_pu1,1,-8.0,0.0,4.0
sel51,27,pilot_constant,1,-12.0,8.0,10.0
sel51,27,learned_level1,1,-20.0,4.0,12.0
sel51,27,learned_multilevel,1,-20.0,4.0,12.0
sel51,27,official_pu0,1,-16.0,16.0,16.0
sel51,27,official_pu1,1,-16.0,8.0,12.0
sel51,28,pilot_constant,1,-8.0,4.0,6.0
sel51,28,learned_level1,1,-16.0,0.0,8.0
sel51,28,learned_multilevel,1,-16.0,0.0,8.0
sel51,28,official_pu0,1,-8.0,16.0,12.0
sel51,28,official_pu1,1,-8.0,12.0,10.0
sel51,29,pilot_constant,1,-12.0,4.0,8.0
sel51,29,learned_level1,1,-16.0,0.0,8.0
sel51,29,learned_multilevel,1,-16.0,-4.0,10.0
sel51,29,official_pu0,1,-16.0,12.0,14.0
sel51,29,official_pu1,1,-16.0,8.0,12.0
sel213,0,pilot_constant,1,28.0,24.0,26.0
sel213,0,learned_level1,1,24.0,12.0,18.0
sel213,0,learned_multilevel,1,24.0,20.0,22.0
sel213,0,official_pu0,1,32.0,8.0,20.0
sel213,0,official_pu1,1,-12.0,12.0,12.0
sel213,1,pilot_constant,1,4.0,8.0,6.0
sel213,1,learned_level1,1,4.0,0.0,2.0
sel213,1,learned_multilevel,1,4.0,4.0,4.0
sel213,1,official_pu0,1,16.0,4.0,10.0
sel213,1,official_pu1,1,-4.0,-8.0,6.0
sel213,2,pilot_constant,1,8.0,24.0,16.0
sel213,2,learned_level1,1,8.0,28.0,18.0
sel213,2,learned_multilevel,1,4.0,24.0,14.0
sel213,2,official_pu0,1,16.0,4.0,10.0
sel213,2,official_pu1,1,-12.0,8.0,10.0
sel213,3,pilot_constant,1,4.0,16.0,10.0
sel213,3,learned_level1,1,8.0,24.0,16.0
sel213,3,learned_multilevel,1,4.0,24.0,14.0
sel213,3,official_pu0,1,12.0,12.0,12.0
sel213,3,official_pu1,1,12.0,0.0,6.0
sel213,4,pilot_constant,1,48.0,24.0,36.0
sel213,4,learned_level1,1,32.0,16.0,24.0
sel213,4,learned_multilevel,1,36.0,16.0,26.0
sel213,4,official_pu0,1,28.0,12.0,20.0
sel213,4,official_pu1,1,-4.0,12.0,8.0
sel213,5,pilot_constant,1,12.0,8.0,10.0
sel213,5,learned_level1,1,12.0,-4.0,8.0
sel213,5,learned_multilevel,1,16.0,0.0,8.0
sel213,5,official_pu0,1,20.0,4.0,12.0
sel213,5,official_pu1,1,4.0,-4.0,4.0
sel213,6,pilot_constant,1,8.0,16.0,12.0
sel213,6,learned_level1,1,8.0,4.0,6.0
sel213,6,learned_multilevel,1,0.0,4.0,2.0
sel213,6,official_pu0,1,16.0,12.0,14.0
sel213,6,official_pu1,1,-4.0,0.0,2.0
sel213,7,pilot_constant,1,12.0,12.0,12.0
sel213,7,learned_level1,1,12.0,4.0,8.0
sel213,7,learned_multilevel,1,16.0,4.0,10.0
sel213,7,official_pu0,1,24.0,8.0,16.0
sel213,7,official_pu1,1,8.0,-8.0,8.0
sel213,8,pilot_constant,1,4.0,16.0,10.0
sel213,8,learned_level1,1,0.0,0.0,0.0
sel213,8,learned_multilevel,1,8.0,4.0,6.0
sel213,8,official_pu0,1,12.0,12.0,12.0
sel213,8,official_pu1,1,12.0,0.0,6.0
sel213,9,pilot_constant,1,4.0,-8.0,6.0
sel213,9,learned_level1,1,8.0,-24.0,16.0
sel213,9,learned_multilevel,1,16.0,-20.0,18.0
sel213,9,official_pu0,1,16.0,-8.0,12.0
sel213,9,official_pu1,1,0.0,-16.0,8.0
sel213,10,pilot_constant,1,-8.0,12.0,10.0
sel213,10,learned_level1,1,-12.0,0.0,6.0
sel213,10,learned_multilevel,1,-4.0,4.0,4.0
sel213,10,official_pu0,1,0.0,8.0,4.0
sel213,10,official_pu1,1,-16.0,0.0,8.0
sel213,11,pilot_constant,1,-4.0,20.0,12.0
sel213,11,learned_level1,1,-12.0,8.0,10.0
sel213,11,learned_multilevel,1,-12.0,12.0,12.0
sel213,11,official_pu0,1,0.0,16.0,8.0
sel213,11,official_pu1,1,-16.0,4.0,10.0
sel213,12,pilot_constant,1,-4.0,20.0,12.0
sel213,12,learned_level1,1,-8.0,8.0,8.0
sel213,12,learned_multilevel,1,-4.0,12.0,8.0
sel213,12,official_pu0,1,4.0,20.0,12.0
sel213,12,official_pu1,1,-12.0,4.0,8.0
sel213,13,pilot_constant,1,16.0,8.0,12.0
sel213,13,learned_level1,1,20.0,16.0,18.0
sel213,13,learned_multilevel,1,20.0,16.0,18.0
sel213,13,official_pu0,1,12.0,4.0,8.0
sel213,13,official_pu1,1,24.0,4.0,14.0
sel213,14,pilot_constant,1,-12.0,-28.0,20.0
sel213,14,learned_level1,1,-12.0,-40.0,26.0
sel213,14,learned_multilevel,1,-12.0,-36.0,24.0
sel213,14,official_pu0,1,0.0,-32.0,16.0
sel213,14,official_pu1,1,-20.0,-40.0,30.0
sel213,15,pilot_constant,1,4.0,16.0,10.0
sel213,15,learned_level1,1,0.0,4.0,2.0
sel213,15,learned_multilevel,1,4.0,8.0,6.0
sel213,15,official_pu0,1,12.0,8.0,10.0
sel213,15,official_pu1,1,-4.0,-4.0,4.0
sel213,16,pilot_constant,1,48.0,16.0,32.0
sel213,16,learned_level1,1,44.0,8.0,26.0
sel213,16,learned_multilevel,1,48.0,8.0,28.0
sel213,16,official_pu0,1,28.0,8.0,18.0
sel213,16,official_pu1,1,-8.0,8.0,8.0
sel213,17,pilot_constant,1,12.0,0.0,6.0
sel213,17,learned_level1,1,8.0,-12.0,10.0
sel213,17,learned_multilevel,1,12.0,-12.0,12.0
sel213,17,official_pu0,1,20.0,0.0,10.0
sel213,17,official_pu1,1,0.0,-8.0,4.0
sel213,18,pilot_constant,1,52.0,12.0,32.0
sel213,18,learned_level1,1,32.0,8.0,20.0
sel213,18,learned_multilevel,1,40.0,12.0,26.0
sel213,18,official_pu0,1,20.0,0.0,10.0
sel213,18,official_pu1,1,-12.0,-4.0,8.0
sel213,19,pilot_constant,1,24.0,28.0,26.0
sel213,19,learned_level1,1,16.0,16.0,16.0
sel213,19,learned_multilevel,1,20.0,20.0,20.0
sel213,19,official_pu0,1,20.0,16.0,18.0
sel213,19,official_pu1,1,0.0,8.0,4.0
sel213,20,pilot_constant,1,4.0,8.0,6.0
sel213,20,learned_level1,1,8.0,4.0,6.0
sel213,20,learned_multilevel,1,8.0,0.0,4.0
sel213,20,official_pu0,1,12.0,4.0,8.0
sel213,20,official_pu1,1,-8.0,-8.0,8.0
sel213,21,pilot_constant,1,4.0,12.0,8.0
sel213,21,learned_level1,1,12.0,12.0,12.0
sel213,21,learned_multilevel,1,8.0,8.0,8.0
sel213,21,official_pu0,1,12.0,8.0,10.0
sel213,21,official_pu1,1,-4.0,-4.0,4.0
sel213,22,pilot_constant,1,12.0,4.0,8.0
sel213,22,learned_level1,1,12.0,-8.0,10.0
sel213,22,learned_multilevel,1,16.0,0.0,8.0
sel213,22,official_pu0,1,20.0,4.0,12.0
sel213,22,official_pu1,1,4.0,-8.0,6.0
sel213,23,pilot_constant,1,16.0,16.0,16.0
sel213,23,learned_level1,1,16.0,4.0,10.0
sel213,23,learned_multilevel,1,20.0,8.0,14.0
sel213,23,official_pu0,1,24.0,16.0,20.0
sel213,23,official_pu1,1,0.0,12.0,6.0
sel213,24,pilot_constant,1,0.0,24.0,12.0
sel213,24,learned_level1,1,-4.0,8.0,6.0
sel213,24,learned_multilevel,1,4.0,16.0,10.0
sel213,24,official_pu0,1,8.0,20.0,14.0
sel213,24,official_pu1,1,-4.0,8.0,6.0
sel213,25,pilot_constant,1,44.0,20.0,32.0
sel213,25,learned_level1,1,32.0,20.0,26.0
sel213,25,learned_multilevel,1,36.0,12.0,24.0
sel213,25,official_pu0,1,32.0,4.0,18.0
sel213,25,official_pu1,1,-4.0,8.0,6.0
sel213,26,pilot_constant,1,24.0,24.0,24.0
sel213,26,learned_level1,1,28.0,12.0,20.0
sel213,26,learned_multilevel,1,20.0,16.0,18.0
sel213,26,official_pu0,1,36.0,12.0,24.0
sel213,26,official_pu1,1,-4.0,12.0,8.0
sel213,27,pilot_constant,1,52.0,20.0,36.0
sel213,27,learned_level1,1,32.0,24.0,28.0
sel213,27,learned_multilevel,1,36.0,20.0,28.0
sel213,27,official_pu0,1,-20.0,8.0,14.0
sel213,27,official_pu1,1,-16.0,4.0,10.0
sel213,28,pilot_constant,1,12.0,8.0,10.0
sel213,28,learned_level1,1,4.0,-4.0,4.0
sel213,28,learned_multilevel,1,12.0,0.0,6.0
sel213,28,official_pu0,1,-4.0,-8.0,6.0
sel213,28,official_pu1,1,12.0,-8.0,10.0
sel213,29,pilot_constant,1,20.0,8.0,14.0
sel213,29,learned_level1,1,32.0,8.0,20.0
sel213,29,learned_multilevel,1,24.0,4.0,14.0
sel213,29,official_pu0,1,36.0,16.0,26.0
sel213,29,official_pu1,1,0.0,16.0,8.0
sel213,30,pilot_constant,1,12.0,20.0,16.0
sel213,30,learned_level1,1,12.0,8.0,10.0
sel213,30,learned_multilevel,1,16.0,8.0,12.0
sel213,30,official_pu0,1,24.0,12.0,18.0
sel213,30,official_pu1,1,-16.0,16.0,16.0
sel213,31,pilot_constant,1,44.0,8.0,26.0
sel213,31,learned_level1,1,28.0,-4.0,16.0
sel213,31,learned_multilevel,1,32.0,-4.0,18.0
sel213,31,official_pu0,1,28.0,0.0,14.0
sel213,31,official_pu1,1,-12.0,-4.0,8.0
sel213,32,pilot_constant,1,44.0,24.0,34.0
sel213,32,learned_level1,1,28.0,16.0,22.0
sel213,32,learned_multilevel,1,40.0,12.0,26.0
sel213,32,official_pu0,1,24.0,16.0,20.0
sel213,32,official_pu1,1,-16.0,12.0,14.0
sel213,33,pilot_constant,1,20.0,20.0,20.0
sel213,33,learned_level1,1,28.0,8.0,18.0
sel213,33,learned_multilevel,1,32.0,12.0,22.0
sel213,33,official_pu0,1,32.0,12.0,22.0
sel213,33,official_pu1,1,-8.0,16.0,12.0
sel213,34,pilot_constant,1,0.0,16.0,8.0
sel213,34,learned_level1,1,4.0,4.0,4.0
sel213,34,learned_multilevel,1,-4.0,12.0,8.0
sel213,34,official_pu0,1,16.0,152.0,84.0
sel213,34,official_pu1,1,-24.0,12.0,18.0
sel213,35,pilot_constant,1,20.0,20.0,20.0
sel213,35,learned_level1,1,20.0,8.0,14.0
sel213,35,learned_multilevel,1,20.0,12.0,16.0
sel213,35,official_pu0,1,32.0,8.0,20.0
sel213,35,official_pu1,1,-16.0,12.0,14.0
sel213,36,pilot_constant,1,16.0,0.0,8.0
sel213,36,learned_level1,1,24.0,-12.0,18.0
sel213,36,learned_multilevel,1,24.0,-4.0,14.0
sel213,36,official_pu0,1,36.0,-8.0,22.0
sel213,36,official_pu1,1,-16.0,-4.0,10.0
sel213,37,pilot_constant,1,36.0,16.0,26.0
sel213,37,learned_level1,1,12.0,24.0,18.0
sel213,37,learned_multilevel,1,24.0,20.0,22.0
sel213,37,official_pu0,1,20.0,8.0,14.0
sel213,37,official_pu1,1,-16.0,4.0,10.0
sel213,38,pilot_constant,1,48.0,24.0,36.0
sel213,38,learned_level1,1,32.0,20.0,26.0
sel213,38,learned_multilevel,1,40.0,20.0,30.0
sel213,38,official_pu0,1,32.0,12.0,22.0
sel213,38,official_pu1,1,-4.0,28.0,16.0
sel213,39,pilot_constant,1,44.0,24.0,34.0
sel213,39,learned_level1,1,28.0,24.0,26.0
sel213,39,learned_multilevel,1,28.0,20.0,24.0
sel213,39,official_pu0,1,24.0,16.0,20.0
sel213,39,official_pu1,1,-8.0,12.0,10.0
sel213,40,pilot_constant,1,44.0,16.0,30.0
sel213,40,learned_level1,1,24.0,16.0,20.0
sel213,40,learned_multilevel,1,36.0,16.0,26.0
sel213,40,official_pu0,1,24.0,8.0,16.0
sel213,40,official_pu1,1,-16.0,4.0,10.0
sel213,41,pilot_constant,1,20.0,12.0,16.0
sel213,41,learned_level1,1,12.0,16.0,14.0
sel213,41,learned_multilevel,1,16.0,16.0,16.0
sel213,41,official_pu0,1,8.0,-4.0,6.0
sel213,41,official_pu1,1,-28.0,0.0,14.0
sel213,42,pilot_constant,1,32.0,32.0,32.0
sel213,42,learned_level1,1,24.0,24.0,24.0
sel213,42,learned_multilevel,1,28.0,24.0,26.0
sel213,42,official_pu0,1,32.0,20.0,26.0
sel213,42,official_pu1,1,-12.0,20.0,16.0
sel213,43,pilot_constant,1,28.0,20.0,24.0
sel213,43,learned_level1,1,16.0,8.0,12.0
sel213,43,learned_multilevel,1,16.0,16.0,16.0
sel213,43,official_pu0,1,20.0,4.0,12.0
sel213,43,official_pu1,1,-20.0,12.0,16.0
sel213,44,pilot_constant,1,52.0,28.0,40.0
sel213,44,learned_level1,1,32.0,24.0,28.0
sel213,44,learned_multilevel,1,40.0,24.0,32.0
sel213,44,official_pu0,1,32.0,20.0,26.0
sel213,44,official_pu1,1,-8.0,36.0,22.0
sel213,45,pilot_constant,1,68.0,28.0,48.0
sel213,45,learned_level1,1,52.0,36.0,44.0
sel213,45,learned_multilevel,1,56.0,32.0,44.0
sel213,45,official_pu0,1,24.0,8.0,16.0
sel213,45,official_pu1,1,-8.0,4.0,6.0
sel213,46,pilot_constant,1,56.0,28.0,42.0
sel213,46,learned_level1,1,36.0,28.0,32.0
sel213,46,learned_multilevel,1,40.0,28.0,34.0
sel213,46,official_pu0,1,28.0,12.0,20.0
sel213,46,official_pu1,1,-12.0,8.0,10.0
sel213,47,pilot_constant,1,28.0,12.0,20.0
sel213,47,learned_level1,1,28.0,0.0,14.0
sel213,47,learned_multilevel,1,32.0,0.0,16.0
sel213,47,official_pu0,1,36.0,0.0,18.0
sel213,47,official_pu1,1,-8.0,0.0,4.0
sel213,48,pilot_constant,1,56.0,28.0,42.0
sel213,48,learned_level1,1,32.0,28.0,30.0
sel213,48,learned_multilevel,1,40.0,28.0,34.0
sel213,48,official_pu0,1,20.0,16.0,18.0
sel213,48,official_pu1,1,-16.0,12.0,14.0
sel213,49,pilot_constant,1,48.0,12.0,30.0
sel213,49,learned_level1,1,28.0,20.0,24.0
sel213,49,learned_multilevel,1,32.0,20.0,26.0
sel213,49,official_pu0,1,16.0,0.0,8.0
sel213,49,official_pu1,1,-20.0,-8.0,14.0
sel213,50,pilot_constant,1,44.0,28.0,36.0
sel213,50,learned_level1,1,28.0,20.0,24.0
sel213,50,learned_multilevel,1,32.0,20.0,26.0
sel213,50,official_pu0,1,28.0,16.0,22.0
sel213,50,official_pu1,1,-8.0,32.0,20.0
sel213,51,pilot_constant,1,60.0,16.0,38.0
sel213,51,learned_level1,1,48.0,12.0,30.0
sel213,51,learned_multilevel,1,48.0,12.0,30.0
sel213,51,official_pu0,1,40.0,8.0,24.0
sel213,51,official_pu1,1,0.0,20.0,10.0
sel213,52,pilot_constant,1,20.0,20.0,20.0
sel213,52,learned_level1,1,20.0,8.0,14.0
sel213,52,learned_multilevel,1,12.0,12.0,12.0
sel213,52,official_pu0,1,32.0,152.0,92.0
sel213,52,official_pu1,1,-20.0,8.0,14.0
sel213,53,pilot_constant,1,16.0,16.0,16.0
sel213,53,learned_level1,1,24.0,8.0,16.0
sel213,53,learned_multilevel,1,28.0,12.0,20.0
sel213,53,official_pu0,1,32.0,12.0,22.0
sel213,53,official_pu1,1,-12.0,16.0,14.0
sel213,54,pilot_constant,1,16.0,32.0,24.0
sel213,54,learned_level1,1,4.0,24.0,14.0
sel213,54,learned_multilevel,1,8.0,16.0,12.0
sel213,54,official_pu0,1,8.0,16.0,12.0
sel213,54,official_pu1,1,-28.0,24.0,26.0
sel213,55,pilot_constant,1,20.0,12.0,16.0
sel213,55,learned_level1,1,28.0,0.0,14.0
sel213,55,learned_multilevel,1,32.0,4.0,18.0
sel213,55,official_pu0,1,36.0,8.0,22.0
sel213,55,official_pu1,1,-8.0,12.0,10.0
sel213,56,pilot_constant,1,44.0,20.0,32.0
sel213,56,learned_level1,1,28.0,16.0,22.0
sel213,56,learned_multilevel,1,28.0,16.0,22.0
sel213,56,official_pu0,1,24.0,12.0,18.0
sel213,56,official_pu1,1,-12.0,8.0,10.0
sel213,57,pilot_constant,1,44.0,24.0,34.0
sel213,57,learned_level1,1,28.0,20.0,24.0
sel213,57,learned_multilevel,1,32.0,16.0,24.0
sel213,57,official_pu0,1,28.0,12.0,20.0
sel213,57,official_pu1,1,-8.0,36.0,22.0
sel213,58,pilot_constant,1,12.0,12.0,12.0
sel213,58,learned_level1,1,12.0,0.0,6.0
sel213,58,learned_multilevel,1,16.0,4.0,10.0
sel213,58,official_pu0,1,20.0,0.0,10.0
sel213,58,official_pu1,1,-16.0,0.0,8.0
sel213,59,pilot_constant,1,-4.0,-8.0,6.0
sel213,59,learned_level1,1,4.0,-12.0,8.0
sel213,59,learned_multilevel,1,4.0,-8.0,6.0
sel213,59,official_pu0,1,32.0,-4.0,18.0
sel213,59,official_pu1,1,-12.0,4.0,8.0
sel213,60,pilot_constant,1,36.0,20.0,28.0
sel213,60,learned_level1,1,16.0,20.0,18.0
sel213,60,learned_multilevel,1,24.0,16.0,20.0
sel213,60,official_pu0,1,20.0,8.0,14.0
sel213,60,official_pu1,1,-12.0,8.0,10.0
sel213,61,pilot_constant,1,60.0,24.0,42.0
sel213,61,learned_level1,1,36.0,32.0,34.0
sel213,61,learned_multilevel,1,44.0,28.0,36.0
sel213,61,official_pu0,1,24.0,4.0,14.0
sel213,61,official_pu1,1,-12.0,8.0,10.0
sel213,62,pilot_constant,1,52.0,20.0,36.0
sel213,62,learned_level1,1,32.0,20.0,26.0
sel213,62,learned_multilevel,1,44.0,20.0,32.0
sel213,62,official_pu0,1,32.0,12.0,22.0
sel213,62,official_pu1,1,-4.0,8.0,6.0
sel213,63,pilot_constant,1,28.0,24.0,26.0
sel213,63,learned_level1,1,32.0,12.0,22.0
sel213,63,learned_multilevel,1,32.0,8.0,20.0
sel213,63,official_pu0,1,40.0,8.0,24.0
sel213,63,official_pu1,1,0.0,12.0,6.0
sel213,64,pilot_constant,1,52.0,12.0,32.0
sel213,64,learned_level1,1,32.0,12.0,22.0
sel213,64,learned_multilevel,1,36.0,12.0,24.0
sel213,64,official_pu0,1,20.0,16.0,18.0
sel213,64,official_pu1,1,-12.0,12.0,12.0
sel213,65,pilot_constant,1,60.0,28.0,44.0
sel213,65,learned_level1,1,44.0,20.0,32.0
sel213,65,learned_multilevel,1,48.0,20.0,34.0
sel213,65,official_pu0,1,40.0,16.0,28.0
sel213,65,official_pu1,1,0.0,28.0,14.0
sel213,66,pilot_constant,1,64.0,32.0,48.0
sel213,66,learned_level1,1,40.0,32.0,36.0
sel213,66,learned_multilevel,1,48.0,32.0,40.0
sel213,66,official_pu0,1,32.0,16.0,24.0
sel213,66,official_pu1,1,-8.0,12.0,10.0
sel213,67,pilot_constant,1,56.0,20.0,38.0
sel213,67,learned_level1,1,36.0,24.0,30.0
sel213,67,learned_multilevel,1,36.0,24.0,30.0
sel213,67,official_pu0,1,28.0,8.0,18.0
sel213,67,official_pu1,1,-12.0,4.0,8.0
sel213,68,pilot_constant,1,44.0,20.0,32.0
sel213,68,learned_level1,1,36.0,16.0,26.0
sel213,68,learned_multilevel,1,32.0,20.0,26.0
sel213,68,official_pu0,1,28.0,8.0,18.0
sel213,68,official_pu1,1,-12.0,4.0,8.0
sel213,69,pilot_constant,1,56.0,20.0,38.0
sel213,69,learned_level1,1,36.0,20.0,28.0
sel213,69,learned_multilevel,1,40.0,16.0,28.0
sel213,69,official_pu0,1,28.0,8.0,18.0
sel213,69,official_pu1,1,-4.0,28.0,16.0
sel213,70,pilot_constant,1,28.0,-4.0,16.0
sel213,70,learned_level1,1,28.0,-4.0,16.0
sel213,70,learned_multilevel,1,28.0,-4.0,16.0
sel213,70,official_pu0,1,36.0,0.0,18.0
sel213,70,official_pu1,1,-16.0,0.0,8.0
sel310,0,pilot_constant,1,4.0,-4.0,4.0
sel310,0,learned_level1,1,4.0,-8.0,6.0
sel310,0,learned_multilevel,1,8.0,-8.0,8.0
sel310,0,official_pu0,1,4.0,0.0,2.0
sel310,0,official_pu1,1,8.0,-4.0,6.0
sel310,1,pilot_constant,1,8.0,0.0,4.0
sel310,1,learned_level1,1,8.0,-4.0,6.0
sel310,1,learned_multilevel,1,8.0,-4.0,6.0
sel310,1,official_pu0,1,8.0,0.0,4.0
sel310,1,official_pu1,1,16.0,-4.0,10.0
sel310,2,pilot_constant,1,0.0,0.0,0.0
sel310,2,learned_level1,1,0.0,-4.0,2.0
sel310,2,learned_multilevel,1,0.0,-4.0,2.0
sel310,2,official_pu0,1,0.0,0.0,0.0
sel310,2,official_pu1,1,8.0,-4.0,6.0
