record,beat_index,method,success,onset_error_ms,offset_error_ms,joint_absolute_error_ms
sel103,14,learned_level1,1,4.0,12.0,8.0
sel103,14,learned_multilevel,1,4.0,8.0,6.0
sel103,14,official_pu0,1,12.0,4.0,8.0
sel103,14,official_pu1,1,16.0,8.0,12.0
sel103,15,pilot_constant,1,-12.0,4.0,8.0
sel103,15,learned_level1,1,0.0,4.0,2.0
sel103,15,learned_multilevel,1,-4.0,0.0,2.0
sel103,15,official_pu0,1,8.0,-20.0,14.0
sel103,15,official_pu1,1,8.0,0.0,4.0
sel103,16,pilot_constant,1,0.0,0.0,0.0
sel103,16,learned_level1,1,4.0,-4.0,4.0
sel103,16,learned_multilevel,1,4.0,-4.0,4.0
sel103,16,official_pu0,1,12.0,-32.0,22.0
sel103,16,official_pu1,1,12.0,-12.0,12.0
sel103,17,pilot_constant,1,-4.0,4.0,4.0
sel103,17,learned_level1,1,-4.0,4.0,4.0
sel103,17,learned_multilevel,1,0.0,4.0,2.0
sel103,17,official_pu0,1,12.0,-28.0,20.0
sel103,17,official_pu1,1,12.0,-8.0,10.0
sel103,18,pilot_constant,1,0.0,20.0,10.0
sel103,18,learned_level1,1,4.0,20.0,12.0
sel103,18,learned_multilevel,1,4.0,12.0,8.0
sel103,18,official_pu0,1,12.0,8.0,10.0
sel103,18,official_pu1,1,12.0,12.0,12.0
sel103,19,pilot_constant,1,-4.0,-4.0,4.0
sel103,19,learned_level1,1,0.0,-4.0,2.0
sel103,19,learned_multilevel,1,4.0,-8.0,6.0
sel103,19,official_pu0,1,12.0,-16.0,14.0
sel103,19,official_pu1,1,12.0,-12.0,12.0
sel103,20,pilot_constant,1,0.0,4.0,2.0
sel103,20,learned_level1,1,4.0,0.0,2.0
sel103,20,learned_multilevel,1,8.0,4.0,6.0
sel103,20,official_pu0,1,16.0,-24.0,20.0
sel103,20,official_pu1,1,16.0,-4.0,10.0
sel103,21,pilot_constant,1,0.0,12.0,6.0
sel103,21,learned_level1,1,4.0,12.0,8.0
sel103,21,learned_multilevel,1,4.0,4.0,4.0
sel103,21,official_pu0,1,12.0,-4.0,8.0
sel103,21,official_pu1,1,12.0,4.0,8.0
sel103,22,pilot_constant,1,-16.0,4.0,10.0
sel103,22,learned_level1,1,-4.0,4.0,4.0
sel103,22,learned_multilevel,1,-8.0,0.0,4.0
sel103,22,official_pu0,1,4.0,-20.0,12.0
sel103,22,official_pu1,1,4.0,0.0,2.0
sel103,23,pilot_constant,1,-20.0,-24.0,22.0
sel103,23,learned_level1,1,-16.0,-28.0,22.0
sel103,23,learned_multilevel,1,-12.0,-28.0,20.0
sel103,23,official_pu0,1,-4.0,-52.0,28.0
sel103,23,official_pu1,1,-4.0,-32.0,18.0
sel103,24,pilot_constant,1,4.0,12.0,8.0
sel103,24,learned_level1,1,8.0,12.0,10.0
sel103,24,learned_multilevel,1,8.0,0.0,4.0
sel103,24,official_pu0,1,16.0,-20.0,18.0
sel103,24,official_pu1,1,16.0,0.0,8.0
sel103,25,pilot_constant,1,8.0,16.0,12.0
sel103,25,learned_level1,1,12.0,16.0,14.0
sel103,25,learned_multilevel,1,12.0,4.0,8.0
sel103,25,official_pu0,1,20.0,8.0,14.0
sel103,25,official_pu1,1,24.0,12.0,18.0
sel103,26,pilot_constant,1,-4.0,4.0,4.0
sel103,26,learned_level1,1,0.0,0.0,0.0
sel103,26,learned_multilevel,1,0.0,-8.0,4.0
sel103,26,official_pu0,1,4.0,-8.0,6.0
sel103,26,official_pu1,1,8.0,-4.0,6.0
sel103,27,pilot_constant,1,-16.0,4.0,10.0
sel103,27,learned_level1,1,-4.0,4.0,4.0
sel103,27,learned_multilevel,1,-8.0,4.0,6.0
sel103,27,official_pu0,1,8.0,0.0,4.0
sel103,27,official_pu1,1,8.0,8.0,8.0
sel103,28,pilot_constant,1,-20.0,4.0,12.0
sel103,28,learned_level1,1,-8.0,4.0,6.0
sel103,28,learned_multilevel,1,-12.0,8.0,10.0
sel103,28,official_pu0,1,4.0,-12.0,8.0
sel103,28,official_pu1,1,-24.0,8.0,16.0
sel103,29,pilot_constant,1,-4.0,4.0,4.0
sel103,29,learned_level1,1,0.0,4.0,2.0
sel103,29,learned_multilevel,1,0.0,0.0,0.0
sel103,29,official_pu0,1,12.0,-24.0,18.0
sel103,29,official_pu1,1,12.0,-4.0,8.0
sel308,0,pilot_constant,1,28.0,-28.0,28.0
sel308,0,learned_level1,1,20.0,-28.0,24.0
sel308,0,learned_multilevel,1,12.0,-24.0,18.0
sel308,0,official_pu0,1,0.0,0.0,0.0
sel308,0,official_pu1,1,-4.0,4.0,4.0
sel308,1,pilot_constant,1,20.0,-16.0,18.0
sel308,1,learned_level1,1,8.0,4.0,6.0
sel308,1,learned_multilevel,1,8.0,4.0,6.0
sel308,1,official_pu0,1,-8.0,16.0,12.0
sel308,1,official_pu1,1,-16.0,12.0,14.0
sel308,2,pilot_constant,1,12.0,-24.0,18.0
sel308,2,learned_level1,1,-4.0,-4.0,4.0
sel308,2,learned_multilevel,1,0.0,-8.0,4.0
sel308,2,official_pu0,1,-16.0,0.0,8.0
sel308,2,official_pu1,1,-24.0,4.0,14.0
sel308,3,pilot_constant,1,32.0,-32.0,32.0
sel308,3,learned_level1,1,20.0,-32.0,26.0
sel308,3,learned_multilevel,1,16.0,-28.0,22.0
sel308,3,official_pu0,1,-76.0,-4.0,40.0
sel308,3,official_pu1,1,-4.0,-4.0,4.0
sel308,4,pilot_constant,1,24.0,-28.0,26.0
sel308,4,learned_level1,1,0.0,-24.0,12.0
sel308,4,learned_multilevel,1,16.0,-20.0,18.0
sel308,4,official_pu0,1,-8.0,0.0,4.0
sel308,4,official_pu1,1,-12.0,0.0,6.0
sel308,5,pilot_constant,1,12.0,-40.0,26.0
sel308,5,learned_level1,1,0.0,-40.0,20.0
sel308,5,learned_multilevel,1,0.0,-36.0,18.0
sel308,5,official_pu0,1,-16.0,-8.0,12.0
sel308,5,official_pu1,1,-20.0,-4.0,12.0
sel308,6,pilot_constant,1,8.0,-36.0,22.0
sel308,6,learned_level1,1,-4.0,-12.0,8.0
sel308,6,learned_multilevel,1,-4.0,-16.0,10.0
sel308,6,official_pu0,1,-16.0,-8.0,12.0
sel308,6,official_pu1,1,-24.0,-8.0,16.0
sel308,7,pilot_constant,1,20.0,-44.0,32.0
sel308,7,learned_level1,1,8.0,-28.0,18.0
sel308,7,learned_multilevel,1,8.0,-32.0,20.0
sel308,7,official_pu0,1,-12.0,-20.0,16.0
sel308,7,official_pu1,1,-12.0,-16.0,14.0
sel308,8,pilot_constant,1,28.0,-32.0,30.0
sel308,8,learned_level1,1,16.0,-32.0,24.0
sel308,8,learned_multilevel,1,12.0,-32.0,22.0
sel308,8,official_pu0,1,-4.0,-8.0,6.0
sel308,8,official_pu1,1,-12.0,-4.0,8.0
sel308,9,pilot_constant,1,24.0,-36.0,30.0
sel308,9,learned_level1,1,8.0,-36.0,22.0
sel308,9,learned_multilevel,1,12.0,-32.0,22.0
sel308,9,official_pu0,1,-8.0,-4.0,6.0
sel308,9,official_pu1,1,-8.0,0.0,4.0
sel308,10,pilot_constant,1,32.0,-16.0,24.0
sel308,10,learned_level1,1,20.0,-4.0,12.0
sel308,10,learned_multilevel,1,20.0,-4.0,12.0
sel308,10,official_pu0,1,0.0,-36.0,18.0
sel308,10,official_pu1,1,-4.0,4.0,4.0
sel308,11,pilot_constant,1,36.0,-24.0,30.0
sel308,11,learned_level1,1,12.0,-24.0,18.0
sel308,11,learned_multilevel,1,28.0,-16.0,22.0
sel308,11,official_pu0,1,4.0,4.0,4.0
sel308,11,official_pu1,1,4.0,8.0,6.0
sel308,12,pilot_constant,1,36.0,-28.0,32.0
sel308,12,learned_level1,1,24.0,-32.0,28.0
sel308,12,learned_multilevel,1,24.0,-28.0,26.0
sel308,12,official_pu0,1,4.0,-4.0,4.0
sel308,12,official_pu1,1,4.0,0.0,2.0
sel308,13,pilot_constant,1,16.0,-40.0,28.0
sel308,13,learned_level1,1,4.0,-40.0,22.0
sel308,13,learned_multilevel,1,4.0,-40.0,22.0
sel308,13,official_pu0,1,-8.0,-8.0,8.0
sel308,13,official_pu1,1,-12.0,-4.0,8.0
sel308,14,pilot_constant,1,20.0,-20.0,20.0
sel308,14,learned_level1,1,8.0,-4.0,6.0
sel308,14,learned_multilevel,1,8.0,-4.0,6.0
sel308,14,official_pu0,1,-12.0,0.0,6.0
sel308,14,official_pu1,1,-20.0,4.0,12.0
sel308,15,pilot_constant,1,28.0,-12.0,20.0
sel308,15,learned_level1,1,16.0,8.0,12.0
sel308,15,learned_multilevel,1,12.0,12.0,12.0
sel308,15,official_pu0,1,0.0,12.0,6.0
sel308,15,official_pu1,1,-4.0,16.0,10.0
sel308,16,pilot_constant,1,20.0,-16.0,18.0
sel308,16,learned_level1,1,8.0,-16.0,12.0
sel308,16,learned_multilevel,1,8.0,-8.0,8.0
sel308,16,official_pu0,1,-36.0,4.0,20.0
sel308,16,official_pu1,1,-16.0,8.0,12.0
sel308,17,pilot_constant,1,36.0,-8.0,22.0
sel308,17,learned_level1,1,28.0,-4.0,16.0
sel308,17,learned_multilevel,1,20.0,4.0,12.0
sel308,17,official_pu0,1,-32.0,-40.0,36.0
sel308,17,official_pu1,1,-12.0,4.0,8.0
sel308,18,pilot_constant,1,40.0,-16.0,28.0
sel308,18,learned_level1,1,40.0,-24.0,32.0
sel308,18,learned_multilevel,1,40.0,-16.0,28.0
sel308,18,official_pu0,1,-8.0,-4.0,6.0
sel308,18,official_pu1,1,-8.0,0.0,4.0
sel308,19,pilot_constant,1,40.0,-28.0,34.0
sel308,19,learned_level1,1,28.0,-28.0,28.0
sel308,19,learned_multilevel,1,36.0,-24.0,30.0
sel308,19,official_pu0,1,24.0,-4.0,14.0
sel308,19,official_pu1,1,0.0,0.0,0.0
sel308,20,pilot_constant,1,48.0,8.0,28.0
sel308,20,learned_level1,1,40.0,8.0,24.0
sel308,20,learned_multilevel,1,36.0,24.0,30.0
sel308,20,official_pu0,1,8.0,12.0,10.0
sel308,20,official_pu1,1,-16.0,8.0,12.0
sel308,21,pilot_constant,1,56.0,0.0,28.0
sel308,21,learned_level1,1,44.0,8.0,26.0
sel308,21,learned_multilevel,1,40.0,8.0,24.0
sel308,21,official_pu0,1,0.0,0.0,0.0
sel308,21,official_pu1,1,-4.0,4.0,4.0
sel308,22,pilot_constant,1,36.0,-16.0,26.0
sel308,22,learned_level1,1,24.0,-20.0,22.0
sel308,22,learned_multilevel,1,24.0,-12.0,18.0
sel308,22,official_pu0,1,-12.0,4.0,8.0
sel308,22,official_pu1,1,-4.0,8.0,6.0
sel308,23,pilot_constant,1,12.0,-32.0,22.0
sel308,23,learned_level1,1,-8.0,-32.0,20.0
sel308,23,learned_multilevel,1,-4.0,-32.0,18.0
sel308,23,official_pu0,1,-24.0,-8.0,16.0
sel308,23,official_pu1,1,-24.0,-4.0,14.0
sel308,24,pilot_constant,1,40.0,-20.0,30.0
sel308,24,learned_level1,1,24.0,-20.0,22.0
sel308,24,learned_multilevel,1,24.0,-24.0,24.0
sel308,24,official_pu0,1,8.0,0.0,4.0
sel308,24,official_pu1,1,0.0,4.0,2.0
sel308,25,pilot_constant,1,24.0,-16.0,20.0
sel308,25,learned_level1,1,8.0,-4.0,6.0
sel308,25,learned_multilevel,1,8.0,0.0,4.0
sel308,25,official_pu0,1,0.0,8.0,4.0
sel308,25,official_pu1,1,-8.0,12.0,10.0
sel308,26,pilot_constant,1,24.0,-28.0,26.0
sel308,26,learned_level1,1,12.0,-28.0,20.0
sel308,26,learned_multilevel,1,8.0,-28.0,18.0
sel308,26,official_pu0,1,-24.0,-4.0,14.0
sel308,26,official_pu1,1,-12.0,0.0,6.0
sel308,27,pilot_constant,1,28.0,-16.0,22.0
sel308,27,learned_level1,1,20.0,-20.0,20.0
sel308,27,learned_multilevel,1,20.0,-20.0,20.0
sel308,27,official_pu0,1,0.0,12.0,6.0
sel308,27,official_pu1,1,-8.0,16.0,12.0
sel308,28,pilot_constant,1,20.0,-68.0,44.0
sel308,28,learned_level1,1,12.0,-68.0,40.0
sel308,28,learned_multilevel,1,4.0,-64.0,34.0
sel308,28,official_pu0,1,-4.0,-40.0,22.0
sel308,28,official_pu1,1,-12.0,-36.0,24.0
sel308,29,pilot_constant,1,32.0,-16.0,24.0
sel308,29,learned_level1,1,16.0,0.0,8.0
sel308,29,learned_multilevel,1,16.0,-4.0,10.0
sel308,29,official_pu0,1,0.0,4.0,2.0
sel308,29,official_pu1,1,-4.0,8.0,6.0
sel308,30,pilot_constant,1,24.0,-4.0,14.0
sel308,30,learned_level1,1,8.0,0.0,4.0
sel308,30,learned_multilevel,1,16.0,0.0,8.0
sel308,30,official_pu0,1,-8.0,24.0,16.0
sel308,30,official_pu1,1,-12.0,24.0,18.0
sel308,31,pilot_constant,1,28.0,-32.0,30.0
sel308,31,learned_level1,1,16.0,-32.0,24.0
sel308,31,learned_multilevel,1,16.0,-28.0,22.0
sel308,31,official_pu0,1,-8.0,-4.0,6.0
sel308,31,official_pu1,1,-8.0,-4.0,6.0
sel308,32,pilot_constant,1,20.0,-56.0,38.0
sel308,32,learned_level1,1,16.0,-44.0,30.0
sel308,32,learned_multilevel,1,12.0,-44.0,28.0
sel308,32,official_pu0,1,-8.0,-32.0,20.0
sel308,32,official_pu1,1,-12.0,-28.0,20.0
sel308,33,pilot_constant,1,20.0,-20.0,20.0
sel308,33,learned_level1,1,12.0,0.0,6.0
sel308,33,learned_multilevel,1,12.0,-4.0,8.0
sel308,33,official_pu0,1,-12.0,0.0,6.0
sel308,33,official_pu1,1,-20.0,4.0,12.0
sel308,34,pilot_constant,1,20.0,-32.0,26.0
sel308,34,learned_level1,1,8.0,-32.0,20.0
sel308,34,learned_multilevel,1,8.0,-24.0,16.0
sel308,34,official_pu0,1,-12.0,-4.0,8.0
sel308,34,official_pu1,1,-12.0,0.0,6.0
sel308,35,pilot_constant,1,56.0,-8.0,32.0
sel308,35,learned_level1,1,56.0,-16.0,36.0
sel308,35,learned_multilevel,1,60.0,-12.0,36.0
sel308,35,official_pu0,1,24.0,-4.0,14.0
sel308,35,official_pu1,1,0.0,0.0,0.0
sel308,36,pilot_constant,1,36.0,-12.0,24.0
sel308,36,learned_level1,1,36.0,-16.0,26.0
sel308,36,learned_multilevel,1,28.0,-24.0,26.0
sel308,36,official_pu0,1,-8.0,0.0,4.0
sel308,36,official_pu1,1,-16.0,0.0,8.0
sel308,37,pilot_constant,1,36.0,-8.0,22.0
sel308,37,learned_level1,1,28.0,4.0,16.0
sel308,37,learned_multilevel,1,24.0,0.0,12.0
sel308,37,official_pu0,1,-4.0,0.0,2.0
sel308,37,official_pu1,1,-16.0,4.0,10.0
sel308,38,pilot_constant,1,40.0,-8.0,24.0
sel308,38,learned_level1,1,32.0,0.0,16.0
sel308,38,learned_multilevel,1,28.0,4.0,16.0
sel308,38,official_pu0,1,-4.0,4.0,4.0
sel308,38,official_pu1,1,-8.0,4.0,6.0
sel308,39,pilot_constant,1,20.0,-36.0,28.0
sel308,39,learned_level1,1,8.0,-32.0,20.0
sel308,39,learned_multilevel,1,8.0,-32.0,20.0
sel308,39,official_pu0,1,4.0,4.0,4.0
sel308,39,official_pu1,1,-16.0,-8.0,12.0
sel308,40,pilot_constant,1,-32.0,-28.0,30.0
sel308,40,learned_level1,1,-48.0,-28.0,38.0
sel308,40,learned_multilevel,1,-48.0,-24.0,36.0
sel308,40,official_pu0,1,-64.0,-4.0,34.0
sel308,40,official_pu1,1,-68.0,0.0,34.0
sel308,41,pilot_constant,1,52.0,0.0,26.0
sel308,41,learned_level1,1,36.0,8.0,22.0
sel308,41,learned_multilevel,1,44.0,12.0,28.0
sel308,41,official_pu0,1,0.0,0.0,0.0
sel308,41,official_pu1,1,-8.0,0.0,4.0
sel308,42,pilot_constant,1,36.0,-16.0,26.0
sel308,42,learned_level1,1,24.0,-8.0,16.0
sel308,42,learned_multilevel,1,24.0,-4.0,14.0
sel308,42,official_pu0,1,-4.0,0.0,2.0
sel308,42,official_pu1,1,-4.0,4.0,4.0
sel308,43,pilot_constant,1,32.0,-20.0,26.0
sel308,43,learned_level1,1,28.0,4.0,16.0
sel308,43,learned_multilevel,1,20.0,0.0,10.0
sel308,43,official_pu0,1,4.0,4.0,4.0
sel308,43,official_pu1,1,0.0,8.0,4.0
sel308,44,pilot_constant,1,40.0,-24.0,32.0
sel308,44,learned_level1,1,32.0,-28.0,30.0
sel308,44,learned_multilevel,1,24.0,-24.0,24.0
sel308,44,official_pu0,1,28.0,4.0,16.0
sel308,44,official_pu1,1,8.0,4.0,6.0
sel308,45,pilot_constant,1,36.0,-32.0,34.0
sel308,45,learned_level1,1,24.0,-32.0,28.0
sel308,45,learned_multilevel,1,20.0,-28.0,24.0
sel308,45,official_pu0,1,48.0,-8.0,28.0
sel308,45,official_pu1,1,-4.0,-4.0,4.0
sel308,46,pilot_constant,1,60.0,12.0,36.0
sel308,46,learned_level1,1,48.0,16.0,32.0
sel308,46,learned_multilevel,1,48.0,20.0,34.0
sel308,46,official_pu0,1,20.0,16.0,18.0
sel308,46,official_pu1,1,0.0,12.0,6.0
sel308,47,pilot_constant,1,40.0,-12.0,26.0
sel308,47,learned_level1,1,24.0,-12.0,18.0
sel308,47,learned_multilevel,1,20.0,-4.0,12.0
sel308,47,official_pu0,1,-12.0,-16.0,14.0
sel308,47,official_pu1,1,-16.0,-12.0,14.0
sel308,48,pilot_constant,1,52.0,-8.0,30.0
sel308,48,learned_level1,1,48.0,-12.0,30.0
sel308,48,learned_multilevel,1,44.0,-12.0,28.0
sel308,48,official_pu0,1,8.0,4.0,6.0
sel308,48,official_pu1,1,4.0,8.0,6.0
sel308,49,pilot_constant,1,20.0,-28.0,24.0
sel308,49,learned_level1,1,4.0,-28.0,16.0
sel308,49,learned_multilevel,1,4.0,-28.0,16.0
sel308,49,official_pu0,1,12.0,8.0,10.0
sel308,49,official_pu1,1,-12.0,8.0,10.0
sele0704,0,pilot_constant,1,4.0,-60.0,32.0
sele0704,0,learned_level1,1,-4.0,-52.0,28.0
sele0704,0,learned_multilevel,1,4.0,-56.0,30.0
sele0704,0,official_pu0,1,4.0,8.0,6.0
sele0704,0,official_pu1,1,0.0,-60.0,30.0
sele0704,1,pilot_constant,1,4.0,-76.0,40.0
sele0704,1,learned_level1,1,4.0,-76.0,40.0
sele0704,1,learned_multilevel,1,4.0,-72.0,38.0
sele0704,1,official_pu0,1,8.0,0.0,4.0
sele0704,1,official_pu1,1,4.0,4.0,4.0
sele0704,2,pilot_constant,1,4.0,-100.0,52.0
sele0704,2,learned_level1,1,4.0,-96.0,50.0
sele0704,2,learned_multilevel,1,4.0,-96.0,50.0
sele0704,2,official_pu0,1,8.0,-16.0,12.0
sele0704,2,official_pu1,1,4.0,-92.0,48.0
sele0704,3,pilot_constant,1,8.0,-72.0,40.0
sele0704,3,learned_level1,1,4.0,-64.0,34.0
sele0704,3,learned_multilevel,1,4.0,-60.0,32.0
sele0704,3,official_pu0,1,4.0,0.0,2.0
sele0704,3,official_pu1,1,8.0,-80.0,44.0
sele0704,4,pilot_constant,1,4.0,-80.0,42.0
sele0704,4,learned_level1,1,8.0,-80.0,44.0
sele0704,4,learned_multilevel,1,4.0,-72.0,38.0
sele0704,4,official_pu0,1,-4.0,-4.0,4.0
sele0704,4,official_pu1,1,-8.0,-108.0,58.0
sele0704,5,pilot_constant,1,-4.0,-76.0,40.0
sele0704,5,learned_level1,1,-4.0,-68.0,36.0
sele0704,5,learned_multilevel,1,-8.0,-68.0,38.0
sele0704,5,official_pu0,1,-24.0,8.0,16.0
sele0704,5,official_pu1,1,4.0,-72.0,38.0
sele0704,6,pilot_constant,1,0.0,-64.0,32.0
sele0704,6,learned_level1,1,0.0,-56.0,28.0
sele0704,6,learned_multilevel,1,0.0,-52.0,26.0
sele0704,6,official_pu0,1,0.0,12.0,6.0
sele0704,6,official_pu1,1,-4.0,-4.0,4.0
sele0704,7,pilot_constant,1,-4.0,-68.0,36.0
sele0704,7,learned_level1,1,0.0,-60.0,30.0
sele0704,7,learned_multilevel,1,0.0,-60.0,30.0
sele0704,7,official_pu0,1,4.0,8.0,6.0
sele0704,7,official_pu1,1,0.0,12.0,6.0
sele0704,8,pilot_constant,1,8.0,-68.0,38.0
sele0704,8,learned_level1,1,4.0,-64.0,34.0
sele0704,8,learned_multilevel,1,8.0,-64.0,36.0
sele0704,8,official_pu0,1,12.0,16.0,14.0
sele0704,8,official_pu1,1,8.0,-72.0,40.0
sele0704,9,pilot_constant,1,-4.0,-88.0,46.0
sele0704,9,learned_level1,1,0.0,-92.0,46.0
sele0704,9,learned_multilevel,1,0.0,-92.0,46.0
sele0704,9,official_pu0,1,4.0,4.0,4.0
sele0704,9,official_pu1,1,0.0,-84.0,42.0
sele0704,10,pilot_constant,1,0.0,-72.0,36.0
sele0704,10,learned_level1,1,0.0,-68.0,34.0
sele0704,10,learned_multilevel,1,0.0,-68.0,34.0
sele0704,10,official_pu0,1,4.0,4.0,4.0
sele0704,10,official_pu1,1,0.0,-76.0,38.0
sele0704,11,pilot_constant,1,-12.0,-68.0,40.0
sele0704,11,learned_level1,1,-4.0,-64.0,34.0
sele0704,11,learned_multilevel,1,-8.0,-64.0,36.0
sele0704,11,official_pu0,1,-8.0,24.0,16.0
sele0704,11,official_pu1,1,-12.0,-88.0,50.0
sele0704,12,pilot_constant,1,0.0,-68.0,34.0
sele0704,12,learned_level1,1,8.0,-64.0,36.0
sele0704,12,learned_multilevel,1,4.0,-64.0,34.0
sele0704,12,official_pu0,1,0.0,20.0,10.0
sele0704,12,official_pu1,1,-4.0,-92.0,48.0
sele0704,13,pilot_constant,1,12.0,-68.0,40.0
sele0704,13,learned_level1,1,8.0,-60.0,34.0
sele0704,13,learned_multilevel,1,12.0,-60.0,36.0
sele0704,13,official_pu0,1,12.0,8.0,10.0
sele0704,13,official_pu1,1,8.0,12.0,10.0
sele0704,14,pilot_constant,1,0.0,-68.0,34.0
sele0704,14,learned_level1,1,0.0,-64.0,32.0
sele0704,14,learned_multilevel,1,4.0,-60.0,32.0
sele0704,14,official_pu0,1,-32.0,8.0,20.0
sele0704,14,official_pu1,1,-120.0,-104.0,112.0
sele0704,15,pilot_constant,1,4.0,-68.0,36.0
sele0704,15,learned_level1,1,0.0,-72.0,36.0
sele0704,15,learned_multilevel,1,8.0,-68.0,38.0
sele0704,15,official_pu0,1,4.0,20.0,12.0
sele0704,15,official_pu1,1,0.0,-52.0,26.0
sele0704,16,pilot_constant,1,8.0,-68.0,38.0
sele0704,16,learned_level1,1,0.0,-60.0,30.0
sele0704,16,learned_multilevel,1,8.0,-64.0,36.0
sele0704,16,official_pu0,1,4.0,12.0,8.0
sele0704,16,official_pu1,1,0.0,12.0,6.0
sele0704,17,pilot_constant,1,4.0,-84.0,44.0
sele0704,17,learned_level1,1,-4.0,-76.0,40.0
sele0704,17,learned_multilevel,1,4.0,-76.0,40.0
sele0704,17,official_pu0,1,-4.0,-4.0,4.0
sele0704,17,official_pu1,1,-4.0,-40.0,22.0
sele0704,18,pilot_constant,1,-4.0,-44.0,24.0
sele0704,18,learned_level1,1,-4.0,-36.0,20.0
sele0704,18,learned_multilevel,1,-8.0,-36.0,22.0
sele0704,18,official_pu0,1,-4.0,32.0,18.0
sele0704,18,official_pu1,1,-4.0,-44.0,24.0
sele0704,19,pilot_constant,1,-4.0,-48.0,26.0
sele0704,19,learned_level1,1,-4.0,-52.0,28.0
sele0704,19,learned_multilevel,1,-8.0,-48.0,28.0
sele0704,19,official_pu0,1,-4.0,36.0,20.0
sele0704,19,official_pu1,1,-4.0,-44.0,24.0
sele0704,20,pilot_constant,1,12.0,-48.0,30.0
sele0704,20,learned_level1,1,8.0,-40.0,24.0
sele0704,20,learned_multilevel,1,8.0,-40.0,24.0
sele0704,20,official_pu0,1,12.0,28.0,20.0
sele0704,20,official_pu1,1,8.0,-28.0,18.0
sele0704,21,pilot_constant,1,0.0,-64.0,32.0
sele0704,21,learned_level1,1,8.0,-60.0,34.0
sele0704,21,learned_multilevel,1,4.0,-60.0,32.0
sele0704,21,official_pu0,1,8.0,16.0,12.0
sele0704,21,official_pu1,1,-4.0,-88.0,46.0
sele0704,22,pilot_constant,1,-8.0,-80.0,44.0
sele0704,22,learned_level1,1,0.0,-72.0,36.0
sele0704,22,learned_multilevel,1,-4.0,-76.0,40.0
sele0704,22,official_pu0,1,-28.0,4.0,16.0
sele0704,22,official_pu1,1,-8.0,-100.0,54.0
sele0704,23,pilot_constant,1,16.0,-56.0,36.0
sele0704,23,learned_level1,1,20.0,-52.0,36.0
sele0704,23,learned_multilevel,1,16.0,-48.0,32.0
sele0704,23,official_pu0,1,12.0,4.0,8.0
sele0704,23,official_pu1,1,16.0,8.0,12.0
sele0704,24,pilot_constant,1,16.0,-72.0,44.0
sele0704,24,learned_level1,1,20.0,-68.0,44.0
sele0704,24,learned_multilevel,1,16.0,-68.0,42.0
sele0704,24,official_pu0,1,16.0,-4.0,10.0
sele0704,24,official_pu1,1,-4.0,-104.0,54.0
sele0704,25,pilot_constant,1,12.0,-36.0,24.0
sele0704,25,learned_level1,1,16.0,-32.0,24.0
sele0704,25,learned_multilevel,1,16.0,-28.0,22.0
sele0704,25,official_pu0,1,4.0,40.0,22.0
sele0704,25,official_pu1,1,-36.0,-64.0,50.0
sele0704,26,pilot_constant,1,-4.0,-48.0,26.0
sele0704,26,learned_level1,1,-4.0,-40.0,22.0
sele0704,26,learned_multilevel,1,0.0,-40.0,20.0
sele0704,26,official_pu0,1,-8.0,20.0,14.0
sele0704,26,official_pu1,1,-44.0,-84.0,64.0
sele0704,27,pilot_constant,1,8.0,-76.0,42.0
sele0704,27,learned_level1,1,8.0,-68.0,38.0
sele0704,27,learned_multilevel,1,8.0,-68.0,38.0
sele0704,27,official_pu0,1,8.0,-4.0,6.0
sele0704,27,official_pu1,1,-12.0,-108.0,60.0
sele0704,28,pilot_constant,1,4.0,-60.0,32.0
sele0704,28,learned_level1,1,8.0,-56.0,32.0
sele0704,28,learned_multilevel,1,8.0,-56.0,32.0
sele0704,28,official_pu0,1,-8.0,16.0,12.0
sele0704,28,official_pu1,1,-12.0,-84.0,48.0
sele0704,29,pilot_constant,1,4.0,-68.0,36.0
sele0704,29,learned_level1,1,4.0,-56.0,30.0
sele0704,29,learned_multilevel,1,4.0,-60.0,32.0
sele0704,29,official_pu0,1,0.0,0.0,0.0
sele0704,29,official_pu1,1,-44.0,-104.0,74.0
sel100,0,pilot_constant,1,0.0,28.0,14.0
sel100,0,learned_level1,1,0.0,48.0,24.0
sel100,0,learned_multilevel,1,4.0,40.0,22.0
sel100,0,official_pu0,1,0.0,12.0,6.0
sel100,0,official_pu1,1,-8.0,-12.0,10.0
sel100,1,pilot_constant,1,4.0,28.0,16.0
sel100,1,learned_level1,1,8.0,20.0,14.0
sel100,1,learned_multilevel,1,0.0,20.0,10.0
sel100,1,official_pu0,1,0.0,-4.0,2.0
sel100,1,official_pu1,1,-8.0,-12.0,10.0
sel100,2,pilot_constant,1,-4.0,28.0,16.0
sel100,2,learned_level1,1,-8.0,48.0,28.0
sel100,2,learned_multilevel,1,-8.0,36.0,22.0
sel100,2,official_pu0,1,-4.0,-4.0,4.0
sel100,2,official_pu1,1,-12.0,-8.0,10.0
sel100,3,pilot_constant,1,0.0,20.0,10.0
sel100,3,learned_level1,1,0.0,40.0,20.0
sel100,3,learned_multilevel,1,-4.0,24.0,14.0
sel100,3,official_pu0,1,0.0,8.0,4.0
sel100,3,official_pu1,1,-4.0,4.0,4.0
sel100,4,pilot_constant,1,4.0,28.0,16.0
sel100,4,learned_level1,1,4.0,48.0,26.0
